query,case,seed,runtime_seconds
7a,3,,1.03
10a,3,,1.91
17a,3,,1.99
21a,3,,0.32
24a,3,,2.43
7a,4,,1.02
10a,4,,1.41
17a,4,,1.70
21a,4,,0.31
24a,4,,1.76
