dataset_id,query,treatment_case,bf_cost_multiplier,model,seed_count,median_adjusted_speedup_vs_baseline,geomean_adjusted_speedup_vs_baseline,seed_win_rate
tpcds_sf100_t64,Q76,2,2,cpu_share,20,0.997742664,0.994870762,0.2
tpcds_sf100_t64,Q76,2,4,cpu_share,20,0.997742664,0.994870762,0.2
tpcds_sf100_t64,Q76,2,8,cpu_share,20,0.997742664,0.994870762,0.2
tpcds_sf100_t64,Q76,4,1,cpu_share,20,0.914345659,0.922924914,0
tpcds_sf100_t64,Q76,4,1.5,cpu_share,20,0.891188624,0.899592158,0
tpcds_sf100_t64,Q76,4,2,cpu_share,20,0.869175801,0.877410219,0
tpcds_sf100_t64,Q76,4,4,cpu_share,20,0.792085,0.798640546,0
tpcds_sf100_t64,Q76,4,8,cpu_share,20,0.673667725,0.677074647,0
tpcds_sf100_t64,Q77,2,1,cpu_share,20,1,0.98969024,0.05
tpcds_sf100_t64,Q77,2,1.5,cpu_share,20,0.99804119,0.98776166,0.05
tpcds_sf100_t64,Q77,2,2,cpu_share,20,0.996090038,0.985840582,0.05
tpcds_sf100_t64,Q77,2,4,cpu_share,20,0.98836113,0.978230419,0.05
tpcds_sf100_t64,Q77,2,8,cpu_share,20,0.973257638,0.963357217,0
tpcds_sf100_t64,Q77,4,1,cpu_share,20,0.985936766,0.986877342,0
tpcds_sf100_t64,Q77,4,1.5,cpu_share,20,0.981777067,0.982710112,0
tpcds_sf100_t64,Q77,4,2,cpu_share,20,0.977652322,0.978577927,0
tpcds_sf100_t64,Q77,4,4,cpu_share,20,0.961494217,0.962390952,0
tpcds_sf100_t64,Q77,4,8,cpu_share,20,0.930729124,0.931572103,0
tpcds_sf100_t64,Q78,2,1,cpu_share,20,0.998422713,1.00087745,0.3
tpcds_sf100_t64,Q78,2,1.5,cpu_share,20,0.996938218,0.99906376,0.3
tpcds_sf100_t64,Q78,2,2,cpu_share,20,0.995459369,0.997256776,0.25
tpcds_sf100_t64,Q78,2,4,cpu_share,20,0.988596288,0.990095186,0.25
tpcds_sf100_t64,Q78,2,8,cpu_share,20,0.973316171,0.976082852,0.05
tpcds_sf100_t64,Q78,4,1,cpu_share,20,0.910186924,0.914025691,0
tpcds_sf100_t64,Q78,4,1.5,cpu_share,20,0.894046807,0.899191673,0
tpcds_sf100_t64,Q78,4,2,cpu_share,20,0.878533269,0.884847124,0
tpcds_sf100_t64,Q78,4,4,cpu_share,20,0.824550056,0.831901493,0
tpcds_sf100_t64,Q78,4,8,cpu_share,20,0.732564936,0.743429117,0
tpcds_sf100_t64,Q79,2,1,cpu_share,20,1.03344482,1.03818198,0.85
tpcds_sf100_t64,Q79,2,1.5,cpu_share,20,1.02254261,1.02722551,0.85
tpcds_sf100_t64,Q79,2,2,cpu_share,20,1.01186848,1.01649833,0.85
tpcds_sf100_t64,Q79,2,4,cpu_share,20,0.971314949,0.975744057,0.1
tpcds_sf100_t64,Q79,2,8,cpu_share,20,0.899249913,0.903325406,0
tpcds_sf100_t64,Q79,4,1,cpu_share,20,0.968652038,0.97920928,0.1
tpcds_sf100_t64,Q79,4,1.5,cpu_share,20,0.954672311,0.96460661,0.1
tpcds_sf100_t64,Q79,4,2,cpu_share,20,0.941090359,0.95043346,0.1
tpcds_sf100_t64,Q79,4,4,cpu_share,20,0.890419039,0.897677807,0
tpcds_sf100_t64,Q79,4,8,cpu_share,20,0.803854827,0.807991064,0
tpcds_sf100_t64,Q80,2,1,cpu_share,20,1,0.998800466,0.05
tpcds_sf100_t64,Q80,2,1.5,cpu_share,20,0.997626676,0.996487946,0
tpcds_sf100_t64,Q80,2,2,cpu_share,20,0.99526459,0.99418612,0
tpcds_sf100_t64,Q80,2,4,cpu_share,20,0.985927053,0.985084279,0
tpcds_sf100_t64,Q80,2,8,cpu_share,20,0.967767924,0.967372007,0
tpcds_sf100_t64,Q80,4,1,cpu_share,20,1.06329114,1.06332778,1
tpcds_sf100_t64,Q80,4,1.5,cpu_share,20,1.05959686,1.0595528,1
tpcds_sf100_t64,Q80,4,2,cpu_share,20,1.05592816,1.05580454,1
tpcds_sf100_t64,Q80,4,4,cpu_share,20,1.04150395,1.04107312,1
tpcds_sf100_t64,Q80,4,8,cpu_share,20,1.01372985,1.01281062,0.95
tpcds_sf100_t64,Q81,2,1,cpu_share,20,1,1,0
tpcds_sf100_t64,Q81,2,1.5,cpu_share,20,0.997392153,0.997375069,0
tpcds_sf100_t64,Q81,2,2,cpu_share,20,0.994797991,0.994763987,0
tpcds_sf100_t64,Q81,2,4,cpu_share,20,0.984556035,0.984455956,0
tpcds_sf100_t64,Q81,2,8,cpu_share,20,0.964697102,0.96447223,0
tpcds_sf100_t64,Q81,4,1,cpu_share,20,1,0.932061698,0
tpcds_sf100_t64,Q81,4,1.5,cpu_share,20,0.958959397,0.902103895,0
tpcds_sf100_t64,Q81,4,2,cpu_share,20,0.921154688,0.874208527,0
tpcds_sf100_t64,Q81,4,4,cpu_share,20,0.796020345,0.779346648,0
tpcds_sf100_t64,Q81,4,8,cpu_share,20,0.627430294,0.643828931,0
tpcds_sf100_t64,Q82,2,1,cpu_share,14,1.35964912,2.05563788,0.571428571
tpcds_sf100_t64,Q82,2,1.5,cpu_share,14,1.35853248,2.05428475,0.571428571
tpcds_sf100_t64,Q82,2,2,cpu_share,14,1.35741766,2.05293345,0.571428571
tpcds_sf100_t64,Q82,2,4,cpu_share,14,1.35297665,2.04754651,0.571428571
tpcds_sf100_t64,Q82,2,8,cpu_share,14,1.34418123,2.03685947,0.571428571
tpcds_sf100_t64,Q82,4,1,cpu_share,14,1.35964912,2.05563788,0.571428571
tpcds_sf100_t64,Q82,4,1.5,cpu_share,14,1.33303665,2.0147324,0.571428571
tpcds_sf100_t64,Q82,4,2,cpu_share,14,1.30744595,1.97542404,0.571428571
tpcds_sf100_t64,Q82,4,4,cpu_share,14,1.21420791,1.8324257,0.571428571
tpcds_sf100_t64,Q82,4,8,cpu_share,14,1.06264666,1.6007033,0.571428571
tpcds_sf100_t64,Q83,2,1,cpu_share,20,1,1,0
tpcds_sf100_t64,Q83,2,1.5,cpu_share,20,0.995688164,0.995708815,0
tpcds_sf100_t64,Q83,2,2,cpu_share,20,0.991413353,0.991454321,0
tpcds_sf100_t64,Q83,2,4,cpu_share,20,0.974674976,0.974794003,0
tpcds_sf100_t64,Q83,2,8,cpu_share,20,0.942838445,0.943099318,0
tpcds_sf100_t64,Q83,4,1,cpu_share,20,1,0.997602827,0
tpcds_sf100_t64,Q83,4,1.5,cpu_share,20,0.994253207,0.991937701,0
tpcds_sf100_t64,Q83,4,2,cpu_share,20,0.988572088,0.986336572,0
tpcds_sf100_t64,Q83,4,4,cpu_share,20,0.966482339,0.964550802,0
tpcds_sf100_t64,Q83,4,8,cpu_share,20,0.925137735,0.923744957,0
tpcds_sf100_t64,Q84,2,1,cpu_share,20,1.23809524,1.12928943,0.55
tpcds_sf100_t64,Q84,2,1.5,cpu_share,20,1.23482337,1.12643356,0.55
tpcds_sf100_t64,Q84,2,2,cpu_share,20,1.23156875,1.12359211,0.55
tpcds_sf100_t64,Q84,2,4,cpu_share,20,1.21872005,1.11236845,0.55
tpcds_sf100_t64,Q84,2,8,cpu_share,20,1.19381054,1.09058156,0.55
tpcds_sf100_t64,Q84,4,1,cpu_share,20,1.23809524,1.19286493,0.6
tpcds_sf100_t64,Q84,4,1.5,cpu_share,20,1.20819036,1.16432714,0.6
tpcds_sf100_t64,Q84,4,2,cpu_share,20,1.17969605,1.13712306,0.6
tpcds_sf100_t64,Q84,4,4,cpu_share,20,1.07800058,1.03993356,0.6
tpcds_sf100_t64,Q84,4,8,cpu_share,20,0.91947438,0.88812197,0.15
tpcds_sf100_t64,Q85,2,1,cpu_share,20,1,0.989703646,0.05
tpcds_sf100_t64,Q85,2,1.5,cpu_share,20,0.998041594,0.987802504,0.05
tpcds_sf100_t64,Q85,2,2,cpu_share,20,0.996090843,0.985908654,0.05
tpcds_sf100_t64,Q85,2,4,cpu_share,20,0.988363506,0.978405338,0.05
tpcds_sf100_t64,Q85,2,8,cpu_share,20,0.973263015,0.96373628,0.05
tpcds_sf100_t64,Q85,4,1,cpu_share,20,0.880681818,0.907069574,0
tpcds_sf100_t64,Q85,4,1.5,cpu_share,20,0.858479931,0.889431998,0
tpcds_sf100_t64,Q85,4,2,cpu_share,20,0.837369983,0.872553361,0
tpcds_sf100_t64,Q85,4,4,cpu_share,20,0.762952302,0.811688745,0
tpcds_sf100_t64,Q85,4,8,cpu_share,20,0.648220553,0.714569825,0
tpcds_sf100_t64,Q86,2,1,cpu_share,20,1,0.999394116,0
tpcds_sf100_t64,Q86,2,1.5,cpu_share,20,0.99705623,0.996453278,0
tpcds_sf100_t64,Q86,2,2,cpu_share,20,0.99412974,0.993529698,0
tpcds_sf100_t64,Q86,2,4,cpu_share,20,0.982593582,0.982004955,0
tpcds_sf100_t64,Q86,2,8,cpu_share,20,0.960306259,0.959739443,0
tpcds_sf100_t64,Q86,4,1,cpu_share,20,1,0.945978669,0
tpcds_sf100_t64,Q86,4,1.5,cpu_share,20,0.996827201,0.932211562,0
tpcds_sf100_t64,Q86,4,2,cpu_share,20,0.993674472,0.918984156,0
tpcds_sf100_t64,Q86,4,4,cpu_share,20,0.981260493,0.870809396,0
tpcds_sf100_t64,Q86,4,8,cpu_share,20,0.957340389,0.792069303,0
tpcds_sf100_t64,Q87,2,1,cpu_share,20,1,0.992175574,0.05
tpcds_sf100_t64,Q87,2,1.5,cpu_share,20,0.993669559,0.985937592,0.05
tpcds_sf100_t64,Q87,2,2,cpu_share,20,0.987418763,0.979777565,0.05
tpcds_sf100_t64,Q87,2,4,cpu_share,20,0.963182709,0.955888491,0.05
tpcds_sf100_t64,Q87,2,8,cpu_share,20,0.918112827,0.911442886,0
tpcds_sf100_t64,Q87,4,1,cpu_share,20,0.781512605,0.779492869,0
tpcds_sf100_t64,Q87,4,1.5,cpu_share,20,0.75495005,0.750602112,0
tpcds_sf100_t64,Q87,4,2,cpu_share,20,0.728973136,0.723779786,0
tpcds_sf100_t64,Q87,4,4,cpu_share,20,0.636516359,0.633283838,0
tpcds_sf100_t64,Q87,4,8,cpu_share,20,0.507099432,0.506644938,0
tpcds_sf100_t64,Q88,2,1,cpu_share,20,1.18181818,1.18061913,1
tpcds_sf100_t64,Q88,2,1.5,cpu_share,20,1.15036717,1.14929744,1
tpcds_sf100_t64,Q88,2,2,cpu_share,20,1.12054673,1.11959776,1
tpcds_sf100_t64,Q88,2,4,cpu_share,20,1.01633681,1.01473221,0.75
tpcds_sf100_t64,Q88,2,8,cpu_share,20,0.857689599,0.854690145,0
tpcds_sf100_t64,Q88,4,1,cpu_share,20,1.07062933,1.0810403,1
tpcds_sf100_t64,Q88,4,1.5,cpu_share,20,1.03934763,1.05032695,0.85
tpcds_sf100_t64,Q88,4,2,cpu_share,20,1.00984212,1.02131355,0.55
tpcds_sf100_t64,Q88,4,4,cpu_share,20,0.907930412,0.919714419,0.1
tpcds_sf100_t64,Q88,4,8,cpu_share,20,0.760059259,0.767145123,0
tpcds_sf100_t64,Q89,2,1,cpu_share,20,1,0.997846815,0
tpcds_sf100_t64,Q89,2,1.5,cpu_share,20,0.99536567,0.992423026,0
tpcds_sf100_t64,Q89,2,2,cpu_share,20,0.990774095,0.987058962,0
tpcds_sf100_t64,Q89,2,4,cpu_share,20,0.972823737,0.966180323,0
tpcds_sf100_t64,Q89,2,8,cpu_share,20,0.938806083,0.927006544,0
tpcds_sf100_t64,Q89,4,1,cpu_share,20,1,0.997426757,0
tpcds_sf100_t64,Q89,4,1.5,cpu_share,20,0.991935473,0.988608614,0
tpcds_sf100_t64,Q89,4,2,cpu_share,20,0.983999979,0.979946093,0
tpcds_sf100_t64,Q89,4,4,cpu_share,20,0.953488316,0.946772126,0
tpcds_sf100_t64,Q89,4,8,cpu_share,20,0.897810112,0.886770659,0
tpcds_sf100_t64,Q90,2,1,cpu_share,20,1,1,0
tpcds_sf100_t64,Q90,2,1.5,cpu_share,20,0.991803503,0.991392461,0
tpcds_sf100_t64,Q90,2,2,cpu_share,20,0.983740294,0.982933041,0
tpcds_sf100_t64,Q90,2,4,cpu_share,20,0.952757341,0.950502031,0
tpcds_sf100_t64,Q90,2,8,cpu_share,20,0.896299833,0.891702964,0
tpcds_sf100_t64,Q90,4,1,cpu_share,20,1,1,0
tpcds_sf100_t64,Q90,4,1.5,cpu_share,20,0.991526675,0.991271612,0
tpcds_sf100_t64,Q90,4,2,cpu_share,20,0.983195739,0.982695461,0
tpcds_sf100_t64,Q90,4,4,cpu_share,20,0.951226435,0.949835646,0
tpcds_sf100_t64,Q90,4,8,cpu_share,20,0.893144051,0.890334792,0
tpcds_sf100_t64,Q91,2,1,cpu_share,20,1,0.987380819,0.05
tpcds_sf100_t64,Q91,2,1.5,cpu_share,20,0.966043852,0.956952096,0.05
tpcds_sf100_t64,Q91,2,2,cpu_share,20,0.934318188,0.928347532,0
tpcds_sf100_t64,Q91,2,4,cpu_share,20,0.82909245,0.829235415,0
tpcds_sf100_t64,Q91,2,8,cpu_share,20,0.686409381,0.683402896,0
tpcds_sf100_t64,Q91,4,1,cpu_share,20,0.96875,0.981131071,0.05
tpcds_sf100_t64,Q91,4,1.5,cpu_share,20,0.934294096,0.944022814,0
tpcds_sf100_t64,Q91,4,2,cpu_share,20,0.902205697,0.909626594,0
tpcds_sf100_t64,Q91,4,4,cpu_share,20,0.790234265,0.793963663,0
tpcds_sf100_t64,Q91,4,8,cpu_share,20,0.625900114,0.633082101,0
tpcds_sf100_t64,Q92,2,1,cpu_share,20,1,1.00570415,0.05
tpcds_sf100_t64,Q92,2,1.5,cpu_share,20,0.99856059,1.00393699,0.05
tpcds_sf100_t64,Q92,2,2,cpu_share,20,0.997125317,1.00217615,0.05
tpcds_sf100_t64,Q92,2,4,cpu_share,20,0.991425251,0.995195204,0.05
tpcds_sf100_t64,Q92,2,8,cpu_share,20,0.980218416,0.981526089,0.05
tpcds_sf100_t64,Q92,4,1,cpu_share,20,1.12048193,1.10152442,0.85
tpcds_sf100_t64,Q92,4,1.5,cpu_share,20,1.11598254,1.09740515,0.85
tpcds_sf100_t64,Q92,4,2,cpu_share,20,1.11151915,1.09331674,0.85
tpcds_sf100_t64,Q92,4,4,cpu_share,20,1.09401702,1.07726473,0.85
tpcds_sf100_t64,Q92,4,8,cpu_share,20,1.060616,1.04654085,0.85
tpcds_sf100_t64,Q93,2,1,cpu_share,20,1.0464135,1.04767754,1
tpcds_sf100_t64,Q93,2,1.5,cpu_share,20,1.04616797,1.04743026,1
tpcds_sf100_t64,Q93,2,2,cpu_share,20,1.04592256,1.0471831,1
tpcds_sf100_t64,Q93,2,4,cpu_share,20,1.04494206,1.04619562,1
tpcds_sf100_t64,Q93,2,8,cpu_share,20,1.04298656,1.04422624,1
tpcds_sf100_t64,Q93,4,1,cpu_share,20,1.0464135,1.04767754,1
tpcds_sf100_t64,Q93,4,1.5,cpu_share,20,1.04607157,1.0473331,1
tpcds_sf100_t64,Q93,4,2,cpu_share,20,1.04572986,1.04698888,1
tpcds_sf100_t64,Q93,4,4,cpu_share,20,1.04436525,1.04561426,1
tpcds_sf100_t64,Q93,4,8,cpu_share,20,1.04164668,1.04287583,1
tpcds_sf100_t64,Q94,2,1,cpu_share,20,1,1,0.15
tpcds_sf100_t64,Q94,2,1.5,cpu_share,20,0.998320144,0.998298054,0.15
tpcds_sf100_t64,Q94,2,2,cpu_share,20,0.996645922,0.996601893,0.15
tpcds_sf100_t64,Q94,2,4,cpu_share,20,0.990004816,0.989874518,0
tpcds_sf100_t64,Q94,2,8,cpu_share,20,0.976984633,0.9766887,0
tpcds_sf100_t64,Q94,4,1,cpu_share,20,1,0.998394855,0.15
tpcds_sf100_t64,Q94,4,1.5,cpu_share,20,0.998235521,0.996665782,0.15
tpcds_sf100_t64,Q94,4,2,cpu_share,20,0.996477258,0.994942689,0.15
tpcds_sf100_t64,Q94,4,4,cpu_share,20,0.989505713,0.988109511,0
tpcds_sf100_t64,Q94,4,8,cpu_share,20,0.975851229,0.974721016,0
tpcds_sf100_t64,Q95,2,1,cpu_share,20,1,0.996516639,0.45
tpcds_sf100_t64,Q95,2,1.5,cpu_share,20,0.999609538,0.996116375,0.45
tpcds_sf100_t64,Q95,2,2,cpu_share,20,0.999219381,0.995716432,0.45
tpcds_sf100_t64,Q95,2,4,cpu_share,20,0.997661792,0.99411987,0.4
tpcds_sf100_t64,Q95,2,8,cpu_share,20,0.994561138,0.990942062,0.25
tpcds_sf100_t64,Q95,4,1,cpu_share,20,2.33522727,2.34151851,1
tpcds_sf100_t64,Q95,4,1.5,cpu_share,20,2.301922,2.30837144,1
tpcds_sf100_t64,Q95,4,2,cpu_share,20,2.26955344,2.27614978,1
tpcds_sf100_t64,Q95,4,4,cpu_share,20,2.14869793,2.15578323,1
tpcds_sf100_t64,Q95,4,8,cpu_share,20,1.94188571,1.94958954,1
tpcds_sf100_t64,Q96,2,1,cpu_share,20,1,0.996129598,0
tpcds_sf100_t64,Q96,2,1.5,cpu_share,20,0.996893758,0.992884125,0
tpcds_sf100_t64,Q96,2,2,cpu_share,20,0.993806755,0.989659807,0
tpcds_sf100_t64,Q96,2,4,cpu_share,20,0.981647586,0.976969988,0
tpcds_sf100_t64,Q96,2,8,cpu_share,20,0.958200529,0.95254538,0
tpcds_sf100_t64,Q96,4,1,cpu_share,20,1,0.996129598,0
tpcds_sf100_t64,Q96,4,1.5,cpu_share,20,0.996846646,0.992839035,0
tpcds_sf100_t64,Q96,4,2,cpu_share,20,0.993713116,0.989570216,0
tpcds_sf100_t64,Q96,4,4,cpu_share,20,0.981373559,0.976708101,0
tpcds_sf100_t64,Q96,4,8,cpu_share,20,0.957591552,0.951964649,0
tpcds_sf100_t64,Q97,2,1,cpu_share,20,1,0.997916203,0.15
tpcds_sf100_t64,Q97,2,1.5,cpu_share,20,1,0.997916203,0.15
tpcds_sf100_t64,Q97,2,2,cpu_share,20,1,0.997916203,0.15
tpcds_sf100_t64,Q97,2,4,cpu_share,20,1,0.997916203,0.15
tpcds_sf100_t64,Q97,2,8,cpu_share,20,1,0.997916203,0.15
tpcds_sf100_t64,Q97,4,1,cpu_share,20,1,0.998537939,0.1
tpcds_sf100_t64,Q97,4,1.5,cpu_share,20,0.995562372,0.994141326,0.05
tpcds_sf100_t64,Q97,4,2,cpu_share,20,0.991163954,0.989783261,0.05
tpcds_sf100_t64,Q97,4,4,cpu_share,20,0.973952182,0.972726517,0.05
tpcds_sf100_t64,Q97,4,8,cpu_share,20,0.941261762,0.940317922,0
tpcds_sf100_t64,Q98,2,1,cpu_share,20,1,1,0
tpcds_sf100_t64,Q98,2,1.5,cpu_share,20,0.99839232,0.998394486,0
tpcds_sf100_t64,Q98,2,2,cpu_share,20,0.996789846,0.996794148,0
tpcds_sf100_t64,Q98,2,4,cpu_share,20,0.990431502,0.99044407,0
tpcds_sf100_t64,Q98,2,8,cpu_share,20,0.977957111,0.977984926,0
tpcds_sf100_t64,Q98,4,1,cpu_share,20,1,1,0
tpcds_sf100_t64,Q98,4,1.5,cpu_share,20,0.996768871,0.996769162,0
tpcds_sf100_t64,Q98,4,2,cpu_share,20,0.99355859,0.993559159,0
tpcds_sf100_t64,Q98,4,4,cpu_share,20,0.980921961,0.980923505,0
tpcds_sf100_t64,Q98,4,8,cpu_share,20,0.956590583,0.956593498,0
tpcds_sf100_t64,Q99,2,1,cpu_share,20,1,1.00240293,0.15
tpcds_sf100_t64,Q99,2,1.5,cpu_share,20,0.993493811,0.995895081,0.15
tpcds_sf100_t64,Q99,2,2,cpu_share,20,0.987071735,0.989471205,0.15
tpcds_sf100_t64,Q99,2,4,cpu_share,20,0.96219277,0.964583761,0
tpcds_sf100_t64,Q99,2,8,cpu_share,20,0.916016697,0.918385568,0
tpcds_sf100_t64,Q99,4,1,cpu_share,20,0.596153846,0.596443743,0
tpcds_sf100_t64,Q99,4,1.5,cpu_share,20,0.52076518,0.521073381,0
tpcds_sf100_t64,Q99,4,2,cpu_share,20,0.462303071,0.462614828,0
tpcds_sf100_t64,Q99,4,4,cpu_share,20,0.319039227,0.319319708,0
tpcds_sf100_t64,Q99,4,8,cpu_share,20,0.196964153,0.197172243,0
tpcds_sf100_t8,Q01,2,1,cpu_share,20,1,1.00791259,0.05
tpcds_sf100_t8,Q01,2,1.5,cpu_share,20,1,1.00791259,0.05
tpcds_sf100_t8,Q01,2,2,cpu_share,20,1,1.00791259,0.05
tpcds_sf100_t8,Q01,2,4,cpu_share,20,1,1.00791259,0.05
tpcds_sf100_t8,Q01,2,8,cpu_share,20,1,1.00791259,0.05
tpcds_sf100_t8,Q01,4,1,cpu_share,20,1,1.00791259,0.05
tpcds_sf100_t8,Q01,4,1.5,cpu_share,20,0.995844941,1.00372624,0.05
tpcds_sf100_t8,Q01,4,2,cpu_share,20,0.991724268,0.999574523,0.05
tpcds_sf100_t8,Q01,4,4,cpu_share,20,0.975577039,0.983305536,0.05
tpcds_sf100_t8,Q01,4,8,cpu_share,20,0.944810285,0.952306271,0.05
tpcds_sf100_t8,Q02,2,1,cpu_share,20,1,1.01113737,0.05
tpcds_sf100_t8,Q02,2,1.5,cpu_share,20,1,1.01113737,0.05
tpcds_sf100_t8,Q02,2,2,cpu_share,20,1,1.01113737,0.05
tpcds_sf100_t8,Q02,2,4,cpu_share,20,1,1.01113737,0.05
tpcds_sf100_t8,Q02,2,8,cpu_share,20,1,1.01113737,0.05
tpcds_sf100_t8,Q02,4,1,cpu_share,20,1,1.01113737,0.05
tpcds_sf100_t8,Q02,4,1.5,cpu_share,20,1,1.01113737,0.05
tpcds_sf100_t8,Q02,4,2,cpu_share,20,1,1.01113737,0.05
tpcds_sf100_t8,Q02,4,4,cpu_share,20,1,1.01113737,0.05
tpcds_sf100_t8,Q02,4,8,cpu_share,20,1,1.01113737,0.05
tpcds_sf100_t8,Q03,2,1,cpu_share,20,1.41869919,1.44859701,1
tpcds_sf100_t8,Q03,2,1.5,cpu_share,20,1.22840031,1.25256933,1
tpcds_sf100_t8,Q03,2,2,cpu_share,20,1.08326474,1.10336034,0.5
tpcds_sf100_t8,Q03,2,4,cpu_share,20,0.735967642,0.747495751,0.05
tpcds_sf100_t8,Q03,2,8,cpu_share,20,0.448659255,0.45452411,0
tpcds_sf100_t8,Q03,4,1,cpu_share,20,1.41869919,1.45450198,1
tpcds_sf100_t8,Q03,4,1.5,cpu_share,20,1.22816633,1.25729614,0.8
tpcds_sf100_t8,Q03,4,2,cpu_share,20,1.08290064,1.10726305,0.5
tpcds_sf100_t8,Q03,4,4,cpu_share,20,0.735462595,0.749701531,0.05
tpcds_sf100_t8,Q03,4,8,cpu_share,20,0.448220477,0.455635262,0
tpcds_sf100_t8,Q04,2,1,cpu_share,20,1.05253003,1.05271143,0.95
tpcds_sf100_t8,Q04,2,1.5,cpu_share,20,1.02038777,1.02159185,0.9
tpcds_sf100_t8,Q04,2,2,cpu_share,20,0.990316995,0.992278626,0.2
tpcds_sf100_t8,Q04,2,4,cpu_share,20,0.887505453,0.890252426,0
tpcds_sf100_t8,Q04,2,8,cpu_share,20,0.735453981,0.738757703,0
tpcds_sf100_t8,Q04,4,1,cpu_share,20,1.02376618,1.02886881,0.65
tpcds_sf100_t8,Q04,4,1.5,cpu_share,20,0.956843202,0.961171282,0.2
tpcds_sf100_t8,Q04,4,2,cpu_share,20,0.898293864,0.901839591,0
tpcds_sf100_t8,Q04,4,4,cpu_share,20,0.723532459,0.72328929,0
tpcds_sf100_t8,Q04,4,8,cpu_share,20,0.517141425,0.518169665,0
tpcds_sf100_t8,Q05,2,1,cpu_share,20,1.21391672,1.21991932,1
tpcds_sf100_t8,Q05,2,1.5,cpu_share,20,1.18552707,1.19154941,1
tpcds_sf100_t8,Q05,2,2,cpu_share,20,1.15843498,1.16446907,1
tpcds_sf100_t8,Q05,2,4,cpu_share,20,1.061412,1.06743128,1
tpcds_sf100_t8,Q05,2,8,cpu_share,20,0.909127153,0.914943493,0.05
tpcds_sf100_t8,Q05,4,1,cpu_share,20,1.20469799,1.20602211,1
tpcds_sf100_t8,Q05,4,1.5,cpu_share,20,1.17661357,1.17792819,1
tpcds_sf100_t8,Q05,4,2,cpu_share,20,1.14980876,1.15111341,1
tpcds_sf100_t8,Q05,4,4,cpu_share,20,1.05378254,1.05504419,1
tpcds_sf100_t8,Q05,4,8,cpu_share,20,0.90296109,0.90413191,0.05
tpcds_sf100_t8,Q06,2,1,cpu_share,20,1,1.00069484,0.3
tpcds_sf100_t8,Q06,2,1.5,cpu_share,20,1,1.00069484,0.3
tpcds_sf100_t8,Q06,2,2,cpu_share,20,1,1.00069484,0.3
tpcds_sf100_t8,Q06,2,4,cpu_share,20,1,1.00069484,0.3
tpcds_sf100_t8,Q06,2,8,cpu_share,20,1,1.00069484,0.3
tpcds_sf100_t8,Q06,4,1,cpu_share,20,1,0.999723271,0.3
tpcds_sf100_t8,Q06,4,1.5,cpu_share,20,1,0.999723271,0.3
tpcds_sf100_t8,Q06,4,2,cpu_share,20,1,0.999723271,0.3
tpcds_sf100_t8,Q06,4,4,cpu_share,20,1,0.999723271,0.3
tpcds_sf100_t8,Q06,4,8,cpu_share,20,1,0.999723271,0.3
tpcds_sf100_t8,Q07,2,1,cpu_share,20,1.66203704,1.55293154,1
tpcds_sf100_t8,Q07,2,1.5,cpu_share,20,1.53997317,1.44715032,1
tpcds_sf100_t8,Q07,2,2,cpu_share,20,1.43461195,1.35500933,1
tpcds_sf100_t8,Q07,2,4,cpu_share,20,1.12636056,1.08062153,0.65
tpcds_sf100_t8,Q07,2,8,cpu_share,20,0.787810837,0.769989892,0.15
tpcds_sf100_t8,Q07,4,1,cpu_share,20,1.58849558,1.49701833,1
tpcds_sf100_t8,Q07,4,1.5,cpu_share,20,1.46419718,1.38755751,1
tpcds_sf100_t8,Q07,4,2,cpu_share,20,1.35793983,1.29314806,0.75
tpcds_sf100_t8,Q07,4,4,cpu_share,20,1.05243781,1.0170662,0.6
tpcds_sf100_t8,Q07,4,8,cpu_share,20,0.725845673,0.713429206,0.15
tpcds_sf100_t8,Q08,2,1,cpu_share,20,1.44054054,1.41862645,1
tpcds_sf100_t8,Q08,2,1.5,cpu_share,20,1.41123371,1.38990698,1
tpcds_sf100_t8,Q08,2,2,cpu_share,20,1.38309578,1.3623273,1
tpcds_sf100_t8,Q08,2,4,cpu_share,20,1.28093754,1.26214905,1
tpcds_sf100_t8,Q08,2,8,cpu_share,20,1.1160724,1.10032556,1
tpcds_sf100_t8,Q08,4,1,cpu_share,20,1.38378378,1.39272715,1
tpcds_sf100_t8,Q08,4,1.5,cpu_share,20,1.322454,1.33070166,1
tpcds_sf100_t8,Q08,4,2,cpu_share,20,1.26632982,1.27396547,1
tpcds_sf100_t8,Q08,4,4,cpu_share,20,1.08255741,1.08835345,1
tpcds_sf100_t8,Q08,4,8,cpu_share,20,0.839033034,0.842777299,0
tpcds_sf100_t8,Q09,2,1,cpu_share,20,0.998839907,1.00263494,0.2
tpcds_sf100_t8,Q09,2,1.5,cpu_share,20,0.998839907,1.00263494,0.2
tpcds_sf100_t8,Q09,2,2,cpu_share,20,0.998839907,1.00263494,0.2
tpcds_sf100_t8,Q09,2,4,cpu_share,20,0.998839907,1.00263494,0.2
tpcds_sf100_t8,Q09,2,8,cpu_share,20,0.998839907,1.00263494,0.2
tpcds_sf100_t8,Q09,4,1,cpu_share,20,0.997679814,1.00205286,0.1
tpcds_sf100_t8,Q09,4,1.5,cpu_share,20,0.997679814,1.00205286,0.1
tpcds_sf100_t8,Q09,4,2,cpu_share,20,0.997679814,1.00205286,0.1
tpcds_sf100_t8,Q09,4,4,cpu_share,20,0.997679814,1.00205286,0.1
