dataset_id,query,seed,comparison,runtime_speedup,profile_latency_speedup,cpu_time_reduction,cumulative_cardinality_reduction,normalized_cumulative_cardinality_reduction,peak_memory_reduction,hash_join_timing_reduction,rows_scanned_reduction,treatment_create_bf_count,treatment_use_bf_count,treatment_bf_timing,treatment_bf_cpu_fraction,treatment_thc_instantiated_count,treatment_thc_frozen_count,treatment_thc_abandoned_count,join_signature_match
tpcds_sf100_t1,Q92,7,thc_vs_forward,1,1.01122519,1.01122942,1,1,1,1.02608413,1,2,2,0.117895433,0.0414320004,0,0,0,1
tpcds_sf100_t1,Q92,7,backward_vs_forward,1.55121951,1.55784544,1.57821203,0.800806312,1,0.999469694,16.4362196,1,4,5,0.204100335,0.111943349,0,0,0,1
tpcds_sf100_t1,Q92,7,full_vs_baseline,1.94634146,1.97986774,2.02307169,0.599669548,1,0.998938935,29.0807602,1,4,5,0.204100335,0.111943349,0,0,0,1
tpcds_sf100_t1,Q92,8,thc_vs_forward,1,0.991176073,0.991515951,1,1,1,0.976435663,1,2,2,0.086198603,0.0296927099,0,0,0,1
tpcds_sf100_t1,Q92,8,backward_vs_forward,1.55121951,1.59688351,1.61405651,0.750867122,1,0.999469694,16.4802847,1,4,5,0.166318234,0.0932628113,0,0,0,1
tpcds_sf100_t1,Q92,8,full_vs_baseline,2.15121951,2.24756096,2.28519226,1.00098806,1.33439091,0.998938935,34.2263825,1,4,5,0.166318234,0.0932628113,0,0,0,1
tpcds_sf100_t1,Q92,9,thc_vs_forward,1,1.00886021,1.00852926,1,1,1,1.0232772,1,2,2,0.116545242,0.0408960062,0,0,0,1
tpcds_sf100_t1,Q92,9,backward_vs_forward,1.47222222,1.54524309,1.56364458,0.800806312,1,0.999469694,16.1816618,1,4,5,0.203535559,0.110732774,0,0,0,1
tpcds_sf100_t1,Q92,9,full_vs_baseline,1.80092593,1.9434925,1.98446584,0.599669548,1,0.998938935,28.3221638,1,4,5,0.203535559,0.110732774,0,0,0,1
tpcds_sf100_t1,Q92,10,thc_vs_forward,1.03583062,1.02576098,1.02513781,1,1,1,1.03354659,1,2,2,0.082457806,0.0291614718,0,0,0,1
tpcds_sf100_t1,Q92,10,backward_vs_forward,1.47222222,1.56333914,1.58111241,0.750867122,1,0.999469694,16.114958,1,4,5,0.172431919,0.0940536858,0,0,0,1
tpcds_sf100_t1,Q92,10,full_vs_baseline,2.03703704,2.1888063,2.22768858,1.00098806,1.33439091,0.998938935,32.7625188,1,4,5,0.172431919,0.0940536858,0,0,0,1
tpcds_sf100_t1,Q92,11,thc_vs_forward,1.03246753,1.03142301,1.03137978,1,1,1,1.05812308,1,2,2,0.116244755,0.0410796298,0,0,0,1
tpcds_sf100_t1,Q92,11,backward_vs_forward,1.47906977,1.5552844,1.57541705,0.800806312,1,0.999469694,16.058219,1,4,5,0.209059805,0.112849756,0,0,0,1
tpcds_sf100_t1,Q92,11,full_vs_baseline,1.85581395,1.94746168,1.99123451,0.599669548,1,0.998938935,27.4424979,1,4,5,0.209059805,0.112849756,0,0,0,1
tpcds_sf100_t1,Q92,12,thc_vs_forward,1.03583062,1.00997691,1.01020708,1,1,1,1.00536615,1,2,2,0.082850954,0.02912419,0,0,0,1
tpcds_sf100_t1,Q92,12,backward_vs_forward,1.55121951,1.5861908,1.60425179,0.750867122,1,0.999469694,16.464936,1,4,5,0.168583335,0.094109422,0,0,0,1
tpcds_sf100_t1,Q92,12,full_vs_baseline,2.09756098,2.2111428,2.24750709,1.00098806,1.33439091,0.998938935,34.1682748,1,4,5,0.168583335,0.094109422,0,0,0,1
tpcds_sf100_t1,Q92,13,thc_vs_forward,1,1.00268872,1.00220042,1,1,1,1.00610472,1,2,2,0.115608679,0.0401935352,0,0,0,1
tpcds_sf100_t1,Q92,13,backward_vs_forward,1.47906977,1.5392302,1.55679751,0.800806312,1,0.999469694,15.898553,1,4,5,0.204184978,0.11027247,0,0,0,1
tpcds_sf100_t1,Q92,13,full_vs_baseline,1.85581395,1.96777109,2.00720906,0.599669548,1,0.998938935,28.1148124,1,4,5,0.204184978,0.11027247,0,0,0,1
tpcds_sf100_t1,Q92,14,thc_vs_forward,0.93902439,0.963345121,0.965108794,1,1,1,0.939694738,1,2,2,0.089262227,0.0303112297,0,0,0,1
tpcds_sf100_t1,Q92,14,backward_vs_forward,1.50243902,1.55749078,1.57523911,0.750867122,1,0.999469694,15.9770916,1,4,5,0.16836625,0.0933170692,0,0,0,1
tpcds_sf100_t1,Q92,14,full_vs_baseline,2.14634146,2.24946092,2.28750134,1.00098806,1.33439091,0.998938935,33.6613819,1,4,5,0.16836625,0.0933170692,0,0,0,1
tpcds_sf100_t1,Q92,15,thc_vs_forward,1,0.999426758,0.998935715,1,1,1,0.995192351,1,2,2,0.116977164,0.0405317579,0,0,0,1
tpcds_sf100_t1,Q92,15,backward_vs_forward,1.55121951,1.57193254,1.5902703,0.800806312,1,0.999469694,16.5192591,1,4,5,0.199932346,0.110283571,0,0,0,1
tpcds_sf100_t1,Q92,15,full_vs_baseline,1.95121951,2.01463772,2.05613269,0.599669548,1,0.998938935,29.7454337,1,4,5,0.199932346,0.110283571,0,0,0,1
tpcds_sf100_t1,Q92,16,thc_vs_forward,1,1.00289764,1.00205072,1,1,1,1.01889727,1,2,2,0.082467574,0.0288915393,0,0,0,1
tpcds_sf100_t1,Q92,16,backward_vs_forward,1.55121951,1.55937466,1.57577277,0.750867122,1,0.999469694,16.2145864,1,4,5,0.170749878,0.0940701313,0,0,0,1
tpcds_sf100_t1,Q92,16,full_vs_baseline,2.15121951,2.20722956,2.24480736,1.00098806,1.33439091,0.998938935,33.1091917,1,4,5,0.170749878,0.0940701313,0,0,0,1
tpcds_sf100_t1,Q92,17,thc_vs_forward,1,1.02301333,1.02185042,1,1,1,1.05744107,1,2,2,0.116417365,0.0407050181,0,0,0,1
tpcds_sf100_t1,Q92,17,backward_vs_forward,1.47906977,1.57844074,1.5980416,0.800806312,1,0.999469694,16.6535295,1,4,5,0.204345897,0.111736962,0,0,0,1
tpcds_sf100_t1,Q92,17,full_vs_baseline,1.86046512,2.00731001,2.04956546,0.599669548,1,0.998938935,29.3396777,1,4,5,0.204345897,0.111736962,0,0,0,1
tpcds_sf100_t1,Q92,18,thc_vs_forward,1,1.00634105,1.00618275,1,1,1,0.986479256,1,2,2,0.082568012,0.0289676159,0,0,0,1
tpcds_sf100_t1,Q92,18,backward_vs_forward,1.55121951,1.58062135,1.59712164,0.750867122,1,0.999469694,16.3002187,1,4,5,0.168313066,0.0937302733,0,0,0,1
tpcds_sf100_t1,Q92,18,full_vs_baseline,2.15121951,2.23962114,2.2769548,1.00098806,1.33439091,0.998938935,34.0243328,1,4,5,0.168313066,0.0937302733,0,0,0,1
tpcds_sf100_t1,Q92,19,thc_vs_forward,1,0.998103755,0.998182643,1,1,1,0.984938705,1,2,2,0.116893608,0.0408735294,0,0,0,1
tpcds_sf100_t1,Q92,19,backward_vs_forward,1.47906977,1.53907512,1.55712915,0.800806312,1,0.999469694,15.8531077,1,4,5,0.201008826,0.109643054,0,0,0,1
tpcds_sf100_t1,Q92,19,full_vs_baseline,1.86046512,1.97116922,2.01162054,0.599669548,1,0.998938935,28.6047855,1,4,5,0.201008826,0.109643054,0,0,0,1
tpcds_sf100_t1,Q93,0,thc_vs_forward,0.861890244,0.857355863,0.856198608,1,1,1,0.834010586,1,1,1,0.040666747,0.00127057554,1,0,0,1
tpcds_sf100_t1,Q93,0,backward_vs_forward,1.00354988,1.00083196,1.00079577,0.999128069,1,0.997218542,1.00208864,1,2,2,0.058837843,0.0021487641,0,0,0,1
tpcds_sf100_t1,Q93,0,full_vs_baseline,1.52928647,1.53310777,1.5362133,1.04707313,1.04890227,1.36081446,1.64339287,1,2,2,0.058837843,0.0021487641,0,0,0,1
tpcds_sf100_t1,Q93,1,thc_vs_forward,0.861890244,0.858382399,0.85785763,1,1,1,0.836959718,1,1,1,0.0410258,0.00128359715,1,0,0,1
tpcds_sf100_t1,Q93,1,backward_vs_forward,1,1.00009711,1.00046796,0.999128069,1,0.997218542,1.0031462,1,2,2,0.059579721,0.00217399287,0,0,0,1
tpcds_sf100_t1,Q93,1,full_vs_baseline,1.52847542,1.53806543,1.54104355,1.04707313,1.04890227,1.36081446,1.64793967,1,2,2,0.059579721,0.00217399287,0,0,0,1
tpcds_sf100_t1,Q93,2,thc_vs_forward,0.852468769,0.849088388,0.848024169,1,1,1,0.827616567,1,1,1,0.04107609,0.00125351103,1,0,0,1
tpcds_sf100_t1,Q93,2,backward_vs_forward,1.0098661,1.01033469,1.0104446,0.999128069,1,0.997218542,1.01263583,1,2,2,0.059600472,0.00216717029,0,0,0,1
tpcds_sf100_t1,Q93,2,full_vs_baseline,1.54087385,1.5486864,1.55112799,1.04707313,1.04890227,1.36081446,1.6603718,1,2,2,0.059600472,0.00216717029,0,0,0,1
tpcds_sf100_t1,Q93,3,thc_vs_forward,0.879510703,0.877255642,0.87629158,1,1,1,0.856014928,1,1,1,0.040543964,0.00127282133,1,0,0,1
tpcds_sf100_t1,Q93,3,backward_vs_forward,1.01769285,1.01759796,1.01734526,0.999128069,1,0.997218542,1.02046293,1,2,2,0.059051073,0.00215223039,0,0,0,1
tpcds_sf100_t1,Q93,3,full_vs_baseline,1.51450814,1.52051075,1.52251266,1.04707313,1.04890227,1.36081446,1.62684518,1,2,2,0.059051073,0.00215223039,0,0,0,1
tpcds_sf100_t1,Q93,4,thc_vs_forward,0.829531813,0.826643099,0.826032383,1,1,1,0.803848099,1,1,1,0.040752388,0.00125329225,1,0,0,1
tpcds_sf100_t1,Q93,4,backward_vs_forward,0.999276934,1.00121391,1.00147323,0.999128069,1,0.997218542,1.00335094,1,2,2,0.058048998,0.00216439384,0,0,0,1
tpcds_sf100_t1,Q93,4,full_vs_baseline,1.53651482,1.54577804,1.54803369,1.04707313,1.04890227,1.36081446,1.65539704,1,2,2,0.058048998,0.00216439384,0,0,0,1
tpcds_sf100_t1,Q93,5,thc_vs_forward,0.840821184,0.837434242,0.836761895,1,1,1,0.81522578,1,1,1,0.041492748,0.00126738062,1,0,0,1
tpcds_sf100_t1,Q93,5,backward_vs_forward,1.00676879,1.00487723,1.00483632,0.999128069,1,0.997218542,1.00574882,1,2,2,0.058977007,0.00216327146,0,0,0,1
tpcds_sf100_t1,Q93,5,full_vs_baseline,1.50267189,1.51034122,1.512645,1.04707313,1.04890227,1.36081446,1.6152621,1,2,2,0.058977007,0.00216327146,0,0,0,1
tpcds_sf100_t1,Q93,6,thc_vs_forward,0.833532934,0.829155707,0.828800218,1,1,1,0.807663174,1,1,1,0.041188684,0.00126376537,1,0,0,1
tpcds_sf100_t1,Q93,6,backward_vs_forward,0.98478953,0.981723572,0.982206378,0.999128069,1,0.997218542,0.981674726,1,2,2,0.059693899,0.00217055789,0,0,0,1
tpcds_sf100_t1,Q93,6,full_vs_baseline,1.49239476,1.49576831,1.49891115,1.04707313,1.04890227,1.36081446,1.59966866,1,2,2,0.059693899,0.00217055789,0,0,0,1
tpcds_sf100_t1,Q93,7,thc_vs_forward,0.846294602,0.845283318,0.844525516,1,1,1,0.823704929,1,1,1,0.040340033,0.00126405683,1,0,0,1
tpcds_sf100_t1,Q93,7,backward_vs_forward,0.999639769,0.998394565,0.998639902,0.999128069,1,0.997218542,0.999197084,1,2,2,0.058757716,0.00217716526,0,0,0,1
tpcds_sf100_t1,Q93,7,full_vs_baseline,1.5306196,1.53408067,1.53673983,1.04707313,1.04890227,1.36081446,1.64161253,1,2,2,0.058757716,0.00217716526,0,0,0,1
tpcds_sf100_t1,Q93,8,thc_vs_forward,0.842861419,0.841434406,0.840774954,1,1,1,0.819511004,1,1,1,0.040911969,0.00125828066,1,0,0,1
tpcds_sf100_t1,Q93,8,backward_vs_forward,0.999645012,0.998534652,0.998953604,0.999128069,1,0.997218542,0.999468236,1,2,2,0.060347231,0.00220521044,0,0,0,1
tpcds_sf100_t1,Q93,8,full_vs_baseline,1.51615193,1.51952226,1.52206247,1.04707313,1.04890227,1.36081446,1.62445918,1,2,2,0.060347231,0.00220521044,0,0,0,1
tpcds_sf100_t1,Q93,9,thc_vs_forward,0.840321142,0.838694798,0.837982378,1,1,1,0.81627914,1,1,1,0.041091002,0.00125309316,1,0,0,1
tpcds_sf100_t1,Q93,9,backward_vs_forward,1.0143575,1.01652971,1.01668601,0.999128069,1,0.997218542,1.01921389,1,2,2,0.059545226,0.00220310673,0,0,0,1
tpcds_sf100_t1,Q93,9,full_vs_baseline,1.5143575,1.52111685,1.52460435,1.04707313,1.04890227,1.36081446,1.63054929,1,2,2,0.059545226,0.00220310673,0,0,0,1
tpcds_sf100_t1,Q93,10,thc_vs_forward,0.85347432,0.851999185,0.851480256,1,1,1,0.830247888,1,1,1,0.040741679,0.00126202943,1,0,0,1
tpcds_sf100_t1,Q93,10,backward_vs_forward,0.988453464,0.989053657,0.989316412,0.999128069,1,0.997218542,0.989547909,1,2,2,0.06101745,0.00219606527,0,0,0,1
tpcds_sf100_t1,Q93,10,full_vs_baseline,1.48320504,1.48711165,1.49003629,1.04707313,1.04890227,1.36081446,1.58985004,1,2,2,0.06101745,0.00219606527,0,0,0,1
tpcds_sf100_t1,Q93,11,thc_vs_forward,0.870161536,0.869701527,0.869354025,1,1,1,0.849096547,1,1,1,0.040926967,0.00128255926,1,0,0,1
tpcds_sf100_t1,Q93,11,backward_vs_forward,1.03629764,1.03838525,1.03818129,0.999128069,1,0.997218542,1.04029983,1,2,2,0.058459008,0.00218774072,0,0,0,1
tpcds_sf100_t1,Q93,11,full_vs_baseline,1.56079855,1.569943,1.57139771,1.04707313,1.04890227,1.36081446,1.67853434,1,2,2,0.058459008,0.00218774072,0,0,0,1
tpcds_sf100_t1,Q93,12,thc_vs_forward,0.831597739,0.829614499,0.829268976,1,1,1,0.806408615,1,1,1,0.041079335,0.00125568369,1,0,0,1
tpcds_sf100_t1,Q93,12,backward_vs_forward,0.992542614,0.993419889,0.993288146,0.999128069,1,0.997218542,0.993070589,1,2,2,0.058892745,0.00215624687,0,0,0,1
tpcds_sf100_t1,Q93,12,full_vs_baseline,1.50887784,1.51758786,1.51951787,1.04707313,1.04890227,1.36081446,1.62303611,1,2,2,0.058892745,0.00215624687,0,0,0,1
tpcds_sf100_t1,Q93,13,thc_vs_forward,0.836526946,0.83406104,0.832810968,1,1,1,0.810387908,1,1,1,0.042365993,0.00130141304,1,0,0,1
tpcds_sf100_t1,Q93,13,backward_vs_forward,0.984843144,0.983275141,0.982850257,0.999128069,1,0.997218542,0.981598373,1,2,2,0.059759998,0.00216645292,0,0,0,1
tpcds_sf100_t1,Q93,13,full_vs_baseline,1.50475855,1.50863663,1.5108812,1.04707313,1.04890227,1.36081446,1.61289094,1,2,2,0.059759998,0.00216645292,0,0,0,1
tpcds_sf100_t1,Q93,14,thc_vs_forward,0.821021021,0.817416303,0.816839145,1,1,1,0.794941927,1,1,1,0.041186304,0.00126773474,1,0,0,1
tpcds_sf100_t1,Q93,14,backward_vs_forward,0.967787611,0.967188655,0.96738652,0.999128069,1,0.997218542,0.966519938,1,2,2,0.058992337,0.0021504763,0,0,0,1
tpcds_sf100_t1,Q93,14,full_vs_baseline,1.52212389,1.529617,1.53259581,1.04707313,1.04890227,1.36081446,1.63796545,1,2,2,0.058992337,0.0021504763,0,0,0,1
tpcds_sf100_t1,Q93,15,thc_vs_forward,0.833383549,0.830972012,0.8301505,1,1,1,0.806781861,1,1,1,0.041150591,0.00127187471,1,0,0,1
tpcds_sf100_t1,Q93,15,backward_vs_forward,0.979115044,0.980099143,0.980662239,0.999128069,1,0.997218542,0.976504969,1,2,2,0.059635166,0.00217737538,0,0,0,1
tpcds_sf100_t1,Q93,15,full_vs_baseline,1.53663717,1.5439395,1.54750015,1.04707313,1.04890227,1.36081446,1.64909525,1,2,2,0.059635166,0.00217737538,0,0,0,1
tpcds_sf100_t1,Q93,16,thc_vs_forward,0.828656716,0.826849271,0.826099706,1,1,1,0.804035215,1,1,1,0.041380551,0.00126721977,1,0,0,1
tpcds_sf100_t1,Q93,16,backward_vs_forward,0.993202147,0.993961086,0.993811423,0.999128069,1,0.997218542,0.993140471,1,2,2,0.058634168,0.00216012039,0,0,0,1
tpcds_sf100_t1,Q93,16,full_vs_baseline,1.55348837,1.56033403,1.56177925,1.04707313,1.04890227,1.36081446,1.66824697,1,2,2,0.058634168,0.00216012039,0,0,0,1
tpcds_sf100_t1,Q93,17,thc_vs_forward,0.845612962,0.843697625,0.84263913,1,1,1,0.821353821,1,1,1,0.040595787,0.00127567163,1,0,0,1
tpcds_sf100_t1,Q93,17,backward_vs_forward,0.989270386,0.987568926,0.987217205,0.999128069,1,0.997218542,0.986542009,1,2,2,0.06013217,0.00221378735,0,0,0,1
tpcds_sf100_t1,Q93,17,full_vs_baseline,1.527897,1.5330662,1.53453602,1.04707313,1.04890227,1.36081446,1.63972913,1,2,2,0.06013217,0.00221378735,0,0,0,1
tpcds_sf100_t1,Q93,18,thc_vs_forward,0.830630631,0.828503162,0.827749118,1,1,1,0.805504131,1,1,1,0.041127845,0.00126635917,1,0,0,1
tpcds_sf100_t1,Q93,18,backward_vs_forward,0.978768577,0.978032433,0.977980549,0.999128069,1,0.997218542,0.977584278,1,2,2,0.059183276,0.00215303672,0,0,0,1
tpcds_sf100_t1,Q93,18,full_vs_baseline,1.50813871,1.51094794,1.51302794,1.04707313,1.04890227,1.36081446,1.61595293,1,2,2,0.059183276,0.00215303672,0,0,0,1
tpcds_sf100_t1,Q93,19,thc_vs_forward,0.828060926,0.827773694,0.826923878,1,1,1,0.804591443,1,1,1,0.04126453,0.00124162448,1,0,0,1
tpcds_sf100_t1,Q93,19,backward_vs_forward,1.00784314,1.00895527,1.00898789,0.999128069,1,0.997218542,1.01037271,1,2,2,0.059134389,0.00217107036,0,0,0,1
tpcds_sf100_t1,Q93,19,full_vs_baseline,1.52299465,1.5285118,1.53077855,1.04707313,1.04890227,1.36081446,1.63724312,1,2,2,0.059134389,0.00217107036,0,0,0,1
tpcds_sf100_t1,Q94,0,thc_vs_forward,1.02827763,1.01347757,1.01361561,1,1,1,1.00319317,1,3,3,0.1430586,0.0398296503,0,0,0,1
tpcds_sf100_t1,Q94,0,backward_vs_forward,1,1.00121831,1.00082749,0.999819867,1,0.999560355,1.0142624,1,4,6,0.144517575,0.0397282214,0,0,0,1
tpcds_sf100_t1,Q94,0,full_vs_baseline,1.2025,1.21744569,1.22460204,0.993040084,1,0.99895865,1.67403158,1,4,6,0.144517575,0.0397282214,0,0,0,1
tpcds_sf100_t1,Q94,1,thc_vs_forward,1,1.0036781,1.00342216,1,1,1,1.00944813,1,3,3,0.140128978,0.0391470167,0,0,0,1
tpcds_sf100_t1,Q94,1,backward_vs_forward,1,1.00713118,1.00698322,0.99981932,1,0.999560355,1.0099322,1,4,6,0.140306958,0.0393358438,0,0,0,1
tpcds_sf100_t1,Q94,1,full_vs_baseline,1.26153846,1.26904866,1.27722616,0.999108295,1.00305671,0.99895865,1.7544128,1,4,6,0.140306958,0.0393358438,0,0,0,1
tpcds_sf100_t1,Q94,2,thc_vs_forward,0.997435897,1.01130911,1.01139721,1,1,1,1.01532603,1,3,3,0.14021453,0.0395746862,0,0,0,1
tpcds_sf100_t1,Q94,2,backward_vs_forward,0.9725,0.993963691,0.994646321,0.99981932,1,0.999560355,0.978631436,1,4,6,0.146552226,0.040678395,0,0,0,1
tpcds_sf100_t1,Q94,2,full_vs_baseline,1.2025,1.24406146,1.25265536,0.999108295,1.00305671,0.99895865,1.65779087,1,4,6,0.146552226,0.040678395,0,0,0,1
tpcds_sf100_t1,Q94,3,thc_vs_forward,0.997435897,0.997436448,0.997360688,1,1,1,0.997523351,1,3,3,0.143012145,0.0400705293,0,0,0,1
tpcds_sf100_t1,Q94,3,backward_vs_forward,1,1.00082928,1.00103127,0.999819867,1,0.999560355,1.00164828,1,4,6,0.143084979,0.0402384831,0,0,0,1
tpcds_sf100_t1,Q94,3,full_vs_baseline,1.21079692,1.22046165,1.22856087,0.993040084,1,0.99895865,1.65179306,1,4,6,0.143084979,0.0402384831,0,0,0,1
tpcds_sf100_t1,Q94,4,thc_vs_forward,1,0.998979168,0.998773829,1,1,1,1.02177461,1,3,3,0.138825784,0.0384415844,0,0,0,1
tpcds_sf100_t1,Q94,4,backward_vs_forward,1,0.99591424,0.996072367,0.99981932,1,0.999560355,1.00693377,1,4,6,0.143632013,0.0396648786,0,0,0,1
tpcds_sf100_t1,Q94,4,full_vs_baseline,1.23,1.25705636,1.26557761,0.999108295,1.00305671,0.99895865,1.72988938,1,4,6,0.143632013,0.0396648786,0,0,0,1
tpcds_sf100_t1,Q94,5,thc_vs_forward,1,1.00987821,1.00954798,1,1,1,1.00778261,1,3,3,0.151405341,0.0418037901,0,0,0,1
tpcds_sf100_t1,Q94,5,backward_vs_forward,1,1.00962228,1.0097808,0.999818769,1,0.999560355,0.997036404,1,4,6,0.150748433,0.0416320134,0,0,0,1
tpcds_sf100_t1,Q94,5,full_vs_baseline,1.2025,1.22919988,1.23856695,1.00521351,1.0061134,0.99895865,1.65958579,1,4,6,0.150748433,0.0416320134,0,0,0,1
tpcds_sf100_t1,Q94,6,thc_vs_forward,1.00250627,1.00138928,1.00193913,1,1,1,0.993011118,1,3,3,0.144875349,0.0402888674,0,0,0,1
tpcds_sf100_t1,Q94,6,backward_vs_forward,1.02564103,1.00429353,1.0055208,0.999819867,1,0.999560355,0.989162595,1,4,6,0.14413982,0.0402276128,0,0,0,1
tpcds_sf100_t1,Q94,6,full_vs_baseline,1.23333333,1.23119294,1.23982725,0.993040084,1,0.99895865,1.64905731,1,4,6,0.14413982,0.0402276128,0,0,0,1
tpcds_sf100_t1,Q94,7,thc_vs_forward,1,0.997390536,0.997178001,1,1,1,1.00782984,1,3,3,0.150161354,0.0418910067,0,0,0,1
tpcds_sf100_t1,Q94,7,backward_vs_forward,0.997435897,0.998590881,0.998101293,0.999818769,1,0.999560355,1.00736639,1,4,6,0.150166327,0.0419311824,0,0,0,1
tpcds_sf100_t1,Q94,7,full_vs_baseline,1.26153846,1.25663101,1.26642578,1.00521351,1.0061134,0.99895865,1.75249684,1,4,6,0.150166327,0.0419311824,0,0,0,1
tpcds_sf100_t1,Q94,8,thc_vs_forward,1.02827763,1.01927125,1.01967311,1,1,1,1.02269022,1,3,3,0.150503977,0.0420263685,0,0,0,1
tpcds_sf100_t1,Q94,8,backward_vs_forward,1.02564103,1.01684901,1.01707487,0.999818769,1,0.999560355,1.01442446,1,4,6,0.152658891,0.0425194801,0,0,0,1
tpcds_sf100_t1,Q94,8,full_vs_baseline,1.23333333,1.24118047,1.25078329,1.00521351,1.0061134,0.99895865,1.68808552,1,4,6,0.152658891,0.0425194801,0,0,0,1
tpcds_sf100_t1,Q94,9,thc_vs_forward,1.02564103,1.00616989,1.00678692,1,1,1,0.989020132,1,3,3,0.14326339,0.0399978001,0,0,0,1
tpcds_sf100_t1,Q94,9,backward_vs_forward,1.02827763,1.00486165,1.00490398,0.999819867,1,0.999560355,1.00214242,1,4,6,0.142763972,0.0397838221,0,0,0,1
tpcds_sf100_t1,Q94,9,full_vs_baseline,1.23650386,1.24180981,1.24890027,0.993040084,1,0.99895865,1.66871595,1,4,6,0.142763972,0.0397838221,0,0,0,1
tpcds_sf100_t1,Q94,10,thc_vs_forward,1,0.994909993,0.994893581,1,1,1,0.996167903,1,3,3,0.150895291,0.0414349239,0,0,0,1
tpcds_sf100_t1,Q94,10,backward_vs_forward,1.02827763,1.01474313,1.01503622,0.999818769,1,0.999560355,0.997176525,1,4,6,0.149737428,0.0419494373,0,0,0,1
tpcds_sf100_t1,Q94,10,full_vs_baseline,1.26478149,1.26011887,1.26990536,1.00521351,1.0061134,0.99895865,1.73061594,1,4,6,0.149737428,0.0419494373,0,0,0,1
tpcds_sf100_t1,Q94,11,thc_vs_forward,1.02570694,1.00604897,1.00562832,1,1,1,1.00640446,1,3,3,0.150091286,0.0417581722,0,0,0,1
tpcds_sf100_t1,Q94,11,backward_vs_forward,0.9975,1.00120459,1.0012945,0.999818769,1,0.999560355,1.00163108,1,4,6,0.152222522,0.0421686064,0,0,0,1
tpcds_sf100_t1,Q94,11,full_vs_baseline,1.2025,1.2231539,1.23375603,1.00521351,1.0061134,0.99895865,1.67346475,1,4,6,0.152222522,0.0421686064,0,0,0,1
tpcds_sf100_t1,Q94,12,thc_vs_forward,1,1.00203988,1.00173235,1,1,1,1.01275273,1,3,3,0.142257133,0.0392143332,0,0,0,1
tpcds_sf100_t1,Q94,12,backward_vs_forward,1.02827763,1.01356345,1.01335844,0.999819867,1,0.999560355,1.00998816,1,4,6,0.143101829,0.0399050039,0,0,0,1
tpcds_sf100_t1,Q94,12,full_vs_baseline,1.23907455,1.24348952,1.2513753,0.993040084,1,0.99895865,1.66366748,1,4,6,0.143101829,0.0399050039,0,0,0,1
tpcds_sf100_t1,Q94,13,thc_vs_forward,1,1.00337472,1.00282975,1,1,1,1.00705081,1,3,3,0.147517446,0.0413666782,0,0,0,1
tpcds_sf100_t1,Q94,13,backward_vs_forward,1,0.999684887,0.99970256,0.999818769,1,0.999560355,1.00371912,1,4,6,0.151852135,0.0424494199,0,0,0,1
tpcds_sf100_t1,Q94,13,full_vs_baseline,1.29048843,1.28706312,1.29776298,1.00521351,1.0061134,0.99895865,1.76542267,1,4,6,0.151852135,0.0424494199,0,0,0,1
tpcds_sf100_t1,Q94,14,thc_vs_forward,1.02827763,1.01668188,1.01665758,1,1,1,1.00697525,1,3,3,0.149382786,0.041667396,0,0,0,1
tpcds_sf100_t1,Q94,14,backward_vs_forward,1.00250627,1.01191638,1.01245558,0.999818769,1,0.999560355,0.992622409,1,4,6,0.151122511,0.0419784348,0,0,0,1
tpcds_sf100_t1,Q94,14,full_vs_baseline,1.20551378,1.23708538,1.24689529,1.00521351,1.0061134,0.99895865,1.68187748,1,4,6,0.151122511,0.0419784348,0,0,0,1
tpcds_sf100_t1,Q94,15,thc_vs_forward,0.975,0.992470811,0.992093638,1,1,1,0.996147413,1,3,3,0.144078307,0.0398136481,0,0,0,1
tpcds_sf100_t1,Q94,15,backward_vs_forward,1.00257069,1.00557806,1.00560143,0.999819867,1,0.999560355,1.00324018,1,4,6,0.144292236,0.0404156489,0,0,0,1
tpcds_sf100_t1,Q94,15,full_vs_baseline,1.23650386,1.23993319,1.24812763,0.993040084,1,0.99895865,1.69588233,1,4,6,0.144292236,0.0404156489,0,0,0,1
tpcds_sf100_t1,Q94,16,thc_vs_forward,1,0.999392476,0.999384398,1,1,1,0.999358285,1,3,3,0.149436423,0.0417871436,0,0,0,1
tpcds_sf100_t1,Q94,16,backward_vs_forward,1,0.997599506,0.997776978,0.999818769,1,0.999560355,0.997991621,1,4,6,0.151501275,0.0422964018,0,0,0,1
tpcds_sf100_t1,Q94,16,full_vs_baseline,1.26478149,1.27768729,1.28734582,1.00521351,1.0061134,0.99895865,1.77197487,1,4,6,0.151501275,0.0422964018,0,0,0,1
tpcds_sf100_t1,Q94,17,thc_vs_forward,1.02564103,1.02097307,1.02071926,1,1,1,1.02574824,1,3,3,0.148344584,0.0416653718,0,0,0,1
tpcds_sf100_t1,Q94,17,backward_vs_forward,1.02564103,1.01969387,1.01985043,0.999818769,1,0.999560355,1.01838468,1,4,6,0.149459423,0.0419427635,0,0,0,1
tpcds_sf100_t1,Q94,17,full_vs_baseline,1.26153846,1.26090087,1.27131347,1.00521351,1.0061134,0.99895865,1.7313782,1,4,6,0.149459423,0.0419427635,0,0,0,1
tpcds_sf100_t1,Q94,18,thc_vs_forward,0.975,0.994037136,0.994733085,1,1,1,0.980569181,1,3,3,0.144113618,0.0398575298,0,0,0,1
