dataset_id,benchmark,suite,scale_factor,threads,query,case,case_name,success_count,timeout_count,oom_count,completion_rate,min_runtime,median_runtime_success,p10_runtime_success,p90_runtime_success,iqr_runtime_success,cv_runtime_success,p90_p50,median_capped_runtime,median_regret,p90_regret,within_10pct_oracle_rate,bad_plan_rate_over_2x,best_seed
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q19,2,Forward-only,20,0,0,1,0.82,0.92,0.82,0.93,0.1025,0.0579872224,1.01086957,0.92,0.12195122,0.134146341,0.4,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q19,3,THC,20,0,0,1,0.82,0.82,0.82,0.93,0.11,0.0629376757,1.13414634,0.82,0,0.134146341,0.55,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q19,4,RPT+,20,0,0,1,0.82,0.82,0.82,0.82,0,0,1,0.82,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q20,1,Baseline,20,0,0,1,0.21,0.21,0.21,0.21,0,0,1,0.21,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q20,2,Forward-only,20,0,0,1,0.21,0.21,0.21,0.21,0,0,1,0.21,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q20,3,THC,20,0,0,1,0.21,0.21,0.21,0.21,0,0,1,0.21,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q20,4,RPT+,20,0,0,1,0.21,0.21,0.21,0.21,0,0,1,0.21,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q21,1,Baseline,20,0,0,1,0.41,0.41,0.41,0.41,0,0,1,0.41,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q21,2,Forward-only,20,0,0,1,0.21,0.31,0.3,0.31,0,0.1,1,0.31,0.476190476,0.476190476,0.1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q21,3,THC,20,0,0,1,0.31,0.31,0.31,0.31,0,0,1,0.31,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q21,4,RPT+,20,0,0,1,0.31,0.31,0.31,0.31,0,0,1,0.31,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q22,1,Baseline,20,0,0,1,11.78,11.89,11.789,12.091,0.2025,0.0184602336,1.01690496,11.89,0.00933786078,0.0264006791,1,0,2
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q22,2,Forward-only,20,0,0,1,11.68,12.09,11.88,12.2,0.1575,0.0119280715,1.00909843,12.09,0.0351027397,0.0445205479,1,0,10
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q22,3,THC,20,0,0,1,11.79,12,11.79,12.11,0.2025,0.0108125511,1.00916667,12,0.0178117048,0.0271416455,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q22,4,RPT+,20,0,0,1,11.89,12,11.98,12.21,0.135,0.00970467424,1.0175,12,0.00925147183,0.0269133726,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q23,1,Baseline,20,0,0,1,11.47,11.825,11.66,12,0.31,0.0149658768,1.01479915,11.825,0.0309503051,0.0462074978,1,0,14
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q23,2,Forward-only,20,0,0,1,11.78,12.08,11.78,12.3,0.235,0.0158803939,1.01821192,12.08,0.025466893,0.0441426146,1,0,2
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q23,3,THC,20,0,0,1,11.47,11.93,11.77,12.39,0.51,0.0235034521,1.03855826,11.93,0.0401046207,0.0802092415,1,0,13
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q23,4,RPT+,20,0,0,1,11.68,12.09,11.78,12.29,0.235,0.0153864503,1.0165426,12.09,0.0351027397,0.0522260274,1,0,11
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q24,1,Baseline,20,0,0,1,2.56,6.355,3.949,54.267,5.245,1.49706444,8.53926042,6.355,1.48242188,20.1980469,0.05,0.6,18
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q24,2,Forward-only,20,0,0,1,1.23,2.155,1.809,60.873,0.41,2.14946001,28.2473318,2.155,0.75203252,48.4902439,0.05,0.2,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q24,3,THC,20,0,0,1,1.23,2.155,1.899,72.752,0.5375,2.13759275,33.7596288,2.155,0.75203252,58.1479675,0.05,0.25,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q24,4,RPT+,20,0,0,1,1.23,1.95,1.71,58.945,0.15,1.96111517,30.2282051,1.95,0.585365854,46.9227642,0.05,0.2,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q25,1,Baseline,20,0,0,1,1.64,2,1.749,3.2,1.12,0.346486146,1.6,2,0.219512195,0.951219512,0.15,0.1,1
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q25,2,Forward-only,20,0,0,1,1.03,1.13,1.13,1.23,0.1,0.0572020234,1.08849558,1.13,0.0970873786,0.194174757,0.65,0,1
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q25,3,THC,20,0,0,1,1.03,1.23,1.12,1.34,0.1,0.0767460319,1.08943089,1.23,0.194174757,0.300970874,0.4,0,1
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q25,4,RPT+,20,0,0,1,1.03,1.13,1.03,1.13,0.1,0.0506160397,1,1.13,0.0970873786,0.0970873786,0.95,0,3
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q26,1,Baseline,20,0,0,1,0.41,0.51,0.41,0.92,0.21,0.318519166,1.80392157,0.51,0.243902439,1.24390244,0.4,0.15,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q26,2,Forward-only,20,0,0,1,0.31,0.31,0.31,0.31,0,0,1,0.31,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q26,3,THC,20,0,0,1,0.31,0.31,0.31,0.31,0,0,1,0.31,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q26,4,RPT+,20,0,0,1,0.31,0.31,0.31,0.31,0,0,1,0.31,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q27,1,Baseline,20,0,0,1,3.89,5.48,4.61,6.36,1.13,0.132654485,1.16058394,5.48,0.40874036,0.63496144,0.05,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q27,2,Forward-only,20,0,0,1,2.56,2.67,2.56,2.77,0.11,0.0302027432,1.03745318,2.67,0.04296875,0.08203125,0.95,0,6
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q27,3,THC,20,0,0,1,2.56,2.67,2.56,2.78,0.1,0.0316397882,1.0411985,2.67,0.04296875,0.0859375,0.9,0,6
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q27,4,RPT+,20,0,0,1,2.56,2.67,2.56,2.78,0.135,0.0357721964,1.0411985,2.67,0.04296875,0.0859375,0.9,0,1
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q28,1,Baseline,20,0,0,1,3.38,3.38,3.38,3.38,0,0,1,3.38,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q28,2,Forward-only,20,0,0,1,3.38,3.38,3.38,3.38,0,0,1,3.38,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q28,3,THC,20,0,0,1,3.38,3.38,3.38,3.38,0,0,1,3.38,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q28,4,RPT+,20,0,0,1,3.38,3.38,3.38,3.38,0,0.00643855088,1,3.38,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q29,1,Baseline,20,0,0,1,2.15,2.61,2.26,3.321,0.56,0.245668883,1.27241379,2.61,0.213953488,0.544651163,0.25,0.05,1
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q29,2,Forward-only,20,0,0,1,1.44,1.59,1.54,1.96,0.41,0.118595407,1.2327044,1.59,0.104166667,0.361111111,0.5,0,11
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q29,3,THC,20,0,0,1,1.44,1.64,1.54,1.96,0.41,0.113377839,1.19512195,1.64,0.138888889,0.361111111,0.4,0,11
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q29,4,RPT+,20,0,0,1,1.44,1.69,1.44,1.95,0.31,0.115304572,1.15384615,1.69,0.173611111,0.354166667,0.4,0,3
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q30,1,Baseline,20,0,0,1,0.31,0.31,0.31,0.31,0,0.0691888721,1,0.31,0,0,0.95,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q30,2,Forward-only,20,0,0,1,0.31,0.31,0.31,0.31,0,0.0691888721,1,0.31,0,0,0.95,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q30,3,THC,20,0,0,1,0.31,0.31,0.31,0.31,0,0.0691888721,1,0.31,0,0,0.95,0,1
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q30,4,RPT+,20,0,0,1,0.31,0.31,0.31,0.31,0,0,1,0.31,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q31,1,Baseline,20,0,0,1,2.05,2.05,2.05,2.05,0,0,1,2.05,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q31,2,Forward-only,20,0,0,1,1.44,1.54,1.44,1.54,0,0.0234145194,1,1.54,0.0694444444,0.0694444444,1,0,5
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q31,3,THC,20,0,0,1,1.44,1.54,1.44,1.54,0.1,0.0316923323,1,1.54,0.0694444444,0.0694444444,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q31,4,RPT+,20,0,0,1,1.44,1.44,1.44,1.44,0,0,1,1.44,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q32,1,Baseline,20,0,0,1,0.11,0.11,0.11,0.11,0,0,1,0.11,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q32,2,Forward-only,20,0,0,1,0.11,0.11,0.11,0.11,0,0,1,0.11,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q32,3,THC,20,0,0,1,0.11,0.11,0.11,0.11,0,0,1,0.11,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q32,4,RPT+,20,0,0,1,0.11,0.11,0.11,0.11,0,0,1,0.11,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q33,1,Baseline,20,0,0,1,1.23,1.33,1.23,1.34,0.025,0.0401501398,1.0075188,1.33,0.081300813,0.0894308943,0.95,0,2
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q33,2,Forward-only,20,0,0,1,0.92,0.93,0.929,1.03,0.1,0.0520889154,1.10752688,0.93,0.0108695652,0.119565217,0.55,0,9
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q33,3,THC,20,0,0,1,0.93,0.93,0.93,1.03,0.1,0.0505049432,1.10752688,0.93,0,0.107526882,0.6,0,1
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q33,4,RPT+,20,0,0,1,0.93,0.93,0.93,0.93,0,0.02330962,1,0.93,0,0,0.95,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q34,1,Baseline,20,0,0,1,1.74,1.79,1.74,1.85,0.11,0.0345812938,1.03351955,1.79,0.0287356322,0.0632183908,0.95,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q34,2,Forward-only,20,0,0,1,1.03,1.03,1.03,1.03,0,0,1,1.03,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q34,3,THC,20,0,0,1,1.03,1.03,1.03,1.03,0,0,1,1.03,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q34,4,RPT+,20,0,0,1,1.03,1.03,1.03,1.03,0,0,1,1.03,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q35,1,Baseline,20,0,0,1,2.05,2.05,2.05,2.15,0.1,0.0228762398,1.04878049,2.05,0,0.0487804878,1,0,2
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q35,2,Forward-only,20,0,0,1,2.05,2.05,2.05,2.15,0.1,0.0237467169,1.04878049,2.05,0,0.0487804878,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q35,3,THC,20,0,0,1,2.26,2.26,2.26,2.26,0,0,1,2.26,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q35,4,RPT+,20,0,0,1,1.74,1.8,1.74,1.85,0.1,0.0286915991,1.02777778,1.8,0.0344827586,0.0632183908,1,0,4
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q36,1,Baseline,20,0,0,1,1.95,2.15,2.04,2.16,0.1,0.0372367051,1.00465116,2.15,0.102564103,0.107692308,0.3,0,2
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q36,2,Forward-only,20,0,0,1,1.23,1.33,1.23,1.34,0.11,0.0479134467,1.0075188,1.33,0.081300813,0.0894308943,0.95,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q36,3,THC,20,0,0,1,1.23,1.34,1.23,1.34,0.11,0.0475004291,1,1.34,0.0894308943,0.0894308943,0.95,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q36,4,RPT+,20,0,0,1,1.44,1.44,1.44,1.54,0.1,0.0393983236,1.06944444,1.44,0,0.0694444444,0.95,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q37,1,Baseline,20,0,0,1,0.51,17.145,0.51,25.109,16.5625,0.737923212,1.4645086,17.145,32.6176471,48.2333333,0.2,0.75,6
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q37,2,Forward-only,20,0,0,1,0.51,0.52,0.51,1.23,0.645,0.436909563,2.36538462,0.52,0.0196078431,1.41176471,0.65,0.35,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q37,3,THC,20,0,0,1,0.51,0.515,0.51,1.23,0.645,0.437680133,2.38834951,0.515,0.00980392157,1.41176471,0.65,0.35,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q37,4,RPT+,20,0,0,1,0.41,0.41,0.41,0.41,0,0,1,0.41,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q38,1,Baseline,20,0,0,1,2.77,2.87,2.86,2.87,0,0.0134051409,1,2.87,0.036101083,0.036101083,1,0,15
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q38,2,Forward-only,20,0,0,1,2.87,2.97,2.96,2.97,0,0.0101351351,1,2.97,0.0348432056,0.0348432056,1,0,8
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q38,3,THC,20,0,0,1,2.87,2.97,2.87,2.97,0.1,0.0170083323,1,2.97,0.0348432056,0.0348432056,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q38,4,RPT+,20,0,0,1,2.56,2.56,2.56,2.67,0.1,0.0188846269,1.04296875,2.56,0,0.04296875,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q39,1,Baseline,20,0,0,1,0.92,0.93,0.92,1.23,0.06,0.118621839,1.32258065,0.93,0.0108695652,0.336956522,0.75,0,1
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q39,2,Forward-only,20,0,0,1,0.92,0.93,0.92,1.23,0.15,0.124900774,1.32258065,0.93,0.0108695652,0.336956522,0.6,0,3
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q39,3,THC,20,0,0,1,0.93,0.93,0.93,1.23,0.15,0.125688185,1.32258065,0.93,0,0.322580645,0.65,0,1
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q39,4,RPT+,20,0,0,1,0.93,0.98,0.93,1.23,0.15,0.118907269,1.25510204,0.98,0.0537634409,0.322580645,0.5,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q40,1,Baseline,20,0,0,1,0.31,0.31,0.31,0.31,0,0,1,0.31,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q40,2,Forward-only,20,0,0,1,0.21,0.21,0.21,0.21,0,0,1,0.21,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q40,3,THC,20,0,0,1,0.21,0.21,0.21,0.21,0,0,1,0.21,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q40,4,RPT+,20,0,0,1,0.11,0.11,0.11,0.11,0,0,1,0.11,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q41,1,Baseline,20,0,0,1,0.1,0.11,0.11,0.11,0,0.0199036481,1,0.11,0.1,0.1,1,0,1
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q41,2,Forward-only,20,0,0,1,0.11,0.11,0.11,0.11,0,0,1,0.11,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q41,3,THC,20,0,0,1,0.11,0.11,0.11,0.11,0,0,1,0.11,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q41,4,RPT+,20,0,0,1,0.11,0.11,0.11,0.11,0,0,1,0.11,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q42,1,Baseline,20,0,0,1,0.92,0.98,0.92,1.13,0.21,0.0992034493,1.15306122,0.98,0.0652173913,0.22826087,0.5,0,1
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q42,2,Forward-only,20,0,0,1,0.62,0.62,0.62,0.62,0,0,1,0.62,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q42,3,THC,20,0,0,1,0.52,0.62,0.52,0.62,0,0.0590200697,1,0.62,0.192307692,0.192307692,0.15,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q42,4,RPT+,20,0,0,1,0.52,0.62,0.52,0.62,0.025,0.072775244,1,0.62,0.192307692,0.192307692,0.25,0,2
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q43,1,Baseline,20,0,0,1,1.64,1.64,1.64,1.74,0,0.0240963855,1.06097561,1.64,0,0.0609756098,1,0,1
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q43,2,Forward-only,20,0,0,1,0.92,1.03,0.92,1.03,0.1,0.0529677153,1,1.03,0.119565217,0.119565217,0.45,0,2
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q43,3,THC,20,0,0,1,0.92,0.98,0.92,1.03,0.1025,0.05383009,1.05102041,0.98,0.0652173913,0.119565217,0.5,0,2
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q43,4,RPT+,20,0,0,1,1.03,1.03,1.03,1.03,0,0.0210574828,1,1.03,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q44,1,Baseline,20,0,0,1,92.83,94.57,93.033,96.707,2.2975,0.0148918784,1.02259702,94.57,0.0187439405,0.0417645158,1,0,4
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q44,2,Forward-only,20,0,0,1,92,94.145,93.013,96.046,1.325,0.0153587608,1.02019226,94.145,0.0233152174,0.0439782609,1,0,17
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q44,3,THC,20,0,0,1,91.67,93.49,92.849,94.914,1.5475,0.0149599034,1.01523158,93.49,0.0198538235,0.0353878041,1,0,11
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q44,4,RPT+,20,0,0,1,84.83,86.61,85.92,87.774,0.83,0.01095873,1.01343956,86.61,0.0209831428,0.0347047035,1,0,3
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q45,1,Baseline,20,0,0,1,0.51,0.52,0.51,0.62,0.01,0.0988980214,1.19230769,0.52,0.0196078431,0.215686275,0.85,0,1
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q45,2,Forward-only,20,0,0,1,0.41,0.41,0.41,0.41,0,0,1,0.41,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q45,3,THC,20,0,0,1,0.41,0.41,0.41,0.41,0,0,1,0.41,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q45,4,RPT+,20,0,0,1,0.31,0.41,0.31,0.41,0,0.0903978282,1,0.41,0.322580645,0.322580645,0.15,0,2
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q46,1,Baseline,20,0,0,1,2.36,2.615,2.36,2.88,0.435,0.0884543607,1.10133843,2.615,0.108050847,0.220338983,0.5,0,2
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q46,2,Forward-only,20,0,0,1,1.64,1.64,1.64,1.64,0,0,1,1.64,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q46,3,THC,20,0,0,1,1.54,1.64,1.64,1.64,0,0.0133299662,1,1.64,0.0649350649,0.0649350649,1,0,8
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q46,4,RPT+,20,0,0,1,1.54,1.59,1.54,1.64,0.1,0.0314465409,1.03144654,1.59,0.0324675325,0.0649350649,1,0,3
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q47,1,Baseline,20,0,0,1,3.9,4.05,3.99,4.1,0.11,0.0150851094,1.01234568,4.05,0.0384615385,0.0512820513,1,0,12
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q47,2,Forward-only,20,0,0,1,4,4.15,4,4.2,0.1,0.0206272335,1.01204819,4.15,0.0375,0.05,1,0,6
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q47,3,THC,20,0,0,1,4,4.1,4.1,4.2,0.1,0.0140844249,1.02439024,4.1,0.025,0.05,1,0,7
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q47,4,RPT+,20,0,0,1,4,4.1,4,4.2,0.1,0.0192502789,1.02439024,4.1,0.025,0.05,1,0,2
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q48,1,Baseline,20,0,0,1,1.95,2.36,2.04,2.681,0.1775,0.109698965,1.13601695,2.36,0.21025641,0.374871795,0.25,0,4
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q48,2,Forward-only,20,0,0,1,2.05,2.46,2.149,2.88,0.225,0.105915983,1.17073171,2.46,0.2,0.404878049,0.2,0,4
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q48,3,THC,20,0,0,1,2.05,2.56,2.14,2.97,0.26,0.107743168,1.16015625,2.56,0.248780488,0.448780488,0.15,0,4
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q48,4,RPT+,20,0,0,1,2.26,2.41,2.26,2.97,0.1,0.0891490422,1.23236515,2.41,0.0663716814,0.314159292,0.8,0,5
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q49,1,Baseline,20,0,0,1,1.23,1.33,1.23,1.34,0.01,0.0317785926,1.0075188,1.33,0.081300813,0.0894308943,1,0,5
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q49,2,Forward-only,20,0,0,1,1.13,1.13,1.13,1.13,0,0.019202198,1,1.13,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q49,3,THC,20,0,0,1,1.13,1.13,1.13,1.13,0,0,1,1.13,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q49,4,RPT+,20,0,0,1,1.13,1.13,1.13,1.13,0,0,1,1.13,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q50,1,Baseline,20,0,0,1,3.49,5.38,3.78,6.87,2.7875,0.235425998,1.27695167,5.38,0.541547278,0.968481375,0.2,0.05,8
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q50,2,Forward-only,20,0,0,1,1.33,1.49,1.33,1.54,0.21,0.0671778741,1.03355705,1.49,0.120300752,0.157894737,0.5,0,2
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q50,3,THC,20,0,0,1,1.33,1.44,1.33,1.54,0.2,0.0649465895,1.06944444,1.44,0.0827067669,0.157894737,0.55,0,2
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q50,4,RPT+,20,0,0,1,1.23,1.33,1.23,1.34,0.1,0.0360610554,1.0075188,1.33,0.081300813,0.0894308943,1,0,2
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q51,1,Baseline,20,0,0,1,9.52,9.63,9.52,9.74,0.1025,0.00927575226,1.01142264,9.63,0.0115546218,0.0231092437,1,0,4
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q51,2,Forward-only,20,0,0,1,9.62,9.73,9.63,9.83,0.1,0.00735434815,1.01027749,9.73,0.0114345114,0.0218295218,1,0,3
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q51,3,THC,20,0,0,1,9.43,9.63,9.529,9.74,0.1,0.00978163693,1.01142264,9.63,0.0212089077,0.032873807,1,0,3
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q51,4,RPT+,20,0,0,1,9.22,9.32,9.32,9.53,0.1,0.00890680601,1.02253219,9.32,0.010845987,0.0336225597,1,0,12
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q52,1,Baseline,20,0,0,1,0.92,1.03,0.92,1.13,0.2025,0.099816017,1.09708738,1.03,0.119565217,0.22826087,0.5,0,1
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q52,2,Forward-only,20,0,0,1,0.52,0.62,0.61,0.62,0,0.0491803279,1,0.62,0.192307692,0.192307692,0.1,0,6
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q52,3,THC,20,0,0,1,0.62,0.62,0.62,0.62,0,0,1,0.62,0,0,1,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q52,4,RPT+,20,0,0,1,0.52,0.62,0.61,0.62,0,0.0491803279,1,0.62,0.192307692,0.192307692,0.1,0,4
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q53,1,Baseline,20,0,0,1,1.03,1.44,1.03,1.74,0.71,0.221474569,1.20833333,1.44,0.398058252,0.689320388,0.35,0,0
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q53,2,Forward-only,20,0,0,1,0.72,0.82,0.72,0.82,0.1,0.0607604587,1,0.82,0.138888889,0.138888889,0.35,0,7
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q53,3,THC,20,0,0,1,0.72,0.82,0.72,0.82,0.1,0.0628074293,1,0.82,0.138888889,0.138888889,0.4,0,1
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q53,4,RPT+,20,0,0,1,0.72,0.82,0.81,0.82,0,0.037037037,1,0.82,0.138888889,0.138888889,0.1,0,5
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q54,1,Baseline,0,20,0,0,,,,,,,,300,,,,,
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q54,2,Forward-only,0,20,0,0,,,,,,,,300,,,,,
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q54,3,THC,0,20,0,0,,,,,,,,300,,,,,
tpcds_sf10_t1,TPCDS SF10,tpcds,10,1,Q54,4,RPT+,0,20,0,0,,,,,,,,300,,,,,
