dataset_id,benchmark,suite,scale_factor,threads,query,comparison,base_case,treatment_case,paired_success_count,treatment_completion_win_count,treatment_completion_loss_count,both_failed_count,median_speedup,geomean_speedup,p10_speedup,p90_speedup,treatment_win_rate_paired,tie_rate_paired,helped_at_least_10pct_rate,hurt_at_least_10pct_rate,at_least_2x_speedup_rate
tpch_sf10_t1,TPCH SF10,tpch,10,1,Q20,backward_vs_forward,2,4,20,0,0,0,1.00629373,1.00723217,0.983177153,1.02214039,0.55,0.2,0,0,0
tpch_sf10_t1,TPCH SF10,tpch,10,1,Q20,full_vs_thc,3,4,20,0,0,0,1.00419289,1.00195017,0.987050036,1.01677216,0.55,0.1,0,0,0
tpch_sf10_t1,TPCH SF10,tpch,10,1,Q21,forward_vs_baseline,1,2,20,0,0,0,1.41385059,1.37045108,1.11109642,1.45430628,1,0,1,0,0
tpch_sf10_t1,TPCH SF10,tpch,10,1,Q21,thc_vs_baseline,1,3,20,0,0,0,1.15182984,1.11855669,0.928538946,1.18257159,0.85,0,0.85,0.05,0
tpch_sf10_t1,TPCH SF10,tpch,10,1,Q21,full_vs_baseline,1,4,20,0,0,0,1.48880238,1.4534403,1.20184809,1.54858441,1,0,1,0,0
tpch_sf10_t1,TPCH SF10,tpch,10,1,Q21,thc_vs_forward,2,3,20,0,0,0,0.81737303,0.816196005,0.801488372,0.827296606,0,0,0,1,0
tpch_sf10_t1,TPCH SF10,tpch,10,1,Q21,backward_vs_forward,2,4,20,0,0,0,1.06040478,1.06055614,1.04447781,1.07972464,1,0,0,0,0
tpch_sf10_t1,TPCH SF10,tpch,10,1,Q21,full_vs_thc,3,4,20,0,0,0,1.30024389,1.29938904,1.26946452,1.32917151,1,0,1,0,0
tpch_sf10_t1,TPCH SF10,tpch,10,1,Q22,forward_vs_baseline,1,2,20,0,0,0,1,0.99931705,0.978991222,1.01428571,0.45,0.15,0,0,0
tpch_sf10_t1,TPCH SF10,tpch,10,1,Q22,thc_vs_baseline,1,3,20,0,0,0,1.00706723,1.00531024,0.985994148,1.02861284,0.6,0.15,0,0,0
tpch_sf10_t1,TPCH SF10,tpch,10,1,Q22,full_vs_baseline,1,4,20,0,0,0,1.0070426,1.00863026,0.985805471,1.04316547,0.55,0.1,0,0,0
tpch_sf10_t1,TPCH SF10,tpch,10,1,Q22,thc_vs_forward,2,3,20,0,0,0,1.00699335,1.00599728,0.985905504,1.02306172,0.55,0.2,0,0,0
tpch_sf10_t1,TPCH SF10,tpch,10,1,Q22,backward_vs_forward,2,4,20,0,0,0,1.00709256,1.00931958,0.990831703,1.04234472,0.6,0.05,0,0,0
tpch_sf10_t1,TPCH SF10,tpch,10,1,Q22,full_vs_thc,3,4,20,0,0,0,1.00711753,1.00330249,0.971503497,1.03602374,0.6,0.05,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q01,forward_vs_baseline,1,2,20,0,0,0,1.00231959,1.01219482,0.99078057,1.01393622,0.65,0,0.05,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q01,thc_vs_baseline,1,3,20,0,0,0,1.00076687,1.01048257,0.990459995,1.00979132,0.5,0.1,0.05,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q01,full_vs_baseline,1,4,20,0,0,0,1.0007716,1.01032498,0.994336185,1.00631623,0.5,0.2,0.05,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q01,thc_vs_forward,2,3,20,0,0,0,1,0.998308387,0.987580908,1.00771135,0.45,0.1,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q01,backward_vs_forward,2,4,20,0,0,0,0.997683989,0.998152686,0.990810229,1.0048062,0.45,0,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q01,full_vs_thc,3,4,20,0,0,0,1.0007728,0.999844036,0.993541293,1.00618238,0.5,0.1,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q02,forward_vs_baseline,1,2,20,0,0,0,1.45207174,1.44293995,1.27317858,1.65643785,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q02,thc_vs_baseline,1,3,20,0,0,0,1.46107069,1.44928149,1.25956391,1.68493151,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q02,full_vs_baseline,1,4,20,0,0,0,1.33574062,1.34089315,1.18553322,1.57794045,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q02,thc_vs_forward,2,3,20,0,0,0,1.00684932,1.00439487,0.986568112,1.01590095,0.6,0.25,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q02,backward_vs_forward,2,4,20,0,0,0,0.928082907,0.929278548,0.915510007,0.950171527,0,0,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q02,full_vs_thc,3,4,20,0,0,0,0.928571429,0.925212362,0.911527778,0.942009451,0,0,0,0.1,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q03,forward_vs_baseline,1,2,20,0,0,0,0.99426419,0.995194836,0.983329682,1.00536145,0.2,0.05,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q03,thc_vs_baseline,1,3,20,0,0,0,0.884095513,0.889864235,0.876563171,0.90946391,0,0,0,0.9,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q03,full_vs_baseline,1,4,20,0,0,0,0.98655613,0.987978505,0.970871795,1.00388023,0.15,0.1,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q03,thc_vs_forward,2,3,20,0,0,0,0.892130823,0.894160824,0.883333333,0.909158879,0,0,0,0.9,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q03,backward_vs_forward,2,4,20,0,0,0,0.993827102,0.992748825,0.978591088,1.00934195,0.2,0,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q03,full_vs_thc,3,4,20,0,0,0,1.11076511,1.11025757,1.09380122,1.12787115,1,0,0.8,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q04,forward_vs_baseline,1,2,20,0,0,0,1.01127249,1.01301928,0.996579007,1.02322205,0.7,0.05,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q04,thc_vs_baseline,1,3,20,0,0,0,0.805153848,0.809232786,0.790697674,0.82173659,0,0,0,1,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q04,full_vs_baseline,1,4,20,0,0,0,1.00160517,1.00886964,0.9917944,1.02961479,0.6,0.05,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q04,thc_vs_forward,2,3,20,0,0,0,0.797175866,0.798832558,0.793281654,0.807948876,0,0,0,1,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q04,backward_vs_forward,2,4,20,0,0,0,0.995972777,0.995903689,0.985361625,1.0053946,0.3,0.1,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q04,full_vs_thc,3,4,20,0,0,0,1.24856669,1.24669892,1.22124677,1.26667758,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q05,forward_vs_baseline,1,2,14,0,0,6,1.10563089,1.13636718,1.00186663,1.35334298,0.928571429,0.0714285714,0.5,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q05,thc_vs_baseline,1,3,14,0,0,6,1.03381804,1.05531354,0.90695088,1.31527922,0.642857143,0,0.214285714,0.142857143,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q05,full_vs_baseline,1,4,14,0,0,6,1.55594791,1.51715814,1.33693997,1.73172906,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q05,thc_vs_forward,2,3,14,0,0,6,0.924120244,0.928673021,0.896275436,0.969920951,0,0,0,0.285714286,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q05,backward_vs_forward,2,4,14,0,0,6,1.34041735,1.335095,1.1744475,1.50536462,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q05,full_vs_thc,3,4,14,0,0,6,1.45583069,1.43763733,1.21217058,1.63608042,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q06,forward_vs_baseline,1,2,20,0,0,0,0.995098039,1.00022876,0.989611276,1.01982178,0.35,0.1,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q06,thc_vs_baseline,1,3,20,0,0,0,0.99754902,0.999495474,0.989618521,1.01050754,0.35,0.15,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q06,full_vs_baseline,1,4,20,0,0,0,0.995085965,1.00098107,0.989618521,1.0160554,0.4,0.05,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q06,thc_vs_forward,2,3,20,0,0,0,1,0.99926688,0.990142906,1.00990592,0.35,0.25,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q06,backward_vs_forward,2,4,20,0,0,0,1,1.00075214,0.990191249,1.01053776,0.35,0.3,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q06,full_vs_thc,3,4,20,0,0,0,1,1.00148635,0.989574188,1.01544289,0.45,0.1,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q07,forward_vs_baseline,1,2,20,0,0,0,3.22233291,3.3142319,2.19486425,4.06762914,1,0,1,0,1
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q07,thc_vs_baseline,1,3,20,0,0,0,3.20107271,3.29118403,2.19015317,4.08931264,1,0,1,0,1
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q07,full_vs_baseline,1,4,20,0,0,0,3.51977246,3.5256864,2.27186425,4.31331596,1,0,1,0,1
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q07,thc_vs_forward,2,3,20,0,0,0,0.997777778,0.993045787,0.970861765,1.01098201,0.4,0.1,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q07,backward_vs_forward,2,4,20,0,0,0,1.06816257,1.06380196,1.01299651,1.11777685,1,0,0.2,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q07,full_vs_thc,3,4,20,0,0,0,1.06272196,1.07125167,1.02428174,1.12193804,1,0,0.35,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q08,forward_vs_baseline,1,2,20,0,0,0,2.81537261,2.77997194,1.73702217,4.80490342,1,0,1,0,0.65
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q08,thc_vs_baseline,1,3,20,0,0,0,2.79901979,2.77848753,1.74904022,4.76072797,1,0,1,0,0.65
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q08,full_vs_baseline,1,4,20,0,0,0,3.18351648,3.19803588,2.0151289,5.4263526,1,0,1,0,0.95
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q08,thc_vs_forward,2,3,20,0,0,0,0.996238688,0.999466035,0.990395646,1.01510971,0.45,0,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q08,backward_vs_forward,2,4,20,0,0,0,1.15,1.15038423,1.11488931,1.18879089,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q08,full_vs_thc,3,4,20,0,0,0,1.14712154,1.15099883,1.1257685,1.18663226,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q09,forward_vs_baseline,1,2,20,0,0,0,2.27213268,2.43594004,1.28833851,3.81495367,1,0,1,0,0.75
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q09,thc_vs_baseline,1,3,20,0,0,0,2.1097957,2.27022819,1.19352641,3.54093591,1,0,1,0,0.75
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q09,full_vs_baseline,1,4,20,0,0,0,2.84707078,3.05376199,2.38072998,4.07331293,1,0,1,0,1
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q09,thc_vs_forward,2,3,20,0,0,0,0.931201635,0.931972115,0.914026809,0.95096108,0,0,0,0.05,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q09,backward_vs_forward,2,4,20,0,0,0,1.0814265,1.25362773,0.969010049,2.17658732,0.8,0,0.35,0,0.2
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q09,full_vs_thc,3,4,20,0,0,0,1.16629554,1.34513438,1.03960808,2.32499483,1,0,0.8,0,0.25
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q10,forward_vs_baseline,1,2,20,0,0,0,1.60018181,1.5984974,1.58106502,1.61751968,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q10,thc_vs_baseline,1,3,20,0,0,0,1.56418147,1.56745322,1.55112668,1.59292395,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q10,full_vs_baseline,1,4,20,0,0,0,1.57776121,1.57633969,1.55405701,1.60660787,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q10,thc_vs_forward,2,3,20,0,0,0,0.9812381,0.980579152,0.967995429,0.991221198,0,0,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q10,backward_vs_forward,2,4,20,0,0,0,0.988255724,0.986138417,0.964487633,1.00415489,0.15,0.05,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q10,full_vs_thc,3,4,20,0,0,0,1.00722674,1.00566937,0.990565182,1.01842926,0.75,0.1,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q11,forward_vs_baseline,1,2,20,0,0,0,1.00331126,1.00505508,0.9902099,1.01906634,0.5,0.3,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q11,thc_vs_baseline,1,3,20,0,0,0,1.01430025,1.00947508,0.985052013,1.03176136,0.65,0.15,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q11,full_vs_baseline,1,4,20,0,0,0,1.46666667,1.42908579,1.25795455,1.66888889,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q11,thc_vs_forward,2,3,20,0,0,0,1.00333333,1.00439777,0.97312112,1.02890625,0.5,0.25,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q11,backward_vs_forward,2,4,20,0,0,0,1.45249688,1.42189798,1.27045455,1.66777778,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q11,full_vs_thc,3,4,20,0,0,0,1.46928839,1.41567219,1.24110502,1.66666667,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q12,forward_vs_baseline,1,2,20,0,0,0,1.00232019,1.00303302,0.990536487,1.01873536,0.5,0.1,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q12,thc_vs_baseline,1,3,20,0,0,0,0.88469548,0.883217273,0.866908602,0.892171794,0,0,0,1,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q12,full_vs_baseline,1,4,20,0,0,0,1.32111293,1.32346386,1.30589904,1.3499704,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q12,thc_vs_forward,2,3,20,0,0,0,0.881931795,0.880546559,0.870374035,0.889935879,0,0,0,1,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q12,backward_vs_forward,2,4,20,0,0,0,1.31755245,1.31946191,1.30373916,1.34289397,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q12,full_vs_thc,3,4,20,0,0,0,1.49313312,1.49845785,1.48279355,1.5244309,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q13,forward_vs_baseline,1,2,20,0,0,0,1.00526918,1.0071301,0.993257585,1.02095792,0.7,0.05,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q13,thc_vs_baseline,1,3,20,0,0,0,1.00517009,1.00483551,0.988184659,1.02198853,0.65,0,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q13,full_vs_baseline,1,4,20,0,0,0,1.00618613,1.00511366,0.987755573,1.02526146,0.65,0,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q13,thc_vs_forward,2,3,20,0,0,0,0.999530075,0.997721654,0.983273664,1.01394643,0.45,0.05,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q13,backward_vs_forward,2,4,20,0,0,0,0.998582986,0.997997841,0.983468757,1.01681614,0.45,0,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q13,full_vs_thc,3,4,20,0,0,0,0.998590226,1.00027682,0.982614724,1.01897881,0.45,0.05,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q14,forward_vs_baseline,1,2,20,0,0,0,1.00415146,1.00453982,0.983023026,1.02245513,0.6,0.1,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q14,thc_vs_baseline,1,3,20,0,0,0,0.966425559,0.96957989,0.959567308,0.982429694,0,0,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q14,full_vs_baseline,1,4,20,0,0,0,2.36633415,2.37022841,2.33822394,2.41129906,1,0,1,0,1
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q14,thc_vs_forward,2,3,20,0,0,0,0.964827935,0.965198063,0.950260748,0.979024625,0,0,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q14,backward_vs_forward,2,4,20,0,0,0,2.35213784,2.35951662,2.32652064,2.4055929,1,0,1,0,1
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q14,full_vs_thc,3,4,20,0,0,0,2.4492256,2.4445932,2.41213287,2.4803642,1,0,1,0,1
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q15,forward_vs_baseline,1,2,20,0,0,0,1.00389865,1.00485878,1,1.00864303,0.7,0.25,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q15,thc_vs_baseline,1,3,20,0,0,0,1.00192308,1.00253816,0.991490689,1.01563113,0.5,0.2,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q15,full_vs_baseline,1,4,20,0,0,0,1.00778257,1.0072435,0.988461538,1.02362205,0.75,0.1,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q15,thc_vs_forward,2,3,20,0,0,0,0.99611649,0.997690605,0.988002317,1.00825849,0.4,0.05,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q15,backward_vs_forward,2,4,20,0,0,0,1.00195312,1.00237319,0.988461538,1.01969282,0.5,0.05,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q15,full_vs_thc,3,4,20,0,0,0,1.00782782,1.00469342,0.984230769,1.0201395,0.7,0.05,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q16,forward_vs_baseline,1,2,20,0,0,0,1.00401613,1.00617938,0.988142292,1.0248634,0.6,0.05,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q16,thc_vs_baseline,1,3,20,0,0,0,1.00198413,1.00598327,0.988137587,1.02866853,0.5,0.2,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q16,full_vs_baseline,1,4,20,0,0,0,0.996023841,1.00098864,0.979939715,1.02016129,0.4,0.05,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q16,thc_vs_forward,2,3,20,0,0,0,1,0.999805091,0.980376657,1.01671817,0.45,0.1,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q16,backward_vs_forward,2,4,20,0,0,0,0.994062992,0.994841139,0.980529488,1.00843373,0.2,0.15,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q16,full_vs_thc,3,4,20,0,0,0,0.99405496,0.99503508,0.979244094,1.01607073,0.35,0.1,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q17,forward_vs_baseline,1,2,20,0,0,0,1.0031463,1.00448603,0.985211911,1.01591437,0.7,0,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q17,thc_vs_baseline,1,3,20,0,0,0,1.00473694,1.00400079,0.986915804,1.01170668,0.65,0.15,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q17,full_vs_baseline,1,4,20,0,0,0,1.43038922,1.4351559,1.41769822,1.45320202,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q17,thc_vs_forward,2,3,20,0,0,0,1,0.999516926,0.986524296,1.01271455,0.45,0.15,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q17,backward_vs_forward,2,4,20,0,0,0,1.42750133,1.4287465,1.41144131,1.44297122,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q17,full_vs_thc,3,4,20,0,0,0,1.42857078,1.42943702,1.41816813,1.44835332,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q18,forward_vs_baseline,1,2,20,0,0,0,0.995329515,0.999666812,0.983539054,1.01953238,0.35,0,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q18,thc_vs_baseline,1,3,20,0,0,0,0.838839889,0.840032283,0.824865064,0.853860488,0,0,0,1,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q18,full_vs_baseline,1,4,20,0,0,0,1.00074528,1.00357722,0.982297395,1.02818354,0.5,0,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q18,thc_vs_forward,2,3,20,0,0,0,0.842910169,0.840312265,0.822466274,0.855342788,0,0,0,1,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q18,backward_vs_forward,2,4,20,0,0,0,0.99894391,1.00391171,0.985599096,1.02574124,0.45,0,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q18,full_vs_thc,3,4,20,0,0,0,1.19833012,1.19468888,1.16541887,1.22144934,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q19,forward_vs_baseline,1,2,20,0,0,0,1.00179572,0.999823828,0.982421081,1.01215064,0.55,0,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q19,thc_vs_baseline,1,3,20,0,0,0,0.947190284,0.949535263,0.938430196,0.962560249,0,0,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q19,full_vs_baseline,1,4,20,0,0,0,1.53254046,1.53793089,1.50980036,1.56666667,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q19,thc_vs_forward,2,3,20,0,0,0,0.953333333,0.949702574,0.933220717,0.964814144,0,0,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q19,backward_vs_forward,2,4,20,0,0,0,1.53473782,1.53820188,1.51572546,1.56480447,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q19,full_vs_thc,3,4,20,0,0,0,1.62236699,1.61966696,1.59255898,1.64467956,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q20,forward_vs_baseline,1,2,20,0,0,0,1.35372002,1.35364318,1.33138711,1.37370004,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q20,thc_vs_baseline,1,3,20,0,0,0,1.3495935,1.35119077,1.33246168,1.38406901,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q20,full_vs_baseline,1,4,20,0,0,0,1.34954791,1.3489545,1.32562469,1.36946491,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q20,thc_vs_forward,2,3,20,0,0,0,0.996944985,0.998188288,0.987395062,1.01462903,0.35,0.05,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q20,backward_vs_forward,2,4,20,0,0,0,0.996993988,0.996536249,0.971470578,1.00898293,0.4,0.1,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q20,full_vs_thc,3,4,20,0,0,0,0.997971602,0.998344963,0.981645457,1.0106181,0.35,0.1,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q21,forward_vs_baseline,1,2,20,0,0,0,1.40943201,1.36654966,1.13742724,1.43713322,1,0,0.95,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q21,thc_vs_baseline,1,3,20,0,0,0,1.12353967,1.0901242,0.916664235,1.15227693,0.85,0,0.75,0.1,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q21,full_vs_baseline,1,4,20,0,0,0,1.46424491,1.42893237,1.19629017,1.53191764,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q21,thc_vs_forward,2,3,20,0,0,0,0.796982042,0.797720145,0.785339853,0.807321323,0,0,0,1,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q21,backward_vs_forward,2,4,20,0,0,0,1.0464001,1.04564979,1.01213507,1.06806128,1,0,0.05,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q21,full_vs_thc,3,4,20,0,0,0,1.31168453,1.31079777,1.27639802,1.33376243,1,0,1,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q22,forward_vs_baseline,1,2,20,0,0,0,1.0034493,0.999359781,0.979125897,1.01384083,0.6,0.1,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q22,thc_vs_baseline,1,3,20,0,0,0,0.862068655,0.862098798,0.836115619,0.891216727,0,0,0,1,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q22,full_vs_baseline,1,4,20,0,0,0,0.989725545,0.994600452,0.968120805,1.03159007,0.3,0.05,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q22,thc_vs_forward,2,3,20,0,0,0,0.861444526,0.862651084,0.838990969,0.883183183,0,0,0,1,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q22,backward_vs_forward,2,4,20,0,0,0,0.998233893,0.995237621,0.96561661,1.02457005,0.5,0,0,0,0
tpch_sf20_t1,TPCH SF20,tpch,20,1,Q22,full_vs_thc,3,4,20,0,0,0,1.15344686,1.1536966,1.11881967,1.18443364,1,0,1,0,0
tpch_sf50_t1,TPCH SF50,tpch,50,1,Q01,forward_vs_baseline,1,2,20,0,0,0,1.001868,1.00851984,0.995584295,1.01065528,0.7,0.05,0.05,0,0
tpch_sf50_t1,TPCH SF50,tpch,50,1,Q01,thc_vs_baseline,1,3,20,0,0,0,1.00124688,1.00773487,0.993795755,1.00708481,0.55,0,0.05,0,0
tpch_sf50_t1,TPCH SF50,tpch,50,1,Q01,full_vs_baseline,1,4,20,0,0,0,0.998443143,1.00517906,0.987092015,1.00902393,0.45,0,0.05,0,0
tpch_sf50_t1,TPCH SF50,tpch,50,1,Q01,thc_vs_forward,2,3,20,0,0,0,0.998757571,0.999221667,0.991716219,1.00685514,0.3,0.05,0,0,0
tpch_sf50_t1,TPCH SF50,tpch,50,1,Q01,backward_vs_forward,2,4,20,0,0,0,0.998457528,0.996687449,0.990202741,1.00193174,0.3,0.15,0,0,0
tpch_sf50_t1,TPCH SF50,tpch,50,1,Q01,full_vs_thc,3,4,20,0,0,0,0.997203038,0.997463807,0.986415848,1.00841332,0.35,0,0,0,0
tpch_sf50_t1,TPCH SF50,tpch,50,1,Q02,forward_vs_baseline,1,2,20,0,0,0,1.45970824,1.47136336,1.28293475,1.72909605,1,0,1,0,0
tpch_sf50_t1,TPCH SF50,tpch,50,1,Q02,thc_vs_baseline,1,3,20,0,0,0,1.4612711,1.4697481,1.29022618,1.71750102,1,0,1,0,0
tpch_sf50_t1,TPCH SF50,tpch,50,1,Q02,full_vs_baseline,1,4,20,0,0,0,1.33744441,1.3361746,1.16846429,1.51672851,1,0,1,0,0
tpch_sf50_t1,TPCH SF50,tpch,50,1,Q02,thc_vs_forward,2,3,20,0,0,0,0.99859944,0.998902203,0.985050154,1.0116095,0.4,0.1,0,0,0
