dataset_id,benchmark,threads,query,eligible_all_20_seeds_successful,median_winner,strict_monotone_1_gt_2_gt_3_gt_4,forward_sufficient_10pct,backward_essential_10pct,thc_regression_10pct,forward_regression_10pct,full_regression_10pct,all_treatments_regress_10pct,thc_approximates_full_when_backward_essential,case1_median,case2_median,case3_median,case4_median
tpcds_sf50_t8,TPCDS SF50,8,Q92,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.41,0.31,0.31,0.31
tpcds_sf50_t8,TPCDS SF50,8,Q93,1,"tie:2,4",0,1,0,1,0,0,0,0,2.98,1.85,2.16,1.85
tpcds_sf50_t8,TPCDS SF50,8,Q94,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.52,0.41,0.41,0.41
tpcds_sf50_t8,TPCDS SF50,8,Q95,1,4,0,0,1,1,0,0,0,0,8.19,8.2,14.86,1.03
tpcds_sf50_t8,TPCDS SF50,8,Q96,1,4,0,0,1,0,0,0,0,0,0.62,0.52,0.52,0.41
tpcds_sf50_t8,TPCDS SF50,8,Q97,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,2.26,2.26,2.26,2.26
tpcds_sf50_t8,TPCDS SF50,8,Q98,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.82,0.62,0.62,0.62
tpcds_sf50_t8,TPCDS SF50,8,Q99,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.62,0.62,0.62,0.93
tpcds_sf100_t8,TPCDS SF100,8,Q01,1,"tie:1,2,4",0,0,0,1,0,0,0,0,1.23,1.23,1.64,1.23
tpcds_sf100_t8,TPCDS SF100,8,Q02,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,2.46,2.46,2.46,2.46
tpcds_sf100_t8,TPCDS SF100,8,Q03,1,"tie:2,3,4",0,1,0,0,0,0,0,0,1.745,1.23,1.23,1.23
tpcds_sf100_t8,TPCDS SF100,8,Q04,1,2,0,0,0,0,0,0,0,0,17.325,16.505,17.795,16.975
tpcds_sf100_t8,TPCDS SF100,8,Q05,1,2,0,1,0,1,0,0,0,0,3.49,2.88,3.59,2.98
tpcds_sf100_t8,TPCDS SF100,8,Q06,1,"tie:1,2,4",0,0,0,1,0,0,0,0,6.05,6.05,6.87,6.05
tpcds_sf100_t8,TPCDS SF100,8,Q07,1,"tie:2,3",0,1,0,0,0,0,0,0,3.59,2.16,2.16,2.26
tpcds_sf100_t8,TPCDS SF100,8,Q08,1,"tie:2,4",0,1,0,0,0,0,0,0,2.665,1.85,1.95,1.85
tpcds_sf100_t8,TPCDS SF100,8,Q09,1,1,0,0,0,0,0,0,0,0,4.3,4.31,4.31,4.31
tpcds_sf100_t8,TPCDS SF100,8,Q10,1,4,0,0,1,0,0,0,0,0,1.85,1.85,1.85,1.13
tpcds_sf100_t8,TPCDS SF100,8,Q11,1,2,0,0,0,0,0,0,0,0,12.305,11.38,12.205,11.49
tpcds_sf100_t8,TPCDS SF100,8,Q12,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.62,0.52,0.52,0.52
tpcds_sf100_t8,TPCDS SF100,8,Q13,1,1,0,0,0,0,0,1,0,0,3.85,4.05,4.055,4.31
tpcds_sf100_t8,TPCDS SF100,8,Q14,1,3,0,0,0,0,0,0,0,0,36.22,36.235,36.14,36.61
tpcds_sf100_t8,TPCDS SF100,8,Q15,1,1,0,0,0,0,1,1,1,0,0.36,0.41,0.41,0.41
tpcds_sf100_t8,TPCDS SF100,8,Q16,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.41,0.31,0.31,0.31
tpcds_sf100_t8,TPCDS SF100,8,Q17,1,2,0,0,0,0,0,0,0,0,5.23,2.055,2.16,2.26
tpcds_sf100_t8,TPCDS SF100,8,Q18,1,"tie:2,3,4",0,1,0,0,0,0,0,0,1.13,0.72,0.72,0.72
tpcds_sf100_t8,TPCDS SF100,8,Q19,1,"tie:2,3,4",0,1,0,0,0,0,0,0,2.36,1.44,1.44,1.44
tpcds_sf100_t8,TPCDS SF100,8,Q20,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21
tpcds_sf100_t8,TPCDS SF100,8,Q21,1,"tie:2,3",0,0,0,0,0,0,0,0,0.31,0.21,0.21,0.31
tpcds_sf100_t8,TPCDS SF100,8,Q22,1,1,0,0,0,0,0,0,0,0,9.03,9.13,9.13,9.13
tpcds_sf100_t8,TPCDS SF100,8,Q23,1,1,0,0,0,0,0,0,0,0,21.995,22.355,24.405,22.37
tpcds_sf100_t8,TPCDS SF100,8,Q24,0,censored,0,0,0,0,0,0,0,0,9.43,3.08,3.29,3.645
tpcds_sf100_t8,TPCDS SF100,8,Q25,1,"tie:2,3",0,1,0,0,0,0,0,0,3.23,2.05,2.05,2.11
tpcds_sf100_t8,TPCDS SF100,8,Q26,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.72,0.52,0.52,0.52
tpcds_sf100_t8,TPCDS SF100,8,Q27,1,"tie:3,4",0,1,0,0,0,0,0,0,6.36,3.745,3.7,3.7
tpcds_sf100_t8,TPCDS SF100,8,Q28,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,4.92,4.92,4.92,4.92
tpcds_sf100_t8,TPCDS SF100,8,Q29,1,"tie:2,3",0,0,0,0,0,0,0,0,4.205,2.77,2.77,2.925
tpcds_sf100_t8,TPCDS SF100,8,Q30,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.41,0.41,0.41,0.41
tpcds_sf100_t8,TPCDS SF100,8,Q31,1,"tie:2,3,4",0,1,0,0,0,0,0,0,3.08,2.36,2.36,2.36
tpcds_sf100_t8,TPCDS SF100,8,Q32,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21
tpcds_sf100_t8,TPCDS SF100,8,Q33,1,"tie:2,3,4",0,1,0,0,0,0,0,0,2.16,1.75,1.75,1.75
tpcds_sf100_t8,TPCDS SF100,8,Q34,1,"tie:2,3",0,0,0,0,0,0,0,0,2.41,1.44,1.44,1.54
tpcds_sf100_t8,TPCDS SF100,8,Q35,1,4,0,0,1,1,0,0,0,0,3.69,3.69,4.82,2.67
tpcds_sf100_t8,TPCDS SF100,8,Q36,1,"tie:2,3",0,0,0,0,0,0,0,0,2.925,1.85,1.85,1.95
tpcds_sf100_t8,TPCDS SF100,8,Q37,0,censored,0,0,0,0,0,0,0,0,2.15,0.62,0.62,0.52
tpcds_sf100_t8,TPCDS SF100,8,Q38,1,4,0,0,1,1,0,0,0,0,4.62,4.82,5.9,4.21
tpcds_sf100_t8,TPCDS SF100,8,Q39,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.82,0.82,0.82,0.82
tpcds_sf100_t8,TPCDS SF100,8,Q40,1,4,0,0,1,0,0,0,0,0,0.52,0.52,0.52,0.21
tpcds_sf100_t8,TPCDS SF100,8,Q41,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.11,0.11,0.11,0.11
tpcds_sf100_t8,TPCDS SF100,8,Q42,1,"tie:2,3,4",0,1,0,0,0,0,0,0,1.54,1.03,1.03,1.03
tpcds_sf100_t8,TPCDS SF100,8,Q43,1,"tie:2,3",0,0,0,0,0,0,0,0,2.46,1.85,1.85,2.05
tpcds_sf100_t8,TPCDS SF100,8,Q44,1,4,0,0,0,0,0,0,0,0,241.72,242,241.375,228.555
tpcds_sf100_t8,TPCDS SF100,8,Q45,1,"tie:2,3",0,0,0,0,0,0,0,0,0.82,0.62,0.62,0.67
tpcds_sf100_t8,TPCDS SF100,8,Q46,1,"tie:2,3,4",0,1,0,0,0,0,0,0,3.79,2.36,2.36,2.36
tpcds_sf100_t8,TPCDS SF100,8,Q47,1,1,0,0,0,0,0,0,0,0,6.26,6.36,6.46,6.46
tpcds_sf100_t8,TPCDS SF100,8,Q48,1,1,0,0,0,0,0,1,0,0,3.23,3.44,3.64,3.9
tpcds_sf100_t8,TPCDS SF100,8,Q49,1,"tie:2,3,4",0,0,0,0,0,0,0,0,2.16,2.05,2.05,2.05
tpcds_sf100_t8,TPCDS SF100,8,Q50,1,4,0,0,1,0,0,0,0,0,8.155,3.23,3.34,2.82
tpcds_sf100_t8,TPCDS SF100,8,Q51,1,4,0,0,0,0,0,0,0,0,11.07,11.18,11.185,10.77
tpcds_sf100_t8,TPCDS SF100,8,Q52,1,"tie:2,3,4",0,1,0,0,0,0,0,0,1.54,1.03,1.03,1.03
tpcds_sf100_t8,TPCDS SF100,8,Q53,1,"tie:2,3,4",0,1,0,0,0,0,0,0,2.105,1.34,1.34,1.34
tpcds_sf100_t8,TPCDS SF100,8,Q54,0,censored,0,0,0,0,0,0,0,0,,,,
tpcds_sf100_t8,TPCDS SF100,8,Q55,1,"tie:2,3,4",0,1,0,0,0,0,0,0,1.54,1.03,1.03,1.03
tpcds_sf100_t8,TPCDS SF100,8,Q56,1,4,0,0,0,0,0,0,0,0,2.05,1.64,1.64,1.54
tpcds_sf100_t8,TPCDS SF100,8,Q57,1,1,0,0,0,0,0,0,0,0,1.95,2.05,2.05,2.05
tpcds_sf100_t8,TPCDS SF100,8,Q58,1,1,0,0,0,0,0,0,0,0,5.02,5.03,5.03,5.03
tpcds_sf100_t8,TPCDS SF100,8,Q59,1,1,0,0,0,0,0,0,0,0,6.15,6.16,6.16,6.16
tpcds_sf100_t8,TPCDS SF100,8,Q60,1,"tie:2,3,4",0,1,0,0,0,0,0,0,2.51,1.85,1.85,1.85
tpcds_sf100_t8,TPCDS SF100,8,Q61,1,"tie:2,3,4",0,1,0,0,0,0,0,0,3.49,2.26,2.26,2.26
tpcds_sf100_t8,TPCDS SF100,8,Q62,1,"tie:1,2,3",0,0,0,0,0,0,0,0,1.13,1.13,1.13,1.23
tpcds_sf100_t8,TPCDS SF100,8,Q63,1,"tie:2,3",0,0,0,0,0,0,0,0,2.05,1.23,1.23,1.34
tpcds_sf100_t8,TPCDS SF100,8,Q64,1,4,0,0,1,1,0,0,0,0,15.68,5.75,6.93,3.7
tpcds_sf100_t8,TPCDS SF100,8,Q65,1,4,0,0,1,0,0,0,0,0,13.23,13.12,13.18,10.62
tpcds_sf100_t8,TPCDS SF100,8,Q66,1,"tie:2,3,4",0,1,0,0,0,0,0,0,1.34,0.93,0.93,0.93
tpcds_sf100_t8,TPCDS SF100,8,Q67,1,2,0,0,0,0,0,0,0,0,38.83,38.74,38.855,39.515
tpcds_sf100_t8,TPCDS SF100,8,Q68,1,4,0,1,0,0,0,0,0,0,3.54,2.57,2.57,2.46
tpcds_sf100_t8,TPCDS SF100,8,Q69,1,4,0,0,1,0,0,0,0,0,1.85,1.85,1.85,1.13
tpcds_sf100_t8,TPCDS SF100,8,Q70,1,4,0,0,0,0,0,0,0,0,4.92,4.82,4.82,4.51
tpcds_sf100_t8,TPCDS SF100,8,Q71,1,4,0,0,1,0,0,0,0,0,2.26,2.05,2.05,1.54
tpcds_sf100_t8,TPCDS SF100,8,Q72,0,censored,0,0,0,0,0,0,0,0,9.03,6.41,6.31,6.72
tpcds_sf100_t8,TPCDS SF100,8,Q73,1,"tie:2,3,4",0,1,0,0,0,0,0,0,2.26,1.44,1.44,1.44
tpcds_sf100_t8,TPCDS SF100,8,Q74,1,2,0,1,0,1,0,0,0,0,8.92,8.1,9.44,8.36
tpcds_sf100_t8,TPCDS SF100,8,Q75,1,"tie:2,3",0,1,0,0,0,0,0,0,6.51,4.92,4.92,5.03
tpcds_sf100_t8,TPCDS SF100,8,Q76,1,4,0,0,1,0,0,0,0,0,2.77,2.82,2.77,2.46
tpcds_sf100_t8,TPCDS SF100,8,Q77,1,"tie:2,3",0,0,0,0,0,0,0,0,2.57,1.85,1.85,1.95
tpcds_sf100_t8,TPCDS SF100,8,Q78,1,4,0,0,1,0,0,0,0,0,13.435,13.54,14.575,12.16
tpcds_sf100_t8,TPCDS SF100,8,Q79,1,"tie:2,3",0,0,0,0,0,0,0,0,3.795,2.57,2.57,2.77
tpcds_sf100_t8,TPCDS SF100,8,Q80,1,4,0,0,1,0,0,0,0,0,5.03,3.18,3.185,2.47
tpcds_sf100_t8,TPCDS SF100,8,Q81,1,"tie:1,2,3",0,0,0,0,0,0,0,0,0.57,0.57,0.57,0.62
tpcds_sf100_t8,TPCDS SF100,8,Q82,0,censored,0,0,0,0,0,0,0,0,3.18,1.335,1.335,0.82
tpcds_sf100_t8,TPCDS SF100,8,Q83,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.62,0.31,0.31,0.31
tpcds_sf100_t8,TPCDS SF100,8,Q84,1,4,0,0,1,0,0,0,0,0,0.725,0.31,0.31,0.21
tpcds_sf100_t8,TPCDS SF100,8,Q85,1,"tie:1,2",0,0,0,1,0,1,0,0,1.34,1.34,1.49,1.54
tpcds_sf100_t8,TPCDS SF100,8,Q86,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.93,0.93,0.93,0.93
tpcds_sf100_t8,TPCDS SF100,8,Q87,1,4,0,0,1,1,0,0,0,0,4.92,5.03,6.16,4.515
tpcds_sf100_t8,TPCDS SF100,8,Q88,1,"tie:2,3",0,1,0,0,0,0,0,0,7.015,3.59,3.59,3.69
tpcds_sf100_t8,TPCDS SF100,8,Q89,1,"tie:2,3",0,1,0,0,0,0,0,0,2.36,1.49,1.49,1.54
tpcds_sf100_t8,TPCDS SF100,8,Q90,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.72,0.41,0.41,0.41
tpcds_sf100_t8,TPCDS SF100,8,Q91,1,4,0,0,1,0,0,0,0,0,0.21,0.21,0.16,0.11
tpcds_sf100_t8,TPCDS SF100,8,Q92,1,4,0,0,1,0,0,0,0,0,0.72,0.62,0.62,0.52
tpcds_sf100_t8,TPCDS SF100,8,Q93,1,"tie:2,4",0,1,0,1,0,0,0,0,5.95,4,4.72,4
tpcds_sf100_t8,TPCDS SF100,8,Q94,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.92,0.82,0.82,0.82
tpcds_sf100_t8,TPCDS SF100,8,Q95,1,4,0,0,1,1,0,0,0,0,17.7,17.61,26.025,1.95
tpcds_sf100_t8,TPCDS SF100,8,Q96,1,"tie:2,3,4",0,1,0,0,0,0,0,0,1.23,0.82,0.82,0.82
tpcds_sf100_t8,TPCDS SF100,8,Q97,1,"tie:1,2,3",0,0,0,0,0,0,0,0,4.82,4.82,4.82,4.93
tpcds_sf100_t8,TPCDS SF100,8,Q98,1,"tie:2,3,4",0,1,0,0,0,0,0,0,1.54,1.13,1.13,1.13
tpcds_sf100_t8,TPCDS SF100,8,Q99,1,"tie:1,2,3",0,0,0,0,0,1,0,0,1.13,1.13,1.13,1.85
appian_t64,appian,64,q01,1,4,0,0,0,0,0,0,0,0,0.355,0.355,0.38,0.35
appian_t64,appian,64,q02,1,"tie:1,2,4",0,0,0,1,0,0,0,0,0.83,0.83,0.94,0.83
appian_t64,appian,64,q03,1,1,0,0,0,1,0,0,0,0,0.77,0.775,0.98,0.775
appian_t64,appian,64,q04,1,"tie:1,2",0,0,0,1,0,0,0,0,1.38,1.38,1.565,1.39
appian_t64,appian,64,q05,1,"tie:1,2",0,0,0,1,0,0,0,0,0.52,0.52,0.61,0.525
appian_t64,appian,64,q06,1,"tie:1,2",0,0,0,1,0,0,0,0,0.51,0.51,0.79,0.52
appian_t64,appian,64,q07,1,1,0,0,0,1,0,0,0,0,0.56,0.57,0.63,0.57
appian_t64,appian,64,q08,1,"tie:1,2",0,0,0,0,0,0,0,0,1.55,1.55,1.64,1.56
job_t64,job,64,1a,1,"tie:2,3",0,0,0,0,0,0,0,0,0.19,0.15,0.15,0.165
job_t64,job,64,1b,1,2,0,0,0,0,0,0,0,0,0.2,0.14,0.15,0.16
job_t64,job,64,1c,1,2,0,0,0,0,0,0,0,0,0.18,0.17,0.175,0.18
job_t64,job,64,1d,1,"tie:2,3",0,0,0,0,0,0,0,0,0.195,0.15,0.15,0.16
job_t64,job,64,2a,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.23,0.2,0.2,0.2
job_t64,job,64,2b,1,"tie:2,3",0,1,0,0,0,0,0,0,0.23,0.19,0.19,0.195
job_t64,job,64,2c,1,3,0,1,0,0,0,0,0,0,0.22,0.145,0.14,0.15
job_t64,job,64,2d,1,"tie:2,3,4",0,0,0,0,0,0,0,0,0.235,0.22,0.22,0.22
job_t64,job,64,3a,1,4,0,0,0,0,0,0,0,0,0.54,0.51,0.51,0.49
job_t64,job,64,3b,1,1,0,0,0,0,0,0,0,0,0.47,0.48,0.48,0.49
job_t64,job,64,3c,1,"tie:2,3,4",0,0,0,0,0,0,0,0,0.54,0.5,0.5,0.5
job_t64,job,64,4a,1,4,0,0,1,0,0,0,0,0,0.235,0.21,0.21,0.19
job_t64,job,64,4b,1,4,0,0,0,0,0,0,0,0,0.19,0.19,0.19,0.185
job_t64,job,64,4c,1,4,1,0,0,0,0,0,0,0,0.24,0.21,0.205,0.195
job_t64,job,64,5a,1,3,0,1,0,0,0,0,0,0,0.52,0.145,0.14,0.15
job_t64,job,64,5b,1,4,0,0,0,0,0,0,0,0,0.48,0.18,0.18,0.165
job_t64,job,64,5c,1,"tie:2,3",0,1,0,0,0,0,0,0,0.53,0.47,0.47,0.48
job_t64,job,64,6a,1,4,0,0,0,0,0,0,0,0,0.23,0.24,0.235,0.22
job_t64,job,64,6b,1,"tie:2,3",0,0,0,0,0,0,0,0,0.23,0.19,0.19,0.21
job_t64,job,64,6c,1,"tie:2,3",0,1,0,0,0,0,0,0,0.22,0.19,0.19,0.2
job_t64,job,64,6d,1,4,0,0,1,0,0,0,0,0,0.24,0.245,0.24,0.22
job_t64,job,64,6e,1,3,0,0,0,0,0,0,0,0,0.23,0.21,0.205,0.21
job_t64,job,64,6f,1,2,0,0,0,1,0,0,0,0,0.58,0.57,0.77,0.6
job_t64,job,64,7a,1,3,0,1,0,0,0,0,0,0,0.365,0.32,0.31,0.32
job_t64,job,64,7b,1,3,0,1,0,0,0,0,0,0,0.35,0.215,0.21,0.225
job_t64,job,64,7c,1,4,1,0,0,0,0,0,0,0,0.8,0.76,0.755,0.75
job_t64,job,64,8a,1,"tie:2,3",0,1,0,0,0,0,0,0,0.355,0.26,0.26,0.27
job_t64,job,64,8b,1,"tie:2,3",0,1,0,0,0,0,0,0,0.345,0.24,0.24,0.25
job_t64,job,64,8c,1,2,0,0,0,1,0,0,0,0,0.435,0.41,0.475,0.47
job_t64,job,64,8d,1,4,0,0,1,1,0,0,0,0,0.375,0.36,0.4,0.31
job_t64,job,64,9a,1,4,1,0,0,0,0,0,0,0,0.39,0.325,0.315,0.3
job_t64,job,64,9b,1,2,0,1,0,0,0,0,0,0,0.455,0.29,0.295,0.3
job_t64,job,64,9c,1,4,1,0,1,0,0,0,0,0,0.405,0.33,0.325,0.3
job_t64,job,64,9d,1,4,0,0,0,0,0,0,0,0,0.485,0.485,0.49,0.465
job_t64,job,64,10a,1,4,1,0,0,0,0,0,0,0,0.33,0.295,0.29,0.27
job_t64,job,64,10b,1,4,0,0,1,0,0,0,0,0,0.295,0.27,0.27,0.24
job_t64,job,64,10c,1,2,0,0,0,0,0,1,0,0,0.38,0.375,0.39,0.425
job_t64,job,64,11a,1,"tie:2,3",0,0,0,0,0,0,0,0,0.2,0.18,0.18,0.19
job_t64,job,64,11b,1,2,0,0,0,0,0,0,0,0,0.195,0.17,0.175,0.18
job_t64,job,64,11c,1,3,0,1,0,0,0,0,0,0,0.225,0.185,0.18,0.19
job_t64,job,64,11d,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.225,0.2,0.2,0.2
job_t64,job,64,12a,1,3,0,1,0,0,0,0,0,0,0.27,0.23,0.215,0.225
job_t64,job,64,12b,1,"tie:3,4",0,1,0,0,0,0,0,0,0.255,0.205,0.2,0.2
job_t64,job,64,12c,1,4,1,1,0,0,0,0,0,0,0.3,0.23,0.225,0.22
job_t64,job,64,13a,1,"tie:2,3",0,1,0,0,0,0,0,0,0.605,0.28,0.28,0.29
job_t64,job,64,13b,1,2,0,1,0,0,0,0,0,0,0.305,0.195,0.2,0.2
job_t64,job,64,13c,1,3,0,1,0,0,0,0,0,0,0.29,0.19,0.18,0.185
job_t64,job,64,13d,1,2,0,0,0,0,0,0,0,0,0.575,0.4,0.41,0.45
job_t64,job,64,14a,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.56,0.2,0.2,0.2
job_t64,job,64,14b,1,"tie:2,3",0,1,0,0,0,0,0,0,0.52,0.18,0.18,0.185
job_t64,job,64,14c,1,"tie:3,4",0,1,0,0,0,0,0,0,0.58,0.22,0.21,0.21
job_t64,job,64,15a,1,4,0,1,0,0,0,0,0,0,0.53,0.35,0.35,0.34
job_t64,job,64,15b,1,"tie:2,3",0,1,0,0,0,0,0,0,0.515,0.33,0.33,0.335
job_t64,job,64,15c,1,4,1,1,0,0,0,0,0,0,0.53,0.345,0.34,0.33
job_t64,job,64,15d,1,4,0,0,0,0,0,0,0,0,0.28,0.26,0.26,0.24
job_t64,job,64,16a,1,4,1,0,1,0,0,0,0,0,0.47,0.345,0.34,0.31
job_t64,job,64,16b,1,2,0,0,0,0,0,0,0,0,4.445,0.55,0.565,0.595
job_t64,job,64,16c,1,"tie:2,3",0,1,0,0,0,0,0,0,1.225,0.435,0.435,0.45
job_t64,job,64,16d,1,"tie:2,3",0,1,0,0,0,0,0,0,1.11,0.425,0.425,0.445
job_t64,job,64,17a,1,2,0,0,0,0,0,0,0,0,2.025,0.39,0.4,0.42
job_t64,job,64,17b,1,2,0,0,0,0,0,0,0,0,0.81,0.3,0.31,0.355
job_t64,job,64,17c,1,4,0,1,0,0,0,0,0,0,0.575,0.28,0.28,0.27
job_t64,job,64,17d,1,4,0,1,0,0,0,0,0,0,0.655,0.32,0.32,0.315
job_t64,job,64,17e,1,2,0,1,0,0,0,0,0,0,2.99,0.43,0.455,0.44
job_t64,job,64,17f,1,2,0,0,0,0,0,0,0,0,2.29,0.455,0.465,0.48
job_t64,job,64,18a,1,"tie:3,4",0,0,0,0,0,0,0,0,0.405,0.375,0.37,0.37
job_t64,job,64,18b,1,3,0,1,0,0,0,0,0,0,0.51,0.33,0.32,0.33
job_t64,job,64,18c,1,"tie:3,4",0,1,0,0,0,0,0,0,0.68,0.39,0.38,0.38
job_t64,job,64,19a,1,4,1,1,0,0,0,0,0,0,0.6,0.42,0.415,0.4
job_t64,job,64,19b,1,"tie:2,3",0,1,0,0,0,0,0,0,0.68,0.36,0.36,0.37
job_t64,job,64,19c,1,4,0,0,0,0,0,0,0,0,0.605,0.425,0.43,0.4
job_t64,job,64,19d,1,4,0,1,0,1,0,0,0,0,0.705,0.52,0.58,0.5
job_t64,job,64,20a,1,4,1,1,0,0,0,0,0,0,0.55,0.335,0.33,0.32
job_t64,job,64,20b,1,"tie:2,4",0,1,0,0,0,0,0,0,0.31,0.26,0.265,0.26
job_t64,job,64,20c,1,3,0,0,0,0,0,0,0,0,0.625,0.405,0.4,0.44
job_t64,job,64,21a,1,"tie:2,3,4",0,0,0,0,0,0,0,0,0.27,0.25,0.25,0.25
job_t64,job,64,21b,1,"tie:2,3,4",0,0,0,0,0,0,0,0,0.26,0.24,0.24,0.24
job_t64,job,64,21c,1,3,0,0,0,0,0,0,0,0,0.27,0.255,0.25,0.255
job_t64,job,64,22a,1,4,0,0,0,0,0,0,0,0,0.6,0.27,0.27,0.255
job_t64,job,64,22b,1,4,0,1,0,0,0,0,0,0,0.585,0.26,0.26,0.255
job_t64,job,64,22c,1,4,0,1,0,0,0,0,0,0,0.64,0.28,0.28,0.27
job_t64,job,64,22d,1,4,1,0,1,0,0,0,0,0,0.75,0.29,0.28,0.26
job_t64,job,64,23a,1,4,0,1,0,0,0,0,0,0,0.505,0.33,0.33,0.32
job_t64,job,64,23b,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.5,0.31,0.31,0.31
job_t64,job,64,23c,1,4,0,1,0,0,0,0,0,0,0.5,0.36,0.36,0.35
job_t64,job,64,24a,1,4,1,0,0,0,0,0,0,0,0.7,0.44,0.435,0.41
job_t64,job,64,24b,1,4,1,0,0,0,0,0,0,0,0.625,0.38,0.37,0.36
job_t64,job,64,25a,1,4,1,1,0,0,0,0,0,0,0.715,0.395,0.39,0.38
job_t64,job,64,25b,1,4,0,1,0,0,0,0,0,0,0.65,0.35,0.35,0.34
job_t64,job,64,25c,1,4,0,1,0,0,0,0,0,0,0.715,0.43,0.43,0.42
job_t64,job,64,26a,1,"tie:3,4",0,1,0,0,0,0,0,0,0.57,0.405,0.39,0.39
job_t64,job,64,26b,1,4,1,1,0,0,0,0,0,0,0.51,0.355,0.35,0.34
job_t64,job,64,26c,1,3,0,0,0,0,0,0,0,0,0.66,0.39,0.385,0.415
job_t64,job,64,27a,1,"tie:2,3",0,1,0,0,0,0,0,0,0.27,0.24,0.24,0.25
job_t64,job,64,27b,1,"tie:2,3",0,0,0,0,0,0,0,0,0.26,0.2,0.2,0.215
job_t64,job,64,27c,1,"tie:2,3",0,1,0,0,0,0,0,0,0.295,0.25,0.25,0.255
job_t64,job,64,28a,1,4,1,0,0,0,0,0,0,0,1.195,0.27,0.265,0.25
job_t64,job,64,28b,1,4,0,1,0,0,0,0,0,0,0.58,0.25,0.25,0.245
job_t64,job,64,28c,1,4,0,0,0,0,0,0,0,0,1.07,0.29,0.29,0.27
job_t64,job,64,29a,1,4,0,1,0,0,0,0,0,0,0.78,0.4,0.4,0.39
job_t64,job,64,29b,1,4,0,1,0,0,0,0,0,0,0.655,0.39,0.39,0.385
job_t64,job,64,29c,1,4,1,0,0,0,0,0,0,0,1.115,0.46,0.45,0.43
job_t64,job,64,30a,1,4,1,0,0,0,0,0,0,0,0.71,0.4,0.39,0.375
job_t64,job,64,30b,1,4,0,1,0,0,0,0,0,0,0.54,0.365,0.365,0.355
job_t64,job,64,30c,1,4,1,0,0,0,0,0,0,0,0.75,0.42,0.41,0.39
job_t64,job,64,31a,1,4,0,0,0,0,0,0,0,0,0.735,0.395,0.4,0.37
job_t64,job,64,31b,1,4,0,1,0,0,0,0,0,0,0.565,0.37,0.37,0.36
job_t64,job,64,31c,1,4,0,0,0,0,0,0,0,0,0.815,0.415,0.415,0.38
job_t64,job,64,32a,1,4,1,0,0,0,0,0,0,0,0.165,0.15,0.145,0.14
job_t64,job,64,32b,1,"tie:2,3",0,0,0,0,0,0,0,0,0.19,0.17,0.17,0.18
job_t64,job,64,33a,1,2,0,1,0,0,0,0,0,0,0.285,0.185,0.19,0.19
job_t64,job,64,33b,1,"tie:2,3",0,0,0,0,0,0,0,0,0.26,0.17,0.17,0.18
job_t64,job,64,33c,1,4,0,1,0,0,0,0,0,0,0.345,0.21,0.21,0.2
tpch_sf10_t64,TPCH SF10,64,Q01,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4
tpch_sf10_t64,TPCH SF10,64,Q02,1,2,0,0,0,0,0,0,0,0,0.29,0.265,0.27,0.27
tpch_sf10_t64,TPCH SF10,64,Q03,1,"tie:2,4",0,0,0,0,0,0,0,0,0.57,0.56,0.57,0.56
tpch_sf10_t64,TPCH SF10,64,Q04,1,"tie:1,2,4",0,0,0,0,0,0,0,0,0.48,0.48,0.51,0.48
tpch_sf10_t64,TPCH SF10,64,Q05,0,censored,0,0,0,0,0,0,0,0,0.56,0.59,0.71,0.705
tpch_sf10_t64,TPCH SF10,64,Q06,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.39,0.39,0.39,0.39
tpch_sf10_t64,TPCH SF10,64,Q07,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.69,0.61,0.61,0.61
tpch_sf10_t64,TPCH SF10,64,Q08,1,"tie:1,4",0,0,0,0,0,0,0,0,0.66,0.69,0.69,0.66
