dataset_id,benchmark,threads,query,eligible_all_20_seeds_successful,median_winner,strict_monotone_1_gt_2_gt_3_gt_4,forward_sufficient_10pct,backward_essential_10pct,thc_regression_10pct,forward_regression_10pct,full_regression_10pct,all_treatments_regress_10pct,thc_approximates_full_when_backward_essential,case1_median,case2_median,case3_median,case4_median
tpch_sf10_t64,TPCH SF10,64,Q09,1,4,0,0,0,0,0,0,0,0,0.86,0.82,0.83,0.81
tpch_sf10_t64,TPCH SF10,64,Q10,1,1,0,0,0,0,0,0,0,0,0.65,0.67,0.675,0.68
tpch_sf10_t64,TPCH SF10,64,Q11,1,4,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.19
tpch_sf10_t64,TPCH SF10,64,Q12,1,"tie:1,2",0,0,0,0,0,0,0,0,0.48,0.48,0.5,0.495
tpch_sf10_t64,TPCH SF10,64,Q13,1,"tie:1,2,4",0,0,0,1,0,0,0,0,0.5,0.5,0.55,0.5
tpch_sf10_t64,TPCH SF10,64,Q14,1,"tie:1,2,3",0,0,0,0,0,0,0,0,0.51,0.51,0.51,0.54
tpch_sf10_t64,TPCH SF10,64,Q15,1,4,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.495
tpch_sf10_t64,TPCH SF10,64,Q16,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.27,0.27,0.27,0.27
tpch_sf10_t64,TPCH SF10,64,Q17,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.51,0.51,0.51,0.51
tpch_sf10_t64,TPCH SF10,64,Q18,1,"tie:1,2,4",0,0,0,1,0,0,0,0,0.85,0.85,1.22,0.85
tpch_sf10_t64,TPCH SF10,64,Q19,1,"tie:1,2,3",0,0,0,0,0,0,0,0,0.62,0.62,0.62,0.64
tpch_sf10_t64,TPCH SF10,64,Q20,1,"tie:2,3,4",0,0,0,0,0,0,0,0,0.58,0.57,0.57,0.57
tpch_sf10_t64,TPCH SF10,64,Q21,1,"tie:1,2",0,0,0,1,0,0,0,0,0.83,0.83,1.075,0.845
tpch_sf10_t64,TPCH SF10,64,Q22,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.23,0.23,0.23,0.23
tpch_sf20_t64,TPCH SF20,64,Q01,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.66,0.66,0.66,0.66
tpch_sf20_t64,TPCH SF20,64,Q02,1,2,0,0,0,0,0,0,0,0,0.33,0.3,0.305,0.315
tpch_sf20_t64,TPCH SF20,64,Q03,1,2,0,0,0,0,0,0,0,0,0.96,0.93,0.94,0.94
tpch_sf20_t64,TPCH SF20,64,Q04,1,4,0,0,0,0,0,0,0,0,0.69,0.685,0.71,0.68
tpch_sf20_t64,TPCH SF20,64,Q05,0,censored,0,0,0,0,0,0,0,0,0.93,0.97,0.98,1.21
tpch_sf20_t64,TPCH SF20,64,Q06,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.65,0.65,0.65,0.65
tpch_sf20_t64,TPCH SF20,64,Q07,1,"tie:2,3",0,1,0,0,0,0,0,0,1.18,1.03,1.03,1.04
tpch_sf20_t64,TPCH SF20,64,Q08,1,4,0,0,0,0,0,0,0,0,1.06,1.03,1.03,1.01
tpch_sf20_t64,TPCH SF20,64,Q09,1,4,0,0,0,0,0,0,0,0,1.44,1.39,1.4,1.35
tpch_sf20_t64,TPCH SF20,64,Q10,1,1,0,0,0,0,0,0,0,0,1.01,1.02,1.02,1.09
tpch_sf20_t64,TPCH SF20,64,Q11,1,4,0,0,0,0,0,0,0,0,0.24,0.24,0.24,0.23
tpch_sf20_t64,TPCH SF20,64,Q12,1,"tie:1,2",0,0,0,0,0,0,0,0,0.76,0.76,0.79,0.8
tpch_sf20_t64,TPCH SF20,64,Q13,1,4,0,0,0,0,0,0,0,0,0.81,0.81,0.88,0.805
tpch_sf20_t64,TPCH SF20,64,Q14,1,4,0,0,0,0,0,0,0,0,0.79,0.79,0.8,0.78
tpch_sf20_t64,TPCH SF20,64,Q15,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.82,0.82,0.82,0.82
tpch_sf20_t64,TPCH SF20,64,Q16,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.34,0.34,0.34,0.34
tpch_sf20_t64,TPCH SF20,64,Q17,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.78,0.78,0.78,0.78
tpch_sf20_t64,TPCH SF20,64,Q18,1,"tie:2,4",0,0,0,1,0,0,0,0,1.4,1.39,2.055,1.39
tpch_sf20_t64,TPCH SF20,64,Q19,1,"tie:1,2,3",0,0,0,0,0,0,0,0,1,1,1,1.03
tpch_sf20_t64,TPCH SF20,64,Q20,1,"tie:2,3,4",0,0,0,0,0,0,0,0,0.94,0.92,0.92,0.92
tpch_sf20_t64,TPCH SF20,64,Q21,1,4,0,0,0,1,0,0,0,0,1.23,1.23,1.68,1.22
tpch_sf20_t64,TPCH SF20,64,Q22,1,"tie:1,2,4",0,0,0,1,0,0,0,0,0.28,0.28,0.33,0.28
tpch_sf50_t64,TPCH SF50,64,Q01,1,"tie:1,3,4",0,0,0,0,0,0,0,0,1.46,1.47,1.46,1.46
tpch_sf50_t64,TPCH SF50,64,Q02,1,3,0,0,0,0,0,0,0,0,0.485,0.46,0.455,0.47
tpch_sf50_t64,TPCH SF50,64,Q03,1,3,0,0,0,0,0,0,0,0,2.22,2.225,2.035,2.22
tpch_sf50_t64,TPCH SF50,64,Q04,1,"tie:1,4",0,0,0,0,0,0,0,0,1.42,1.43,1.46,1.42
tpch_sf50_t64,TPCH SF50,64,Q05,0,censored,0,0,0,0,0,0,0,0,2.185,2.27,2.335,2.83
tpch_sf50_t64,TPCH SF50,64,Q06,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,1.45,1.45,1.45,1.45
tpch_sf50_t64,TPCH SF50,64,Q07,1,2,0,1,0,0,0,0,0,0,2.9,2.39,2.4,2.445
tpch_sf50_t64,TPCH SF50,64,Q08,1,"tie:2,4",0,0,0,0,0,0,0,0,2.445,2.34,2.345,2.34
tpch_sf50_t64,TPCH SF50,64,Q09,1,4,0,0,0,0,0,0,0,0,3.42,3.375,3.405,3.08
tpch_sf50_t64,TPCH SF50,64,Q10,1,"tie:2,3",0,0,0,0,0,0,0,0,2.21,2.19,2.19,2.25
tpch_sf50_t64,TPCH SF50,64,Q11,1,4,0,0,0,0,0,0,0,0,0.365,0.36,0.36,0.34
tpch_sf50_t64,TPCH SF50,64,Q12,1,2,0,0,0,0,0,0,0,0,1.615,1.61,1.69,1.63
tpch_sf50_t64,TPCH SF50,64,Q13,1,"tie:1,2,4",0,0,0,1,0,0,0,0,1.59,1.59,1.825,1.59
tpch_sf50_t64,TPCH SF50,64,Q14,1,4,0,0,0,0,0,0,0,0,1.79,1.8,1.81,1.735
tpch_sf50_t64,TPCH SF50,64,Q15,1,"tie:1,2,4",0,0,0,0,0,0,0,0,1.92,1.92,1.94,1.92
tpch_sf50_t64,TPCH SF50,64,Q16,1,"tie:1,2,3",0,0,0,0,0,0,0,0,0.55,0.55,0.55,0.56
tpch_sf50_t64,TPCH SF50,64,Q17,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,1.74,1.74,1.74,1.74
tpch_sf50_t64,TPCH SF50,64,Q18,1,"tie:1,2",0,0,0,1,0,0,0,0,3.23,3.23,4.995,3.24
tpch_sf50_t64,TPCH SF50,64,Q19,1,3,0,0,0,0,0,0,0,0,2.23,2.235,2.21,2.31
tpch_sf50_t64,TPCH SF50,64,Q20,1,3,0,0,0,0,0,0,0,0,2.075,2.05,2.03,2.04
tpch_sf50_t64,TPCH SF50,64,Q21,1,4,0,0,0,1,0,0,0,0,2.665,2.66,3.34,2.54
tpch_sf50_t64,TPCH SF50,64,Q22,1,"tie:1,4",0,0,0,1,0,0,0,0,0.47,0.475,0.6,0.47
tpch_sf100_t64,TPCH SF100,64,Q01,1,2,0,0,0,0,0,0,0,0,2.38,2.37,2.38,2.375
tpch_sf100_t64,TPCH SF100,64,Q02,1,"tie:2,3",0,1,0,0,0,0,0,0,0.82,0.73,0.73,0.75
tpch_sf100_t64,TPCH SF100,64,Q03,1,"tie:2,3",0,1,0,0,0,0,0,0,3.975,3.59,3.59,3.63
tpch_sf100_t64,TPCH SF100,64,Q04,1,"tie:1,2,4",0,0,0,0,0,0,0,0,2.6,2.6,2.64,2.6
tpch_sf100_t64,TPCH SF100,64,Q05,0,censored,0,0,0,0,0,0,0,0,4.14,4.225,4.235,4.52
tpch_sf100_t64,TPCH SF100,64,Q06,1,"tie:2,3,4",0,0,0,0,0,0,0,0,2.39,2.385,2.385,2.385
tpch_sf100_t64,TPCH SF100,64,Q07,1,2,0,1,0,0,0,0,0,0,5.6,4.83,4.855,4.94
tpch_sf100_t64,TPCH SF100,64,Q08,1,"tie:2,3",0,0,0,0,0,0,0,0,4.575,4.57,4.57,4.59
tpch_sf100_t64,TPCH SF100,64,Q09,1,4,0,0,0,0,0,0,0,0,6.65,6.605,6.64,6.12
tpch_sf100_t64,TPCH SF100,64,Q10,1,4,0,0,0,0,0,0,0,0,4.08,4.085,4.085,4.05
tpch_sf100_t64,TPCH SF100,64,Q11,1,4,1,0,0,0,0,0,0,0,0.58,0.57,0.565,0.54
tpch_sf100_t64,TPCH SF100,64,Q12,1,"tie:1,2",0,0,0,0,0,0,0,0,2.91,2.91,3.07,2.93
tpch_sf100_t64,TPCH SF100,64,Q13,1,"tie:1,2",0,0,0,1,0,0,0,0,2.895,2.895,3.47,2.9
tpch_sf100_t64,TPCH SF100,64,Q14,1,4,0,0,0,0,0,0,0,0,3.65,3.65,3.63,3.52
tpch_sf100_t64,TPCH SF100,64,Q15,1,1,0,0,0,0,0,0,0,0,3.5,3.51,3.54,3.51
tpch_sf100_t64,TPCH SF100,64,Q16,1,"tie:1,2,4",0,0,0,0,0,0,0,0,0.86,0.86,0.87,0.86
tpch_sf100_t64,TPCH SF100,64,Q17,1,1,0,0,0,0,0,0,0,0,3.4,3.41,3.405,3.41
tpch_sf100_t64,TPCH SF100,64,Q18,1,"tie:1,2",0,0,0,1,0,0,0,0,6.28,6.28,9.785,6.3
tpch_sf100_t64,TPCH SF100,64,Q19,1,"tie:1,2,3",0,0,0,0,0,0,0,0,5.06,5.06,5.06,5.22
tpch_sf100_t64,TPCH SF100,64,Q20,1,2,0,0,0,0,0,0,0,0,3.72,3.71,3.72,3.76
tpch_sf100_t64,TPCH SF100,64,Q21,1,4,0,0,0,1,0,0,0,0,5.345,5.37,6.29,5.28
tpch_sf100_t64,TPCH SF100,64,Q22,1,"tie:1,2,4",0,0,0,1,0,0,0,0,0.7,0.7,0.92,0.7
tpcds_sf10_t64,TPCDS SF10,64,Q01,1,"tie:1,2,4",0,0,0,1,0,0,0,0,0.42,0.42,0.52,0.42
tpcds_sf10_t64,TPCDS SF10,64,Q02,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.32,0.32,0.32,0.32
tpcds_sf10_t64,TPCDS SF10,64,Q03,1,1,0,0,0,0,0,0,0,0,0.315,0.32,0.32,0.32
tpcds_sf10_t64,TPCDS SF10,64,Q04,1,1,0,0,0,0,1,1,1,0,1.245,1.45,1.45,1.45
tpcds_sf10_t64,TPCDS SF10,64,Q05,1,"tie:1,2,4",0,0,0,1,0,0,0,0,0.52,0.52,0.62,0.52
tpcds_sf10_t64,TPCDS SF10,64,Q06,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.42,0.42,0.42,0.42
tpcds_sf10_t64,TPCDS SF10,64,Q07,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.52,0.52,0.52,0.52
tpcds_sf10_t64,TPCDS SF10,64,Q08,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.93,0.93,0.93,0.93
tpcds_sf10_t64,TPCDS SF10,64,Q09,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.32,0.32,0.32,0.32
tpcds_sf10_t64,TPCDS SF10,64,Q10,1,"tie:1,2,4",0,0,0,1,0,0,0,0,0.32,0.32,0.37,0.32
tpcds_sf10_t64,TPCDS SF10,64,Q11,1,"tie:2,3",0,0,0,0,0,1,0,0,0.935,0.83,0.83,1.245
tpcds_sf10_t64,TPCDS SF10,64,Q12,1,2,0,0,0,0,0,0,0,0,0.32,0.31,0.32,0.32
tpcds_sf10_t64,TPCDS SF10,64,Q13,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.52,0.52,0.52,0.62
tpcds_sf10_t64,TPCDS SF10,64,Q14,1,1,0,0,0,0,0,0,0,0,1.15,1.25,1.25,1.26
tpcds_sf10_t64,TPCDS SF10,64,Q15,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21
tpcds_sf10_t64,TPCDS SF10,64,Q16,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21
tpcds_sf10_t64,TPCDS SF10,64,Q17,1,"tie:2,3",0,0,0,0,0,0,0,0,0.57,0.42,0.42,0.52
tpcds_sf10_t64,TPCDS SF10,64,Q18,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.42,0.32,0.32,0.32
tpcds_sf10_t64,TPCDS SF10,64,Q19,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.42,0.42,0.42,0.42
tpcds_sf10_t64,TPCDS SF10,64,Q20,1,1,0,0,0,0,1,1,1,0,0.21,0.31,0.31,0.32
tpcds_sf10_t64,TPCDS SF10,64,Q21,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21
tpcds_sf10_t64,TPCDS SF10,64,Q22,1,"tie:1,3",0,0,0,0,0,0,0,0,2.72,2.73,2.72,2.73
tpcds_sf10_t64,TPCDS SF10,64,Q23,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.94,0.94,0.94,0.94
tpcds_sf10_t64,TPCDS SF10,64,Q24,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.575,0.52,0.52,0.52
tpcds_sf10_t64,TPCDS SF10,64,Q25,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.52,0.52,0.52,0.52
tpcds_sf10_t64,TPCDS SF10,64,Q26,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.26,0.21,0.21,0.21
tpcds_sf10_t64,TPCDS SF10,64,Q27,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.62,0.52,0.52,0.52
tpcds_sf10_t64,TPCDS SF10,64,Q28,1,"tie:1,2",0,0,0,0,0,0,0,0,0.52,0.52,0.525,0.53
tpcds_sf10_t64,TPCDS SF10,64,Q29,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.52,0.52,0.52,0.52
tpcds_sf10_t64,TPCDS SF10,64,Q30,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.32,0.32,0.32,0.32
tpcds_sf10_t64,TPCDS SF10,64,Q31,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.42,0.42,0.42,0.52
tpcds_sf10_t64,TPCDS SF10,64,Q32,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21
tpcds_sf10_t64,TPCDS SF10,64,Q33,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.42,0.42,0.42,0.47
tpcds_sf10_t64,TPCDS SF10,64,Q34,1,1,0,0,0,0,0,1,0,0,0.315,0.32,0.32,0.42
tpcds_sf10_t64,TPCDS SF10,64,Q35,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.52,0.52,0.52,0.52
tpcds_sf10_t64,TPCDS SF10,64,Q36,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.52,0.52,0.52,0.52
tpcds_sf10_t64,TPCDS SF10,64,Q37,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.63,0.21,0.21,0.21
tpcds_sf10_t64,TPCDS SF10,64,Q38,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.42,0.42,0.42,0.42
tpcds_sf10_t64,TPCDS SF10,64,Q39,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.42,0.42,0.42,0.42
tpcds_sf10_t64,TPCDS SF10,64,Q40,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21
tpcds_sf10_t64,TPCDS SF10,64,Q41,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21
tpcds_sf10_t64,TPCDS SF10,64,Q42,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.32,0.32,0.32,0.32
tpcds_sf10_t64,TPCDS SF10,64,Q43,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.32,0.32,0.32,0.42
tpcds_sf10_t64,TPCDS SF10,64,Q44,1,4,0,0,0,0,0,0,0,0,92.635,92.57,92.975,85.675
tpcds_sf10_t64,TPCDS SF10,64,Q45,1,1,0,0,0,0,0,0,0,0,0.31,0.315,0.32,0.32
tpcds_sf10_t64,TPCDS SF10,64,Q46,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.52,0.52,0.52,0.52
tpcds_sf10_t64,TPCDS SF10,64,Q47,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.73,0.73,0.73,0.73
tpcds_sf10_t64,TPCDS SF10,64,Q48,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.52,0.52,0.52,0.52
tpcds_sf10_t64,TPCDS SF10,64,Q49,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.52,0.52,0.52,0.52
tpcds_sf10_t64,TPCDS SF10,64,Q50,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.47,0.42,0.42,0.42
tpcds_sf10_t64,TPCDS SF10,64,Q51,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,1.04,1.04,1.04,1.04
tpcds_sf10_t64,TPCDS SF10,64,Q52,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.32,0.32,0.32,0.32
tpcds_sf10_t64,TPCDS SF10,64,Q53,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.42,0.42,0.42,0.42
tpcds_sf10_t64,TPCDS SF10,64,Q54,0,censored,0,0,0,0,0,0,0,0,,,,
tpcds_sf10_t64,TPCDS SF10,64,Q55,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.32,0.32,0.32,0.32
tpcds_sf10_t64,TPCDS SF10,64,Q56,1,"tie:1,3,4",0,0,1,0,1,0,0,1,0.42,0.47,0.42,0.42
tpcds_sf10_t64,TPCDS SF10,64,Q57,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.42,0.42,0.42,0.52
tpcds_sf10_t64,TPCDS SF10,64,Q58,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.52,0.52,0.52,0.52
tpcds_sf10_t64,TPCDS SF10,64,Q59,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.52,0.52,0.52,0.52
tpcds_sf10_t64,TPCDS SF10,64,Q60,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.52,0.52,0.52,0.52
tpcds_sf10_t64,TPCDS SF10,64,Q61,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.52,0.42,0.42,0.42
tpcds_sf10_t64,TPCDS SF10,64,Q62,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.21,0.21,0.21,0.32
tpcds_sf10_t64,TPCDS SF10,64,Q63,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.42,0.42,0.42,0.42
tpcds_sf10_t64,TPCDS SF10,64,Q64,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.83,0.73,0.73,0.73
tpcds_sf10_t64,TPCDS SF10,64,Q65,1,4,0,0,1,0,0,0,0,0,1.855,1.855,1.86,1.34
tpcds_sf10_t64,TPCDS SF10,64,Q66,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.32,0.32,0.32,0.32
tpcds_sf10_t64,TPCDS SF10,64,Q67,1,"tie:1,2,3",0,0,0,0,0,0,0,0,1.99,1.99,1.99,2.095
tpcds_sf10_t64,TPCDS SF10,64,Q68,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.52,0.52,0.52,0.52
tpcds_sf10_t64,TPCDS SF10,64,Q69,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.32,0.32,0.32,0.32
tpcds_sf10_t64,TPCDS SF10,64,Q70,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.42,0.42,0.42,0.52
tpcds_sf10_t64,TPCDS SF10,64,Q71,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.42,0.42,0.42,0.42
tpcds_sf10_t64,TPCDS SF10,64,Q72,1,"tie:2,3",0,0,0,0,0,0,0,0,4.75,0.52,0.52,0.62
tpcds_sf10_t64,TPCDS SF10,64,Q73,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.32,0.32,0.32,0.32
tpcds_sf10_t64,TPCDS SF10,64,Q74,1,2,0,0,0,0,0,1,0,0,0.73,0.63,0.68,0.83
tpcds_sf10_t64,TPCDS SF10,64,Q75,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.62,0.62,0.62,0.62
tpcds_sf10_t64,TPCDS SF10,64,Q76,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.52,0.52,0.52,0.52
tpcds_sf10_t64,TPCDS SF10,64,Q77,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.52,0.52,0.52,0.52
tpcds_sf10_t64,TPCDS SF10,64,Q78,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.83,0.83,0.83,0.93
tpcds_sf10_t64,TPCDS SF10,64,Q79,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.42,0.42,0.42,0.52
tpcds_sf10_t64,TPCDS SF10,64,Q80,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.62,0.62,0.62,0.62
tpcds_sf10_t64,TPCDS SF10,64,Q81,1,1,0,0,0,0,0,0,0,0,0.315,0.32,0.32,0.32
tpcds_sf10_t64,TPCDS SF10,64,Q82,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.68,0.32,0.32,0.32
tpcds_sf10_t64,TPCDS SF10,64,Q83,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21
tpcds_sf10_t64,TPCDS SF10,64,Q84,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21
tpcds_sf10_t64,TPCDS SF10,64,Q85,1,"tie:1,2",0,0,0,1,0,1,0,0,0.32,0.32,0.37,0.42
tpcds_sf10_t64,TPCDS SF10,64,Q86,1,1,0,0,0,0,0,0,0,0,0.31,0.32,0.32,0.32
tpcds_sf10_t64,TPCDS SF10,64,Q87,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.42,0.42,0.42,0.42
tpcds_sf10_t64,TPCDS SF10,64,Q88,1,"tie:2,3",0,0,0,0,0,0,0,0,0.42,0.32,0.32,0.42
tpcds_sf10_t64,TPCDS SF10,64,Q89,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.42,0.42,0.42,0.42
tpcds_sf10_t64,TPCDS SF10,64,Q90,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21
tpcds_sf10_t64,TPCDS SF10,64,Q91,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21
tpcds_sf10_t64,TPCDS SF10,64,Q92,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21
tpcds_sf10_t64,TPCDS SF10,64,Q93,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.42,0.42,0.42,0.42
tpcds_sf10_t64,TPCDS SF10,64,Q94,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.32,0.32,0.32,0.32
tpcds_sf10_t64,TPCDS SF10,64,Q95,1,4,0,0,1,1,0,0,0,0,0.62,0.62,0.83,0.32
tpcds_sf10_t64,TPCDS SF10,64,Q96,1,3,0,0,0,0,0,0,0,0,0.32,0.32,0.315,0.32
tpcds_sf10_t64,TPCDS SF10,64,Q97,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.42,0.42,0.42,0.42
tpcds_sf10_t64,TPCDS SF10,64,Q98,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.42,0.42,0.42,0.42
tpcds_sf10_t64,TPCDS SF10,64,Q99,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.21,0.21,0.21,0.32
tpcds_sf20_t64,TPCDS SF20,64,Q01,1,"tie:1,2,4",0,0,0,1,0,0,0,0,0.73,0.73,1.03,0.73
tpcds_sf20_t64,TPCDS SF20,64,Q02,1,"tie:1,2",0,0,0,1,0,1,0,0,0.42,0.42,0.52,0.52
tpcds_sf20_t64,TPCDS SF20,64,Q03,1,"tie:1,2",0,0,0,1,0,1,0,0,0.42,0.42,0.52,0.52
tpcds_sf20_t64,TPCDS SF20,64,Q04,1,1,0,0,0,0,1,1,1,0,2.225,3.2,3.25,3.405
tpcds_sf20_t64,TPCDS SF20,64,Q05,1,"tie:1,2",0,0,0,1,0,1,0,0,0.83,0.83,1.03,1.03
tpcds_sf20_t64,TPCDS SF20,64,Q06,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.52,0.52,0.52,0.52
tpcds_sf20_t64,TPCDS SF20,64,Q07,1,"tie:1,2",0,0,0,1,0,1,0,0,0.73,0.73,0.93,0.93
tpcds_sf20_t64,TPCDS SF20,64,Q08,1,"tie:1,2",0,0,0,0,0,0,0,0,1.03,1.03,1.13,1.13
tpcds_sf20_t64,TPCDS SF20,64,Q09,1,"tie:1,2",0,0,0,0,0,0,0,0,0.52,0.52,0.525,0.53
tpcds_sf20_t64,TPCDS SF20,64,Q10,1,"tie:1,2",0,0,0,1,0,1,0,0,0.42,0.42,0.52,0.52
tpcds_sf20_t64,TPCDS SF20,64,Q11,1,1,0,0,0,0,0,1,0,0,1.755,1.92,1.915,2.475
tpcds_sf20_t64,TPCDS SF20,64,Q12,1,"tie:1,2",0,0,0,0,0,0,0,0,0.31,0.31,0.315,0.32
tpcds_sf20_t64,TPCDS SF20,64,Q13,1,"tie:1,2",0,0,0,1,0,1,0,0,0.83,0.83,1.04,1.24
tpcds_sf20_t64,TPCDS SF20,64,Q14,1,1,0,0,0,0,1,1,1,0,1.885,2.52,2.65,3.21
tpcds_sf20_t64,TPCDS SF20,64,Q15,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.21,0.21,0.21,0.315
tpcds_sf20_t64,TPCDS SF20,64,Q16,1,"tie:1,2,3",0,0,0,0,0,0,0,0,0.31,0.31,0.31,0.32
tpcds_sf20_t64,TPCDS SF20,64,Q17,1,2,0,0,0,1,0,0,0,0,0.775,0.62,0.73,0.83
tpcds_sf20_t64,TPCDS SF20,64,Q18,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.42,0.42,0.42,0.42
tpcds_sf20_t64,TPCDS SF20,64,Q19,1,"tie:1,2",0,0,0,1,0,1,0,0,0.62,0.62,0.73,0.73
tpcds_sf20_t64,TPCDS SF20,64,Q20,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21
tpcds_sf20_t64,TPCDS SF20,64,Q21,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21
tpcds_sf20_t64,TPCDS SF20,64,Q22,1,"tie:1,2",0,0,0,1,0,1,0,0,0.32,0.32,0.42,0.42
tpcds_sf20_t64,TPCDS SF20,64,Q23,1,"tie:1,2",0,0,0,0,0,0,0,0,1.57,1.57,1.66,1.67
