dataset_id,benchmark,threads,query,baseline_best_seed,case1_runtime_on_baseline_best_seed,case2_runtime_on_baseline_best_seed,case3_runtime_on_baseline_best_seed,case4_runtime_on_baseline_best_seed,case1_status_on_baseline_best_seed,case2_status_on_baseline_best_seed,case3_status_on_baseline_best_seed,case4_status_on_baseline_best_seed,case2_speedup_vs_baseline_on_anchor,case3_speedup_vs_baseline_on_anchor,case4_speedup_vs_baseline_on_anchor,case1_own_best_runtime,case2_own_best_runtime,case3_own_best_runtime,case4_own_best_runtime,case1_own_best_seed,case2_own_best_seed,case3_own_best_seed,case4_own_best_seed
tpcds_sf20_t1,TPCDS SF20,1,Q16,0,0.41,0.41,0.31,0.41,success,success,success,success,1,1.32258065,1,0.41,0.31,0.31,0.31,0,2,0,2
tpcds_sf20_t1,TPCDS SF20,1,Q17,11,2.97,2.05,2.16,2.26,success,success,success,success,1.44878049,1.375,1.31415929,2.97,2.05,2.16,2.26,11,11,1,3
tpcds_sf20_t1,TPCDS SF20,1,Q18,1,1.13,0.72,0.72,0.72,success,success,success,success,1.56944444,1.56944444,1.56944444,1.13,0.72,0.72,0.62,1,1,1,6
tpcds_sf20_t1,TPCDS SF20,1,Q19,2,2.26,1.54,1.54,1.54,success,success,success,success,1.46753247,1.46753247,1.46753247,2.26,1.54,1.44,1.44,2,0,13,5
tpcds_sf20_t1,TPCDS SF20,1,Q20,0,0.21,0.21,0.21,0.21,success,success,success,success,1,1,1,0.21,0.21,0.21,0.21,0,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q21,0,0.11,0.11,0.11,0.11,success,success,success,success,1,1,1,0.11,0.11,0.11,0.11,0,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q22,14,1.54,1.64,1.64,1.64,success,success,success,success,0.93902439,0.93902439,0.93902439,1.54,1.64,1.64,1.64,14,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q23,13,23.34,24.16,24.07,24.59,success,success,success,success,0.966059603,0.969671791,0.949166328,23.34,24.05,23.85,24.07,13,15,17,19
tpcds_sf20_t1,TPCDS SF20,1,Q24,3,4.1,2.98,3.18,3.38,success,success,success,success,1.37583893,1.28930818,1.21301775,4.1,2.15,2.15,2.15,3,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q25,1,2.56,1.95,2.05,2.05,success,success,success,success,1.31282051,1.24878049,1.24878049,2.56,1.95,1.95,1.95,1,1,11,11
tpcds_sf20_t1,TPCDS SF20,1,Q26,1,0.62,0.51,0.52,0.52,success,success,success,success,1.21568627,1.19230769,1.19230769,0.62,0.41,0.41,0.41,1,2,2,2
tpcds_sf20_t1,TPCDS SF20,1,Q27,0,7.67,5.43,5.43,5.43,success,success,success,success,1.41252302,1.41252302,1.41252302,7.67,4.82,4.92,4.92,0,11,6,6
tpcds_sf20_t1,TPCDS SF20,1,Q28,13,6.55,6.65,6.55,6.66,success,success,success,success,0.984962406,1,0.983483483,6.55,6.55,6.55,6.56,13,1,2,8
tpcds_sf20_t1,TPCDS SF20,1,Q29,11,3.59,2.77,2.77,2.77,success,success,success,success,1.29602888,1.29602888,1.29602888,3.59,2.77,2.77,2.77,11,11,11,11
tpcds_sf20_t1,TPCDS SF20,1,Q30,0,0.41,0.41,0.41,0.31,success,success,success,success,1,1,1.32258065,0.41,0.41,0.41,0.31,0,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q31,8,3.79,2.77,2.77,2.67,success,success,success,success,1.36823105,1.36823105,1.41947566,3.79,2.67,2.67,2.66,8,12,3,3
tpcds_sf20_t1,TPCDS SF20,1,Q32,1,0.11,0.11,0.11,0.11,success,success,success,success,1,1,1,0.11,0.11,0.11,0.11,1,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q33,0,2.36,1.64,1.74,1.74,success,success,success,success,1.43902439,1.35632184,1.35632184,2.36,1.64,1.74,1.74,0,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q34,0,3.48,1.95,1.95,2.05,success,success,success,success,1.78461538,1.78461538,1.69756098,3.48,1.85,1.85,1.95,0,7,7,3
tpcds_sf20_t1,TPCDS SF20,1,Q35,0,4.09,4.1,4.2,2.97,success,success,success,success,0.997560976,0.973809524,1.37710438,4.09,3.99,3.99,2.77,0,1,17,6
tpcds_sf20_t1,TPCDS SF20,1,Q36,6,4.51,4.61,4.81,4.2,success,success,success,success,0.978308026,0.937629938,1.07380952,4.51,4.61,4.71,4.1,6,6,2,15
tpcds_sf20_t1,TPCDS SF20,1,Q37,2,0.31,0.31,0.31,0.21,success,success,success,success,1,1,1.47619048,0.31,0.31,0.31,0.21,2,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q38,0,5.22,5.53,5.43,4.81,success,success,success,success,0.943942134,0.961325967,1.08523909,5.22,5.33,5.32,4.71,0,8,17,6
tpcds_sf20_t1,TPCDS SF20,1,Q39,0,0.21,0.21,0.21,0.21,success,success,success,success,1,1,1,0.21,0.21,0.21,0.21,0,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q40,0,0.41,0.41,0.41,0.11,success,success,success,success,1,1,3.72727273,0.41,0.41,0.41,0.11,0,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q41,0,0.1,0.11,0.11,0.11,success,success,success,success,0.909090909,0.909090909,0.909090909,0.1,0.11,0.11,0.11,0,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q42,15,1.64,1.03,1.03,1.03,success,success,success,success,1.59223301,1.59223301,1.59223301,1.64,1.03,1.03,1.03,15,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q43,2,3.68,3.89,3.89,3.28,success,success,success,success,0.946015424,0.946015424,1.12195122,3.68,3.89,3.89,3.17,2,1,2,4
tpcds_sf20_t1,TPCDS SF20,1,Q44,2,10.23,10.63,10.43,10.53,success,success,success,success,0.962370649,0.980824545,0.971509972,10.23,10.33,10.33,10.43,2,13,3,3
tpcds_sf20_t1,TPCDS SF20,1,Q45,1,0.72,0.52,0.51,0.62,success,success,success,success,1.38461538,1.41176471,1.16129032,0.72,0.51,0.51,0.52,1,6,1,0
tpcds_sf20_t1,TPCDS SF20,1,Q46,10,4.92,3.38,3.49,3.69,success,success,success,success,1.4556213,1.40974212,1.33333333,4.92,3.28,3.28,3.28,10,1,1,11
tpcds_sf20_t1,TPCDS SF20,1,Q47,6,6.86,7.27,7.17,7.38,success,success,success,success,0.943603851,0.956764296,0.929539295,6.86,7.07,7.17,7.07,6,10,3,1
tpcds_sf20_t1,TPCDS SF20,1,Q48,0,3.69,4.2,4,4.51,success,success,success,success,0.878571429,0.9225,0.818181818,3.69,3.79,3.9,4.41,0,4,8,1
tpcds_sf20_t1,TPCDS SF20,1,Q49,1,3.18,2.16,2.16,2.16,success,success,success,success,1.47222222,1.47222222,1.47222222,3.18,2.15,2.15,2.15,1,5,5,2
tpcds_sf20_t1,TPCDS SF20,1,Q50,8,6.86,3.69,3.79,3.48,success,success,success,success,1.85907859,1.81002639,1.97126437,6.86,3.69,3.69,3.38,8,2,2,11
tpcds_sf20_t1,TPCDS SF20,1,Q51,16,11.27,11.57,11.78,11.27,success,success,success,success,0.974070873,0.956706282,1,11.27,11.47,11.47,11.06,16,3,18,2
tpcds_sf20_t1,TPCDS SF20,1,Q52,3,1.64,1.03,1.03,1.13,success,success,success,success,1.59223301,1.59223301,1.45132743,1.64,1.03,1.03,1.03,3,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q53,0,1.95,1.54,1.54,1.44,success,success,success,success,1.26623377,1.26623377,1.35416667,1.95,1.34,1.34,1.33,0,8,4,8
tpcds_sf20_t1,TPCDS SF20,1,Q55,1,1.74,1.13,1.13,1.13,success,success,success,success,1.53982301,1.53982301,1.53982301,1.74,1.03,1.03,1.03,1,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q56,9,2.26,1.64,1.75,1.64,success,success,success,success,1.37804878,1.29142857,1.37804878,2.26,1.54,1.54,1.54,9,0,3,0
tpcds_sf20_t1,TPCDS SF20,1,Q57,1,1.84,1.95,2.05,2.05,success,success,success,success,0.943589744,0.897560976,0.897560976,1.84,1.95,1.95,1.95,1,1,0,2
tpcds_sf20_t1,TPCDS SF20,1,Q58,2,6.45,6.45,6.66,6.66,success,success,success,success,1,0.968468468,0.968468468,6.45,6.45,6.45,6.46,2,1,4,6
tpcds_sf20_t1,TPCDS SF20,1,Q59,0,6.34,6.44,6.34,6.34,success,success,success,success,0.98447205,1,1,6.34,6.24,6.24,6.24,0,1,2,1
tpcds_sf20_t1,TPCDS SF20,1,Q60,12,2.67,1.85,1.85,1.75,success,success,success,success,1.44324324,1.44324324,1.52571429,2.67,1.85,1.85,1.75,12,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q61,2,3.79,2.77,2.67,2.77,success,success,success,success,1.36823105,1.41947566,1.36823105,3.79,2.56,2.56,2.46,2,0,3,16
tpcds_sf20_t1,TPCDS SF20,1,Q62,0,1.43,1.44,1.44,1.44,success,success,success,success,0.993055556,0.993055556,0.993055556,1.43,1.44,1.43,1.43,0,0,8,6
tpcds_sf20_t1,TPCDS SF20,1,Q63,0,1.95,1.54,1.54,1.54,success,success,success,success,1.26623377,1.26623377,1.26623377,1.95,1.34,1.34,1.34,0,1,5,8
tpcds_sf20_t1,TPCDS SF20,1,Q64,6,6.56,6.36,7.79,4.2,success,success,success,success,1.03144654,0.842105263,1.56190476,6.56,4.72,4.82,4.1,6,0,0,7
tpcds_sf20_t1,TPCDS SF20,1,Q65,11,5.02,5.23,5.23,5.84,success,success,success,success,0.959847036,0.959847036,0.859589041,5.02,5.12,5.02,5.54,11,4,0,19
tpcds_sf20_t1,TPCDS SF20,1,Q66,0,1.44,0.93,0.93,1.03,success,success,success,success,1.5483871,1.5483871,1.39805825,1.44,0.92,0.92,0.92,0,3,14,3
tpcds_sf20_t1,TPCDS SF20,1,Q67,0,24.47,25.2,25.51,26.14,success,success,success,success,0.971031746,0.959231674,0.936113236,24.47,24.59,24.5,24.8,0,4,12,2
tpcds_sf20_t1,TPCDS SF20,1,Q68,7,3.89,3.39,3.28,3.08,success,success,success,success,1.14749263,1.18597561,1.26298701,3.89,3.08,3.08,2.77,7,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q69,8,2.15,2.36,2.36,1.23,success,success,success,success,0.911016949,0.911016949,1.74796748,2.15,2.25,2.15,1.13,8,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q70,2,6.75,6.24,6.45,5.53,success,success,success,success,1.08173077,1.04651163,1.22061483,6.75,6.24,6.34,5.43,2,2,4,3
tpcds_sf20_t1,TPCDS SF20,1,Q71,0,2.77,2.46,2.46,1.54,success,success,success,success,1.12601626,1.12601626,1.7987013,2.77,2.46,2.46,1.54,0,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q72,0,2.25,1.13,1.13,1.13,success,success,success,success,1.99115044,1.99115044,1.99115044,2.25,1.13,1.13,1.13,0,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q73,15,2.46,1.74,1.74,1.85,success,success,success,success,1.4137931,1.4137931,1.32972973,2.46,1.74,1.74,1.64,15,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q74,2,10.44,9.62,9.52,9.32,success,success,success,success,1.08523909,1.09663866,1.12017167,10.44,9.42,9.42,9.22,2,4,0,18
tpcds_sf20_t1,TPCDS SF20,1,Q75,13,8.3,6.25,6.25,6.26,success,success,success,success,1.328,1.328,1.32587859,8.3,6.05,6.05,5.95,13,0,12,0
tpcds_sf20_t1,TPCDS SF20,1,Q76,17,3.18,3.28,3.18,2.46,success,success,success,success,0.969512195,1,1.29268293,3.18,3.28,3.18,2.36,17,1,11,0
tpcds_sf20_t1,TPCDS SF20,1,Q77,7,2.97,1.95,1.95,1.95,success,success,success,success,1.52307692,1.52307692,1.52307692,2.97,1.95,1.95,1.95,7,0,0,4
tpcds_sf20_t1,TPCDS SF20,1,Q78,8,15.47,16.19,17.11,13.84,success,success,success,success,0.955528104,0.90414962,1.11777457,15.47,15.78,16.3,13.43,8,10,10,13
tpcds_sf20_t1,TPCDS SF20,1,Q79,2,4.61,3.18,3.18,3.28,success,success,success,success,1.44968553,1.44968553,1.4054878,4.61,3.08,3.08,3.08,2,0,0,3
tpcds_sf20_t1,TPCDS SF20,1,Q80,16,6.04,3.28,3.39,2.57,success,success,success,success,1.84146341,1.78171091,2.35019455,6.04,3.18,3.28,2.56,16,18,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q81,0,0.51,0.52,0.52,0.52,success,success,success,success,0.980769231,0.980769231,0.980769231,0.51,0.51,0.52,0.52,0,6,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q82,0,1.13,1.13,1.13,0.41,success,success,success,success,1,1,2.75609756,1.13,1.13,1.13,0.41,0,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q83,0,0.82,0.31,0.31,0.31,success,success,success,success,2.64516129,2.64516129,2.64516129,0.82,0.31,0.31,0.31,0,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q84,0,0.31,0.31,0.31,0.21,success,success,success,success,1,1,1.47619048,0.31,0.31,0.31,0.21,0,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q85,14,1.44,1.54,1.64,1.54,success,success,success,success,0.935064935,0.87804878,0.935064935,1.44,1.54,1.54,1.54,14,14,18,13
tpcds_sf20_t1,TPCDS SF20,1,Q86,0,0.92,1.03,1.03,1.03,success,success,success,success,0.893203883,0.893203883,0.893203883,0.92,1.03,1.03,1.03,0,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q87,4,5.53,5.84,5.83,5.12,success,success,success,success,0.946917808,0.948542024,1.08007812,5.53,5.73,5.73,5.12,4,0,15,1
tpcds_sf20_t1,TPCDS SF20,1,Q88,0,9.81,5.42,5.63,5.42,success,success,success,success,1.8099631,1.74245115,1.8099631,9.81,5.22,5.22,5.12,0,2,2,2
tpcds_sf20_t1,TPCDS SF20,1,Q89,0,2.26,1.74,1.75,1.75,success,success,success,success,1.29885057,1.29142857,1.29142857,2.26,1.54,1.64,1.54,0,7,1,17
tpcds_sf20_t1,TPCDS SF20,1,Q90,0,0.72,0.41,0.41,0.41,success,success,success,success,1.75609756,1.75609756,1.75609756,0.72,0.41,0.41,0.41,0,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q91,0,0.21,0.21,0.21,0.21,success,success,success,success,1,1,1,0.21,0.21,0.21,0.21,0,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q92,1,0.82,0.72,0.62,0.41,success,success,success,success,1.13888889,1.32258065,2,0.82,0.62,0.62,0.41,1,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q93,2,7.17,4.92,4.92,4.92,success,success,success,success,1.45731707,1.45731707,1.45731707,7.17,4.81,4.81,4.81,2,3,1,4
tpcds_sf20_t1,TPCDS SF20,1,Q94,0,1.03,0.82,0.82,0.82,success,success,success,success,1.25609756,1.25609756,1.25609756,1.03,0.82,0.82,0.82,0,0,0,0
tpcds_sf20_t1,TPCDS SF20,1,Q95,1,23,22.91,25.87,1.95,success,success,success,success,1.00392842,0.889060688,11.7948718,23,22.6,25.56,1.95,1,17,4,0
tpcds_sf20_t1,TPCDS SF20,1,Q96,4,1.44,0.93,0.93,0.93,success,success,success,success,1.5483871,1.5483871,1.5483871,1.44,0.82,0.82,0.82,4,13,8,3
tpcds_sf20_t1,TPCDS SF20,1,Q97,4,5.74,5.84,5.84,5.95,success,success,success,success,0.982876712,0.982876712,0.964705882,5.74,5.74,5.74,5.95,4,13,9,4
tpcds_sf20_t1,TPCDS SF20,1,Q98,0,1.74,1.13,1.13,1.13,success,success,success,success,1.53982301,1.53982301,1.53982301,1.74,1.13,1.13,1.03,0,0,0,2
tpcds_sf20_t1,TPCDS SF20,1,Q99,0,1.33,1.43,1.43,1.84,success,success,success,success,0.93006993,0.93006993,0.722826087,1.33,1.43,1.43,1.84,0,0,0,0
tpcds_sf50_t1,TPCDS SF50,1,Q01,2,3.28,3.38,4.51,3.49,success,success,success,success,0.970414201,0.727272727,0.93982808,3.28,3.28,4.41,3.38,2,1,7,5
tpcds_sf50_t1,TPCDS SF50,1,Q02,0,8.59,8.69,8.7,8.7,success,success,success,success,0.98849252,0.987356322,0.987356322,8.59,8.59,8.59,8.59,0,17,1,7
tpcds_sf50_t1,TPCDS SF50,1,Q03,5,4.51,3.69,3.69,3.69,success,success,success,success,1.22222222,1.22222222,1.22222222,4.51,3.38,3.38,3.38,5,0,0,2
tpcds_sf50_t1,TPCDS SF50,1,Q04,11,58.03,56.41,56.4,56.93,success,success,success,success,1.02871831,1.02890071,1.01932197,58.03,54.95,55.9,55.5,11,17,3,14
tpcds_sf50_t1,TPCDS SF50,1,Q05,3,10.25,7.99,10.15,8.1,success,success,success,success,1.28285357,1.00985222,1.2654321,10.25,7.99,9.94,8,3,3,4,0
tpcds_sf50_t1,TPCDS SF50,1,Q06,3,15.75,16.06,15.75,16.07,success,success,success,success,0.980697385,1,0.980087119,15.75,15.75,15.75,15.86,3,18,3,12
tpcds_sf50_t1,TPCDS SF50,1,Q07,13,7.89,6.05,5.95,6.05,success,success,success,success,1.30413223,1.32605042,1.30413223,7.89,5.43,5.43,5.54,13,2,2,2
tpcds_sf50_t1,TPCDS SF50,1,Q08,1,7.78,4.92,4.92,4.92,success,success,success,success,1.58130081,1.58130081,1.58130081,7.78,4.81,4.81,4.92,1,0,4,0
tpcds_sf50_t1,TPCDS SF50,1,Q09,17,15.44,15.55,15.45,15.46,success,success,success,success,0.992926045,0.999352751,0.998706339,15.44,15.44,15.45,15.45,17,0,0,6
tpcds_sf50_t1,TPCDS SF50,1,Q10,10,5.83,5.84,5.94,2.98,success,success,success,success,0.998287671,0.981481481,1.95637584,5.83,5.73,5.83,2.77,10,8,0,6
tpcds_sf50_t1,TPCDS SF50,1,Q11,7,40.32,37.88,37.87,38.49,success,success,success,success,1.06441394,1.06469501,1.04754482,40.32,37.36,37.45,37.17,7,11,1,16
tpcds_sf50_t1,TPCDS SF50,1,Q12,1,1.13,0.82,0.82,0.82,success,success,success,success,1.37804878,1.37804878,1.37804878,1.13,0.82,0.82,0.72,1,0,0,9
tpcds_sf50_t1,TPCDS SF50,1,Q13,12,9.93,10.56,10.76,11.38,success,success,success,success,0.940340909,0.922862454,0.87258348,9.93,10.56,10.56,11.38,12,12,0,8
tpcds_sf50_t1,TPCDS SF50,1,Q14,19,101.72,103.91,106.6,106.54,success,success,success,success,0.978924069,0.954221388,0.954758776,101.72,101.99,101.76,103.11,19,10,3,6
tpcds_sf50_t1,TPCDS SF50,1,Q15,0,0.62,0.62,0.62,0.62,success,success,success,success,1,1,1,0.62,0.62,0.62,0.62,0,0,0,0
tpcds_sf50_t1,TPCDS SF50,1,Q16,1,0.72,0.72,0.72,0.72,success,success,success,success,1,1,1,0.72,0.62,0.62,0.62,1,2,3,2
tpcds_sf50_t1,TPCDS SF50,1,Q17,11,7.58,4.92,4.92,5.33,success,success,success,success,1.54065041,1.54065041,1.42213884,7.58,4.92,4.92,5.33,11,11,11,3
tpcds_sf50_t1,TPCDS SF50,1,Q18,6,2.36,1.54,1.54,1.44,success,success,success,success,1.53246753,1.53246753,1.63888889,2.36,1.54,1.54,1.44,6,1,1,6
tpcds_sf50_t1,TPCDS SF50,1,Q19,2,5.33,3.69,3.69,3.59,success,success,success,success,1.44444444,1.44444444,1.48467967,5.33,3.49,3.49,3.49,2,1,8,0
tpcds_sf50_t1,TPCDS SF50,1,Q20,2,0.21,0.31,0.31,0.31,success,success,success,success,0.677419355,0.677419355,0.677419355,0.21,0.31,0.31,0.31,2,0,0,0
tpcds_sf50_t1,TPCDS SF50,1,Q21,0,0.21,0.21,0.21,0.21,success,success,success,success,1,1,1,0.21,0.21,0.21,0.21,0,0,0,0
tpcds_sf50_t1,TPCDS SF50,1,Q22,7,4.81,5.02,5.02,4.91,success,success,success,success,0.958167331,0.958167331,0.979633401,4.81,4.81,4.91,4.91,7,14,0,7
tpcds_sf50_t1,TPCDS SF50,1,Q23,9,68.77,70.86,72.09,70.28,success,success,success,success,0.970505222,0.953946456,0.978514513,68.77,70.1,69.21,69.13,9,3,5,4
tpcds_sf50_t1,TPCDS SF50,1,Q24,18,11.89,9.12,9.54,9.95,success,success,success,success,1.30372807,1.24633124,1.19497487,11.89,5.43,5.43,5.43,18,0,0,0
tpcds_sf50_t1,TPCDS SF50,1,Q25,1,6.15,4.72,4.72,5.03,success,success,success,success,1.3029661,1.3029661,1.22266402,6.15,4.72,4.72,4.72,1,1,1,17
tpcds_sf50_t1,TPCDS SF50,1,Q26,1,1.33,1.03,1.03,1.13,success,success,success,success,1.29126214,1.29126214,1.17699115,1.33,0.92,0.93,0.93,1,2,2,2
tpcds_sf50_t1,TPCDS SF50,1,Q27,0,18.62,13.31,13.21,13.11,success,success,success,success,1.39894816,1.40953823,1.42028986,18.62,11.78,11.78,11.68,0,11,6,6
tpcds_sf50_t1,TPCDS SF50,1,Q28,5,16.27,16.47,16.48,16.47,success,success,success,success,0.987856709,0.987257282,0.987856709,16.27,16.17,16.27,16.27,5,16,6,7
tpcds_sf50_t1,TPCDS SF50,1,Q29,11,9.12,7.17,7.07,7.28,success,success,success,success,1.27196653,1.28995757,1.25274725,9.12,7.17,7.07,7.18,11,11,11,17
tpcds_sf50_t1,TPCDS SF50,1,Q30,0,0.82,0.82,0.82,0.82,success,success,success,success,1,1,1,0.82,0.82,0.82,0.72,0,0,0,16
tpcds_sf50_t1,TPCDS SF50,1,Q31,1,9.32,6.97,6.97,6.46,success,success,success,success,1.33715925,1.33715925,1.44272446,9.32,6.56,6.66,6.46,1,6,2,1
tpcds_sf50_t1,TPCDS SF50,1,Q32,1,0.21,0.21,0.31,0.31,success,success,success,success,1,0.677419355,0.677419355,0.21,0.21,0.21,0.21,1,0,0,0
tpcds_sf50_t1,TPCDS SF50,1,Q33,5,5.64,4.1,4.2,4.1,success,success,success,success,1.37560976,1.34285714,1.37560976,5.64,4.1,4,4,5,0,10,0
tpcds_sf50_t1,TPCDS SF50,1,Q34,19,8.09,4.41,4.41,4.41,success,success,success,success,1.83446712,1.83446712,1.83446712,8.09,4.41,4.41,4.41,19,3,3,3
tpcds_sf50_t1,TPCDS SF50,1,Q35,0,10.02,10.23,10.55,6.76,success,success,success,success,0.979472141,0.949763033,1.48224852,10.02,9.93,10.35,6.76,0,18,13,0
tpcds_sf50_t1,TPCDS SF50,1,Q36,2,9.63,5.84,5.64,6.76,success,success,success,success,1.6489726,1.70744681,1.42455621,9.63,5.64,5.64,6.46,2,3,2,0
tpcds_sf50_t1,TPCDS SF50,1,Q37,6,0.51,0.52,0.52,0.41,success,success,success,success,0.980769231,0.980769231,1.24390244,0.51,0.51,0.51,0.41,6,0,0,0
tpcds_sf50_t1,TPCDS SF50,1,Q38,5,13.4,14.12,14.33,12.59,success,success,success,success,0.949008499,0.935101186,1.06433678,13.4,13.92,13.82,12.29,5,13,19,16
tpcds_sf50_t1,TPCDS SF50,1,Q39,0,0.41,0.51,0.51,0.52,success,success,success,success,0.803921569,0.803921569,0.788461538,0.41,0.41,0.41,0.41,0,8,7,18
tpcds_sf50_t1,TPCDS SF50,1,Q40,0,1.03,0.82,0.82,0.21,success,success,success,success,1.25609756,1.25609756,4.9047619,1.03,0.82,0.82,0.21,0,0,0,0
tpcds_sf50_t1,TPCDS SF50,1,Q41,0,0.11,0.11,0.11,0.11,success,success,success,success,1,1,1,0.11,0.11,0.11,0.11,0,0,0,0
tpcds_sf50_t1,TPCDS SF50,1,Q42,9,4,2.36,2.57,2.57,success,success,success,success,1.69491525,1.55642023,1.55642023,4,2.36,2.36,2.36,9,0,2,2
tpcds_sf50_t1,TPCDS SF50,1,Q43,18,7.68,4.31,4.41,4.82,success,success,success,success,1.78190255,1.7414966,1.593361,7.68,4.3,4.31,4.71,18,6,4,0
tpcds_sf50_t1,TPCDS SF50,1,Q44,11,42.62,43.34,43.87,42.75,success,success,success,success,0.983387171,0.971506724,0.996959064,42.62,42.84,42.31,42.11,11,7,5,6
tpcds_sf50_t1,TPCDS SF50,1,Q45,1,1.85,1.33,1.34,1.44,success,success,success,success,1.39097744,1.38059701,1.28472222,1.85,1.23,1.23,1.23,1,0,0,0
tpcds_sf50_t1,TPCDS SF50,1,Q46,10,11.16,7.18,7.28,7.38,success,success,success,success,1.55431755,1.53296703,1.51219512,11.16,7.18,7.17,7.07,10,10,1,2
tpcds_sf50_t1,TPCDS SF50,1,Q47,7,16.99,17.72,17.72,18.22,success,success,success,success,0.958803612,0.958803612,0.932491767,16.99,17.3,17.2,17.3,7,1,6,0
tpcds_sf50_t1,TPCDS SF50,1,Q48,4,8.81,9.32,9.53,11.06,success,success,success,success,0.94527897,0.924449108,0.796564195,8.81,9.32,9.33,10.75,4,4,8,5
tpcds_sf50_t1,TPCDS SF50,1,Q49,7,7.38,5.13,5.23,5.23,success,success,success,success,1.43859649,1.41108987,1.41108987,7.38,5.13,5.13,5.13,7,2,2,1
tpcds_sf50_t1,TPCDS SF50,1,Q50,8,18.74,9.01,9.32,8.2,success,success,success,success,2.07991121,2.01072961,2.28536585,18.74,9.01,9.12,7.99,8,8,2,2
tpcds_sf50_t1,TPCDS SF50,1,Q51,0,26.92,27.53,27.95,26.83,success,success,success,success,0.977842354,0.963148479,1.00335445,26.92,27.33,27.24,26.52,0,17,2,1
tpcds_sf50_t1,TPCDS SF50,1,Q52,9,4,2.46,2.46,2.46,success,success,success,success,1.62601626,1.62601626,1.62601626,4,2.36,2.36,2.36,9,0,0,0
tpcds_sf50_t1,TPCDS SF50,1,Q53,12,4.61,3.59,3.59,3.59,success,success,success,success,1.28412256,1.28412256,1.28412256,4.61,3.28,3.28,3.18,12,1,1,11
tpcds_sf50_t1,TPCDS SF50,1,Q55,3,4,2.56,2.57,2.46,success,success,success,success,1.5625,1.55642023,1.62601626,4,2.36,2.36,2.46,3,8,0,0
tpcds_sf50_t1,TPCDS SF50,1,Q56,8,5.53,4.1,3.69,3.69,success,success,success,success,1.34878049,1.49864499,1.49864499,5.53,3.69,3.69,3.59,8,7,8,11
tpcds_sf50_t1,TPCDS SF50,1,Q57,8,4.6,5.12,5.02,5.12,success,success,success,success,0.8984375,0.916334661,0.8984375,4.6,4.81,4.81,4.81,8,0,12,18
tpcds_sf50_t1,TPCDS SF50,1,Q58,11,15.86,16.08,16.28,16.08,success,success,success,success,0.986318408,0.974201474,0.986318408,15.86,16.07,15.87,16.08,11,5,7,11
tpcds_sf50_t1,TPCDS SF50,1,Q59,11,15.95,16.07,16.27,16.18,success,success,success,success,0.99253267,0.980331899,0.98578492,15.95,15.86,15.96,15.96,11,15,2,6
tpcds_sf50_t1,TPCDS SF50,1,Q60,0,6.56,4.31,4.31,4.21,success,success,success,success,1.52204176,1.52204176,1.55819477,6.56,4.31,4.31,4.21,0,0,0,0
tpcds_sf50_t1,TPCDS SF50,1,Q61,2,9.22,6.15,6.15,6.15,success,success,success,success,1.49918699,1.49918699,1.49918699,9.22,6.05,6.05,5.95,2,0,0,0
tpcds_sf50_t1,TPCDS SF50,1,Q62,0,3.38,3.58,3.58,3.59,success,success,success,success,0.944134078,0.944134078,0.941504178,3.38,3.48,3.58,3.48,0,14,0,14
tpcds_sf50_t1,TPCDS SF50,1,Q63,6,4.51,3.59,3.59,3.59,success,success,success,success,1.25626741,1.25626741,1.25626741,4.51,3.28,3.28,3.18,6,1,1,4
tpcds_sf50_t1,TPCDS SF50,1,Q64,6,17.62,17.01,21.84,10.25,success,success,success,success,1.03586126,0.806776557,1.71902439,17.62,11.68,11.78,9.74,6,0,12,7
