dataset_id,benchmark,threads,query,baseline_best_seed,case1_runtime_on_baseline_best_seed,case2_runtime_on_baseline_best_seed,case3_runtime_on_baseline_best_seed,case4_runtime_on_baseline_best_seed,case1_status_on_baseline_best_seed,case2_status_on_baseline_best_seed,case3_status_on_baseline_best_seed,case4_status_on_baseline_best_seed,case2_speedup_vs_baseline_on_anchor,case3_speedup_vs_baseline_on_anchor,case4_speedup_vs_baseline_on_anchor,case1_own_best_runtime,case2_own_best_runtime,case3_own_best_runtime,case4_own_best_runtime,case1_own_best_seed,case2_own_best_seed,case3_own_best_seed,case4_own_best_seed
tpcds_sf10_t8,TPCDS SF10,8,Q49,0,0.31,0.31,0.31,0.31,success,success,success,success,1,1,1,0.31,0.31,0.31,0.31,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q50,2,0.62,0.31,0.31,0.31,success,success,success,success,2,2,2,0.62,0.31,0.31,0.31,2,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q51,0,1.74,1.85,1.75,1.75,success,success,success,success,0.940540541,0.994285714,0.994285714,1.74,1.75,1.75,1.75,0,10,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q52,1,0.21,0.21,0.21,0.21,success,success,success,success,1,1,1,0.21,0.21,0.21,0.21,1,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q53,0,0.31,0.21,0.21,0.31,success,success,success,success,1.47619048,1.47619048,1,0.31,0.21,0.21,0.21,0,0,0,1
tpcds_sf10_t8,TPCDS SF10,8,Q55,1,0.21,0.21,0.21,0.21,success,success,success,success,1,1,1,0.21,0.21,0.21,0.21,1,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q56,0,0.31,0.31,0.31,0.31,success,success,success,success,1,1,1,0.31,0.31,0.31,0.31,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q57,0,0.41,0.41,0.41,0.41,success,success,success,success,1,1,1,0.41,0.41,0.41,0.41,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q58,0,0.62,0.62,0.62,0.62,success,success,success,success,1,1,1,0.62,0.62,0.62,0.62,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q59,0,0.62,0.62,0.62,0.62,success,success,success,success,1,1,1,0.62,0.62,0.62,0.62,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q60,0,0.41,0.31,0.31,0.31,success,success,success,success,1.32258065,1.32258065,1.32258065,0.41,0.31,0.31,0.31,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q61,0,0.41,0.31,0.31,0.31,success,success,success,success,1.32258065,1.32258065,1.32258065,0.41,0.31,0.31,0.31,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q62,0,0.21,0.21,0.21,0.21,success,success,success,success,1,1,1,0.21,0.21,0.21,0.21,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q63,0,0.31,0.21,0.21,0.31,success,success,success,success,1.47619048,1.47619048,1,0.31,0.21,0.21,0.21,0,0,0,1
tpcds_sf10_t8,TPCDS SF10,8,Q64,6,0.72,0.72,0.82,0.52,success,success,success,success,1,0.87804878,1.38461538,0.72,0.62,0.62,0.52,6,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q65,0,2.05,2.05,2.05,1.54,success,success,success,success,1,1,1.33116883,2.05,2.05,1.95,1.54,0,0,1,0
tpcds_sf10_t8,TPCDS SF10,8,Q66,0,0.21,0.21,0.21,0.21,success,success,success,success,1,1,1,0.21,0.21,0.21,0.21,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q67,0,4.62,4.72,4.72,4.52,success,success,success,success,0.978813559,0.978813559,1.02212389,4.62,4.62,4.62,4.41,0,7,6,7
tpcds_sf10_t8,TPCDS SF10,8,Q68,7,0.41,0.41,0.41,0.41,success,success,success,success,1,1,1,0.41,0.41,0.41,0.31,7,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q69,0,0.31,0.31,0.31,0.21,success,success,success,success,1,1,1.47619048,0.31,0.31,0.31,0.21,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q70,0,0.62,0.62,0.62,0.62,success,success,success,success,1,1,1,0.62,0.62,0.62,0.62,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q71,0,0.31,0.31,0.31,0.21,success,success,success,success,1,1,1.47619048,0.31,0.31,0.31,0.21,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q72,5,1.85,0.62,0.72,0.62,success,success,success,success,2.98387097,2.56944444,2.98387097,1.85,0.62,0.62,0.62,5,2,2,2
tpcds_sf10_t8,TPCDS SF10,8,Q73,0,0.31,0.21,0.21,0.21,success,success,success,success,1.47619048,1.47619048,1.47619048,0.31,0.21,0.21,0.21,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q74,0,1.03,0.82,0.82,1.03,success,success,success,success,1.25609756,1.25609756,1,1.03,0.62,0.62,0.52,0,1,1,2
tpcds_sf10_t8,TPCDS SF10,8,Q75,5,0.72,0.62,0.62,0.62,success,success,success,success,1.16129032,1.16129032,1.16129032,0.72,0.62,0.62,0.62,5,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q76,0,0.41,0.41,0.41,0.41,success,success,success,success,1,1,1,0.41,0.41,0.41,0.31,0,0,0,1
tpcds_sf10_t8,TPCDS SF10,8,Q77,0,0.41,0.31,0.31,0.31,success,success,success,success,1.32258065,1.32258065,1.32258065,0.41,0.31,0.31,0.31,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q78,0,1.44,1.44,1.54,1.34,success,success,success,success,1,0.935064935,1.07462687,1.44,1.44,1.54,1.23,0,0,0,1
tpcds_sf10_t8,TPCDS SF10,8,Q79,13,0.41,0.41,0.41,0.41,success,success,success,success,1,1,1,0.41,0.31,0.31,0.41,13,3,9,0
tpcds_sf10_t8,TPCDS SF10,8,Q80,0,0.62,0.41,0.41,0.41,success,success,success,success,1.51219512,1.51219512,1.51219512,0.62,0.41,0.41,0.41,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q81,0,0.21,0.21,0.21,0.21,success,success,success,success,1,1,1,0.21,0.21,0.21,0.21,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q82,0,0.21,0.21,0.21,0.21,success,success,success,success,1,1,1,0.21,0.21,0.21,0.21,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q83,0,0.21,0.11,0.11,0.11,success,success,success,success,1.90909091,1.90909091,1.90909091,0.21,0.11,0.11,0.11,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q84,0,0.11,0.11,0.11,0.11,success,success,success,success,1,1,1,0.11,0.11,0.11,0.11,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q85,0,0.31,0.31,0.31,0.31,success,success,success,success,1,1,1,0.31,0.31,0.31,0.31,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q86,0,0.21,0.21,0.21,0.21,success,success,success,success,1,1,1,0.21,0.21,0.21,0.21,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q87,9,0.52,0.62,0.62,0.62,success,success,success,success,0.838709677,0.838709677,0.838709677,0.52,0.62,0.62,0.62,9,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q88,0,0.72,0.52,0.52,0.52,success,success,success,success,1.38461538,1.38461538,1.38461538,0.72,0.51,0.52,0.52,0,5,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q89,0,0.31,0.31,0.31,0.31,success,success,success,success,1,1,1,0.31,0.21,0.31,0.31,0,19,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q90,0,0.11,0.11,0.11,0.11,success,success,success,success,1,1,1,0.11,0.11,0.11,0.11,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q91,1,0.11,0.11,0.11,0.11,success,success,success,success,1,1,1,0.11,0.11,0.11,0.11,1,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q92,0,0.21,0.11,0.11,0.11,success,success,success,success,1.90909091,1.90909091,1.90909091,0.21,0.11,0.11,0.11,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q93,0,0.62,0.52,0.41,0.41,success,success,success,success,1.19230769,1.51219512,1.51219512,0.62,0.41,0.41,0.41,0,1,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q94,0,0.21,0.21,0.21,0.21,success,success,success,success,1,1,1,0.21,0.21,0.21,0.21,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q95,16,1.84,1.85,2.87,0.31,success,success,success,success,0.994594595,0.641114983,5.93548387,1.84,1.85,2.87,0.31,16,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q96,0,0.21,0.21,0.21,0.21,success,success,success,success,1,1,1,0.21,0.21,0.21,0.21,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q97,0,0.52,0.52,0.52,0.62,success,success,success,success,1,1,0.838709677,0.52,0.52,0.52,0.62,0,0,0,0
tpcds_sf10_t8,TPCDS SF10,8,Q98,0,0.31,0.31,0.31,0.31,success,success,success,success,1,1,1,0.31,0.21,0.21,0.31,0,15,7,0
tpcds_sf10_t8,TPCDS SF10,8,Q99,0,0.21,0.21,0.21,0.21,success,success,success,success,1,1,1,0.21,0.21,0.21,0.21,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q01,1,0.62,0.62,0.93,0.62,success,success,success,success,1,0.666666667,1,0.62,0.62,0.93,0.62,1,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q02,1,0.62,0.62,0.62,0.62,success,success,success,success,1,1,1,0.62,0.62,0.62,0.62,1,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q03,1,0.41,0.31,0.31,0.31,success,success,success,success,1.32258065,1.32258065,1.32258065,0.41,0.31,0.31,0.31,1,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q04,18,3.38,3.49,3.59,3.49,success,success,success,success,0.968481375,0.941504178,0.968481375,3.38,3.49,3.39,3.49,18,2,16,0
tpcds_sf20_t8,TPCDS SF20,8,Q05,1,0.72,0.62,0.72,0.62,success,success,success,success,1.16129032,1,1.16129032,0.72,0.62,0.72,0.62,1,0,1,0
tpcds_sf20_t8,TPCDS SF20,8,Q06,4,0.92,1.03,1.03,1.03,success,success,success,success,0.893203883,0.893203883,0.893203883,0.92,0.92,0.93,0.93,4,3,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q07,1,0.62,0.52,0.52,0.62,success,success,success,success,1.19230769,1.19230769,1,0.62,0.52,0.52,0.52,1,0,0,2
tpcds_sf20_t8,TPCDS SF20,8,Q08,0,1.03,0.92,0.92,0.92,success,success,success,success,1.11956522,1.11956522,1.11956522,1.03,0.92,0.92,0.92,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q09,1,0.92,0.92,0.93,0.92,success,success,success,success,1,0.989247312,1,0.92,0.92,0.92,0.92,1,1,5,1
tpcds_sf20_t8,TPCDS SF20,8,Q10,16,0.41,0.52,0.52,0.31,success,success,success,success,0.788461538,0.788461538,1.32258065,0.41,0.52,0.52,0.31,16,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q11,0,2.46,2.36,2.36,2.36,success,success,success,success,1.04237288,1.04237288,1.04237288,2.46,2.36,2.26,2.36,0,0,8,0
tpcds_sf20_t8,TPCDS SF20,8,Q12,0,0.21,0.21,0.21,0.21,success,success,success,success,1,1,1,0.21,0.21,0.21,0.21,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q13,12,0.72,0.82,0.82,1.03,success,success,success,success,0.87804878,0.87804878,0.699029126,0.72,0.82,0.82,0.93,12,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q14,0,6.25,6.25,6.36,6.35,success,success,success,success,1,0.982704403,0.984251969,6.25,6.25,6.15,6.35,0,0,12,0
tpcds_sf20_t8,TPCDS SF20,8,Q15,0,0.11,0.11,0.11,0.11,success,success,success,success,1,1,1,0.11,0.11,0.11,0.11,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q16,0,0.21,0.21,0.21,0.21,success,success,success,success,1,1,1,0.21,0.21,0.21,0.21,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q17,1,0.62,0.52,0.52,0.62,success,success,success,success,1.19230769,1.19230769,1,0.62,0.52,0.52,0.52,1,0,0,3
tpcds_sf20_t8,TPCDS SF20,8,Q18,3,0.31,0.31,0.31,0.31,success,success,success,success,1,1,1,0.31,0.21,0.21,0.21,3,1,1,1
tpcds_sf20_t8,TPCDS SF20,8,Q19,4,0.51,0.41,0.41,0.41,success,success,success,success,1.24390244,1.24390244,1.24390244,0.51,0.41,0.41,0.41,4,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q20,0,0.11,0.11,0.11,0.11,success,success,success,success,1,1,1,0.11,0.11,0.11,0.11,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q21,0,0.11,0.11,0.11,0.11,success,success,success,success,1,1,1,0.11,0.11,0.11,0.11,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q22,0,0.41,0.41,0.52,0.41,success,success,success,success,1,0.788461538,1,0.41,0.41,0.41,0.41,0,0,1,0
tpcds_sf20_t8,TPCDS SF20,8,Q23,2,4.1,4.2,4.31,4.21,success,success,success,success,0.976190476,0.951276102,0.973871734,4.1,4.2,4.11,4.21,2,1,15,0
tpcds_sf20_t8,TPCDS SF20,8,Q24,3,0.72,0.62,0.62,0.72,success,success,success,success,1.16129032,1.16129032,1,0.72,0.52,0.52,0.52,3,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q25,1,0.52,0.52,0.52,0.52,success,success,success,success,1,1,1,0.52,0.52,0.52,0.52,1,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q26,0,0.21,0.21,0.21,0.21,success,success,success,success,1,1,1,0.21,0.21,0.21,0.21,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q27,0,1.23,0.93,0.93,0.93,success,success,success,success,1.32258065,1.32258065,1.32258065,1.23,0.82,0.93,0.93,0,1,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q28,0,1.13,1.13,1.13,1.13,success,success,success,success,1,1,1,1.13,1.13,1.13,1.03,0,0,0,2
tpcds_sf20_t8,TPCDS SF20,8,Q29,1,0.72,0.62,0.62,0.62,success,success,success,success,1.16129032,1.16129032,1.16129032,0.72,0.62,0.62,0.62,1,1,1,1
tpcds_sf20_t8,TPCDS SF20,8,Q30,0,0.21,0.21,0.21,0.21,success,success,success,success,1,1,1,0.21,0.21,0.21,0.21,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q31,0,0.72,0.62,0.62,0.62,success,success,success,success,1.16129032,1.16129032,1.16129032,0.72,0.52,0.62,0.62,0,1,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q32,0,0.11,0.11,0.11,0.11,success,success,success,success,1,1,1,0.11,0.11,0.11,0.11,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q33,0,0.52,0.41,0.41,0.41,success,success,success,success,1.26829268,1.26829268,1.26829268,0.52,0.41,0.41,0.41,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q34,0,0.62,0.41,0.41,0.41,success,success,success,success,1.51219512,1.51219512,1.51219512,0.62,0.41,0.41,0.41,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q35,0,0.72,0.72,0.72,0.62,success,success,success,success,1,1,1.16129032,0.72,0.72,0.72,0.62,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q36,0,0.82,0.82,0.82,0.93,success,success,success,success,1,1,0.88172043,0.82,0.82,0.82,0.92,0,0,0,9
tpcds_sf20_t8,TPCDS SF20,8,Q37,2,0.11,0.11,0.11,0.11,success,success,success,success,1,1,1,0.11,0.11,0.11,0.11,2,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q38,2,0.92,0.93,0.93,0.93,success,success,success,success,0.989247312,0.989247312,0.989247312,0.92,0.92,0.93,0.93,2,10,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q39,0,0.21,0.21,0.21,0.21,success,success,success,success,1,1,1,0.21,0.21,0.21,0.21,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q40,0,0.21,0.21,0.21,0.11,success,success,success,success,1,1,1.90909091,0.21,0.21,0.21,0.11,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q41,0,0.11,0.11,0.11,0.11,success,success,success,success,1,1,1,0.11,0.11,0.11,0.11,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q42,13,0.31,0.31,0.31,0.31,success,success,success,success,1,1,1,0.31,0.31,0.31,0.31,13,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q43,0,0.62,0.72,0.72,0.62,success,success,success,success,0.861111111,0.861111111,1,0.62,0.62,0.62,0.62,0,3,3,0
tpcds_sf20_t8,TPCDS SF20,8,Q44,1,8.28,8.59,8.49,8.28,success,success,success,success,0.963911525,0.975265018,1,8.28,8.18,8.18,8.28,1,15,6,1
tpcds_sf20_t8,TPCDS SF20,8,Q45,0,0.31,0.21,0.21,0.21,success,success,success,success,1.47619048,1.47619048,1.47619048,0.31,0.21,0.21,0.21,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q46,2,0.93,0.62,0.72,0.72,success,success,success,success,1.5,1.29166667,1.29166667,0.93,0.62,0.62,0.72,2,2,4,2
tpcds_sf20_t8,TPCDS SF20,8,Q47,0,1.44,1.44,1.44,1.44,success,success,success,success,1,1,1,1.44,1.44,1.44,1.44,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q48,0,0.72,0.72,0.72,0.93,success,success,success,success,1,1,0.774193548,0.72,0.72,0.72,0.93,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q49,1,0.62,0.52,0.52,0.52,success,success,success,success,1.19230769,1.19230769,1.19230769,0.62,0.52,0.52,0.52,1,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q50,8,1.03,0.62,0.62,0.72,success,success,success,success,1.66129032,1.66129032,1.43055556,1.03,0.62,0.62,0.72,8,2,2,0
tpcds_sf20_t8,TPCDS SF20,8,Q51,0,2.05,2.05,2.16,2.05,success,success,success,success,1,0.949074074,1,2.05,2.05,2.05,2.05,0,0,1,0
tpcds_sf20_t8,TPCDS SF20,8,Q52,0,0.41,0.31,0.31,0.31,success,success,success,success,1.32258065,1.32258065,1.32258065,0.41,0.31,0.31,0.31,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q53,0,0.41,0.41,0.41,0.41,success,success,success,success,1,1,1,0.41,0.31,0.31,0.41,0,1,1,0
tpcds_sf20_t8,TPCDS SF20,8,Q55,0,0.41,0.31,0.31,0.31,success,success,success,success,1.32258065,1.32258065,1.32258065,0.41,0.31,0.31,0.31,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q56,0,0.52,0.41,0.41,0.41,success,success,success,success,1.26829268,1.26829268,1.26829268,0.52,0.41,0.41,0.41,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q57,0,0.41,0.41,0.41,0.41,success,success,success,success,1,1,1,0.41,0.41,0.41,0.41,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q58,0,1.03,1.03,1.03,1.03,success,success,success,success,1,1,1,1.03,1.03,1.03,1.03,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q59,0,1.03,1.03,1.03,1.03,success,success,success,success,1,1,1,1.03,1.03,1.03,1.03,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q60,9,0.52,0.41,0.41,0.52,success,success,success,success,1.26829268,1.26829268,1,0.52,0.41,0.41,0.41,9,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q61,0,0.72,0.52,0.52,0.62,success,success,success,success,1.38461538,1.38461538,1.16129032,0.72,0.52,0.52,0.52,0,0,0,16
tpcds_sf20_t8,TPCDS SF20,8,Q62,0,0.31,0.31,0.31,0.31,success,success,success,success,1,1,1,0.31,0.31,0.31,0.31,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q63,0,0.41,0.31,0.31,0.41,success,success,success,success,1.32258065,1.32258065,1,0.41,0.31,0.31,0.41,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q64,6,1.13,1.13,1.34,0.93,success,success,success,success,1,0.843283582,1.21505376,1.13,0.93,0.93,0.93,6,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q65,12,1.23,1.34,1.34,1.54,success,success,success,success,0.917910448,0.917910448,0.798701299,1.23,1.34,1.34,1.44,12,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q66,0,0.31,0.31,0.31,0.31,success,success,success,success,1,1,1,0.31,0.31,0.31,0.31,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q67,3,5.74,5.85,5.85,5.75,success,success,success,success,0.981196581,0.981196581,0.99826087,5.74,5.85,5.85,5.64,3,0,2,0
tpcds_sf20_t8,TPCDS SF20,8,Q68,7,0.72,0.62,0.62,0.72,success,success,success,success,1.16129032,1.16129032,1,0.72,0.62,0.62,0.62,7,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q69,0,0.41,0.41,0.41,0.31,success,success,success,success,1,1,1.32258065,0.41,0.41,0.41,0.31,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q70,0,1.03,1.13,1.13,1.03,success,success,success,success,0.911504425,0.911504425,1,1.03,1.03,1.03,1.03,0,6,2,0
tpcds_sf20_t8,TPCDS SF20,8,Q71,0,0.52,0.52,0.52,0.41,success,success,success,success,1,1,1.26829268,0.52,0.52,0.52,0.41,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q72,15,0.62,0.41,0.41,0.31,success,success,success,success,1.51219512,1.51219512,2,0.62,0.41,0.41,0.31,15,3,5,14
tpcds_sf20_t8,TPCDS SF20,8,Q73,3,0.51,0.41,0.41,0.41,success,success,success,success,1.24390244,1.24390244,1.24390244,0.51,0.41,0.41,0.41,3,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q74,0,1.64,1.54,1.64,1.64,success,success,success,success,1.06493506,1,1,1.64,1.54,1.54,1.64,0,0,2,0
tpcds_sf20_t8,TPCDS SF20,8,Q75,0,1.34,1.03,1.03,1.13,success,success,success,success,1.30097087,1.30097087,1.18584071,1.34,1.03,1.03,1.03,0,0,0,3
tpcds_sf20_t8,TPCDS SF20,8,Q76,1,0.62,0.62,0.62,0.62,success,success,success,success,1,1,1,0.62,0.62,0.62,0.62,1,0,1,0
tpcds_sf20_t8,TPCDS SF20,8,Q77,0,0.62,0.52,0.52,0.52,success,success,success,success,1.19230769,1.19230769,1.19230769,0.62,0.52,0.52,0.52,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q78,1,2.67,2.67,2.88,2.47,success,success,success,success,1,0.927083333,1.08097166,2.67,2.67,2.87,2.36,1,0,4,5
tpcds_sf20_t8,TPCDS SF20,8,Q79,0,0.82,0.62,0.62,0.62,success,success,success,success,1.32258065,1.32258065,1.32258065,0.82,0.62,0.62,0.62,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q80,0,1.13,0.72,0.72,0.62,success,success,success,success,1.56944444,1.56944444,1.82258065,1.13,0.72,0.72,0.62,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q81,0,0.21,0.21,0.21,0.21,success,success,success,success,1,1,1,0.21,0.21,0.21,0.21,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q82,0,0.21,0.21,0.21,0.21,success,success,success,success,1,1,1,0.21,0.21,0.21,0.21,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q83,0,0.21,0.11,0.11,0.11,success,success,success,success,1.90909091,1.90909091,1.90909091,0.21,0.11,0.11,0.11,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q84,0,0.11,0.11,0.11,0.11,success,success,success,success,1,1,1,0.11,0.11,0.11,0.11,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q85,13,0.31,0.41,0.41,0.41,success,success,success,success,0.756097561,0.756097561,0.756097561,0.31,0.41,0.41,0.41,13,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q86,0,0.21,0.21,0.21,0.31,success,success,success,success,1,1,0.677419355,0.21,0.21,0.21,0.21,0,0,0,5
tpcds_sf20_t8,TPCDS SF20,8,Q87,3,0.92,1.03,1.03,0.93,success,success,success,success,0.893203883,0.893203883,0.989247312,0.92,0.93,0.93,0.93,3,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q88,0,1.44,0.82,0.82,0.92,success,success,success,success,1.75609756,1.75609756,1.56521739,1.44,0.82,0.82,0.82,0,0,0,1
tpcds_sf20_t8,TPCDS SF20,8,Q89,0,0.41,0.41,0.41,0.41,success,success,success,success,1,1,1,0.41,0.41,0.41,0.41,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q90,0,0.21,0.21,0.21,0.11,success,success,success,success,1,1,1.90909091,0.21,0.11,0.11,0.11,0,9,9,0
tpcds_sf20_t8,TPCDS SF20,8,Q91,0,0.11,0.11,0.11,0.11,success,success,success,success,1,1,1,0.11,0.11,0.11,0.11,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q92,0,0.21,0.21,0.21,0.21,success,success,success,success,1,1,1,0.21,0.21,0.21,0.21,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q93,0,1.13,0.72,0.82,0.82,success,success,success,success,1.56944444,1.37804878,1.37804878,1.13,0.72,0.72,0.82,0,0,2,0
tpcds_sf20_t8,TPCDS SF20,8,Q94,18,0.21,0.21,0.21,0.21,success,success,success,success,1,1,1,0.21,0.21,0.21,0.21,18,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q95,12,3.17,3.18,5.53,0.41,success,success,success,success,0.996855346,0.57323689,7.73170732,3.17,3.18,5.23,0.41,12,0,14,0
tpcds_sf20_t8,TPCDS SF20,8,Q96,0,0.31,0.21,0.21,0.21,success,success,success,success,1.47619048,1.47619048,1.47619048,0.31,0.21,0.21,0.21,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q97,1,0.93,0.93,1.03,1.03,success,success,success,success,1,0.902912621,0.902912621,0.93,0.93,0.93,1.03,1,0,2,0
tpcds_sf20_t8,TPCDS SF20,8,Q98,0,0.41,0.31,0.31,0.31,success,success,success,success,1.32258065,1.32258065,1.32258065,0.41,0.31,0.31,0.31,0,0,0,0
tpcds_sf20_t8,TPCDS SF20,8,Q99,0,0.31,0.31,0.31,0.41,success,success,success,success,1,1,0.756097561,0.31,0.31,0.31,0.41,0,0,0,0
tpcds_sf50_t8,TPCDS SF50,8,Q01,1,0.72,0.72,0.93,0.72,success,success,success,success,1,0.774193548,1,0.72,0.72,0.93,0.72,1,0,0,0
tpcds_sf50_t8,TPCDS SF50,8,Q02,1,1.33,1.34,1.34,1.34,success,success,success,success,0.992537313,0.992537313,0.992537313,1.33,1.33,1.33,1.33,1,2,8,5
tpcds_sf50_t8,TPCDS SF50,8,Q03,1,0.82,0.72,0.72,0.72,success,success,success,success,1.13888889,1.13888889,1.13888889,0.82,0.62,0.62,0.62,1,0,0,0
tpcds_sf50_t8,TPCDS SF50,8,Q04,4,8.61,8.72,8.72,8.72,success,success,success,success,0.987385321,0.987385321,0.987385321,8.61,8.51,8.41,8.72,4,0,16,4
tpcds_sf50_t8,TPCDS SF50,8,Q05,9,1.74,1.54,1.85,1.44,success,success,success,success,1.12987013,0.940540541,1.20833333,1.74,1.44,1.75,1.44,9,1,16,1
