dataset_id,query,case,k,expected_best_capped_runtime,sampled_oracle_capped_runtime
tpcds_sf10_t1,Q71,3,10,1.33001548,1.33
tpcds_sf10_t1,Q71,3,20,1.33,1.33
tpcds_sf10_t1,Q71,4,1,0.864,0.82
tpcds_sf10_t1,Q71,4,2,0.836210526,0.82
tpcds_sf10_t1,Q71,4,3,0.825403509,0.82
tpcds_sf10_t1,Q71,4,5,0.820397317,0.82
tpcds_sf10_t1,Q71,4,10,0.82,0.82
tpcds_sf10_t1,Q71,4,20,0.82,0.82
tpcds_sf10_t1,Q72,1,1,195.2275,12.07
tpcds_sf10_t1,Q72,1,2,136.310737,12.07
tpcds_sf10_t1,Q72,1,3,98.4663246,12.07
tpcds_sf10_t1,Q72,1,5,53.4481069,12.07
tpcds_sf10_t1,Q72,1,10,16.8529969,12.07
tpcds_sf10_t1,Q72,1,20,12.07,12.07
tpcds_sf10_t1,Q72,2,1,4.3735,2.87
tpcds_sf10_t1,Q72,2,2,3.52084211,2.87
tpcds_sf10_t1,Q72,2,3,3.32341228,2.87
tpcds_sf10_t1,Q72,2,5,3.12635449,2.87
tpcds_sf10_t1,Q72,2,10,2.9533377,2.87
tpcds_sf10_t1,Q72,2,20,2.87,2.87
tpcds_sf10_t1,Q72,3,1,4.3595,2.87
tpcds_sf10_t1,Q72,3,2,3.556,2.87
tpcds_sf10_t1,Q72,3,3,3.37017544,2.87
tpcds_sf10_t1,Q72,3,5,3.17704205,2.87
tpcds_sf10_t1,Q72,3,10,2.97729752,2.87
tpcds_sf10_t1,Q72,3,20,2.87,2.87
tpcds_sf10_t1,Q72,4,1,4.6035,2.87
tpcds_sf10_t1,Q72,4,2,3.559,2.87
tpcds_sf10_t1,Q72,4,3,3.27562281,2.87
tpcds_sf10_t1,Q72,4,5,3.062262,2.87
tpcds_sf10_t1,Q72,4,10,2.93601864,2.87
tpcds_sf10_t1,Q72,4,20,2.87,2.87
tpcds_sf10_t1,Q73,1,1,1.5315,1.33
tpcds_sf10_t1,Q73,1,2,1.44568421,1.33
tpcds_sf10_t1,Q73,1,3,1.39715789,1.33
tpcds_sf10_t1,Q73,1,5,1.35041215,1.33
tpcds_sf10_t1,Q73,1,10,1.33033103,1.33
tpcds_sf10_t1,Q73,1,20,1.33,1.33
tpcds_sf10_t1,Q73,2,1,0.924,0.92
tpcds_sf10_t1,Q73,2,2,0.921473684,0.92
tpcds_sf10_t1,Q73,2,3,0.920491228,0.92
tpcds_sf10_t1,Q73,2,5,0.92003612,0.92
tpcds_sf10_t1,Q73,2,10,0.92,0.92
tpcds_sf10_t1,Q73,2,20,0.92,0.92
tpcds_sf10_t1,Q73,3,1,0.929,0.92
tpcds_sf10_t1,Q73,3,2,0.928052632,0.92
tpcds_sf10_t1,Q73,3,3,0.927157895,0.92
tpcds_sf10_t1,Q73,3,5,0.925526316,0.92
tpcds_sf10_t1,Q73,3,10,0.922368421,0.92
tpcds_sf10_t1,Q73,3,20,0.92,0.92
tpcds_sf10_t1,Q73,4,1,0.928,0.92
tpcds_sf10_t1,Q73,4,2,0.926315789,0.92
tpcds_sf10_t1,Q73,4,3,0.924912281,0.92
tpcds_sf10_t1,Q73,4,5,0.922817337,0.92
tpcds_sf10_t1,Q73,4,10,0.920433437,0.92
tpcds_sf10_t1,Q73,4,20,0.92,0.92
tpcds_sf10_t1,Q74,1,1,5.7695,5.63
tpcds_sf10_t1,Q74,1,2,5.73157895,5.63
tpcds_sf10_t1,Q74,1,3,5.70996491,5.63
tpcds_sf10_t1,Q74,1,5,5.68630611,5.63
tpcds_sf10_t1,Q74,1,10,5.65368481,5.63
tpcds_sf10_t1,Q74,1,20,5.63,5.63
tpcds_sf10_t1,Q74,2,1,5.2685,5.12
tpcds_sf10_t1,Q74,2,2,5.22173684,5.12
tpcds_sf10_t1,Q74,2,3,5.20046491,5.12
tpcds_sf10_t1,Q74,2,5,5.17805341,5.12
tpcds_sf10_t1,Q74,2,10,5.14631579,5.12
tpcds_sf10_t1,Q74,2,20,5.12,5.12
tpcds_sf10_t1,Q74,3,1,5.226,5.12
tpcds_sf10_t1,Q74,3,2,5.18978947,5.12
tpcds_sf10_t1,Q74,3,3,5.17140351,5.12
tpcds_sf10_t1,Q74,3,5,5.14868421,5.12
tpcds_sf10_t1,Q74,3,10,5.12433794,5.12
tpcds_sf10_t1,Q74,3,20,5.12,5.12
tpcds_sf10_t1,Q74,4,1,5.315,5.02
tpcds_sf10_t1,Q74,4,2,5.20236842,5.02
tpcds_sf10_t1,Q74,4,3,5.145,5.02
tpcds_sf10_t1,Q74,4,5,5.10085139,5.02
tpcds_sf10_t1,Q74,4,10,5.07000168,5.02
tpcds_sf10_t1,Q74,4,20,5.02,5.02
tpcds_sf10_t1,Q75,1,1,4.325,4.2
tpcds_sf10_t1,Q75,1,2,4.29105263,4.2
tpcds_sf10_t1,Q75,1,3,4.27469298,4.2
tpcds_sf10_t1,Q75,1,5,4.25559662,4.2
tpcds_sf10_t1,Q75,1,10,4.22368481,4.2
tpcds_sf10_t1,Q75,1,20,4.2,4.2
tpcds_sf10_t1,Q75,2,1,3.17,3.08
tpcds_sf10_t1,Q75,2,2,3.13684211,3.08
tpcds_sf10_t1,Q75,2,3,3.12,3.08
tpcds_sf10_t1,Q75,2,5,3.0993692,3.08
tpcds_sf10_t1,Q75,2,10,3.08162539,3.08
tpcds_sf10_t1,Q75,2,20,3.08,3.08
tpcds_sf10_t1,Q75,3,1,3.165,3.08
tpcds_sf10_t1,Q75,3,2,3.13578947,3.08
tpcds_sf10_t1,Q75,3,3,3.11991228,3.08
tpcds_sf10_t1,Q75,3,5,3.0993692,3.08
tpcds_sf10_t1,Q75,3,10,3.08162539,3.08
tpcds_sf10_t1,Q75,3,20,3.08,3.08
tpcds_sf10_t1,Q75,4,1,3.14,3.08
tpcds_sf10_t1,Q75,4,2,3.11473684,3.08
tpcds_sf10_t1,Q75,4,3,3.09929825,3.08
tpcds_sf10_t1,Q75,4,5,3.08510836,3.08
tpcds_sf10_t1,Q75,4,10,3.08003572,3.08
tpcds_sf10_t1,Q75,4,20,3.08,3.08
tpcds_sf10_t1,Q76,1,1,1.7965,1.74
tpcds_sf10_t1,Q76,1,2,1.76778947,1.74
tpcds_sf10_t1,Q76,1,3,1.75303509,1.74
tpcds_sf10_t1,Q76,1,5,1.7424555,1.74
tpcds_sf10_t1,Q76,1,10,1.74001602,1.74
tpcds_sf10_t1,Q76,1,20,1.74,1.74
tpcds_sf10_t1,Q76,2,1,1.803,1.74
tpcds_sf10_t1,Q76,2,2,1.77526316,1.74
tpcds_sf10_t1,Q76,2,3,1.75938596,1.74
tpcds_sf10_t1,Q76,2,5,1.74579721,1.74
tpcds_sf10_t1,Q76,2,10,1.74043939,1.74
tpcds_sf10_t1,Q76,2,20,1.74,1.74
tpcds_sf10_t1,Q76,3,1,1.7895,1.74
tpcds_sf10_t1,Q76,3,2,1.76373684,1.74
tpcds_sf10_t1,Q76,3,3,1.75341228,1.74
tpcds_sf10_t1,Q76,3,5,1.7478612,1.74
tpcds_sf10_t1,Q76,3,10,1.745,1.74
tpcds_sf10_t1,Q76,3,20,1.74,1.74
tpcds_sf10_t1,Q76,4,1,1.3395,1.33
tpcds_sf10_t1,Q76,4,2,1.339,1.33
tpcds_sf10_t1,Q76,4,3,1.3385,1.33
tpcds_sf10_t1,Q76,4,5,1.3375,1.33
tpcds_sf10_t1,Q76,4,10,1.335,1.33
tpcds_sf10_t1,Q76,4,20,1.33,1.33
tpcds_sf10_t1,Q77,1,1,1.605,1.54
tpcds_sf10_t1,Q77,1,2,1.58105263,1.54
tpcds_sf10_t1,Q77,1,3,1.56508772,1.54
tpcds_sf10_t1,Q77,1,5,1.54830108,1.54
tpcds_sf10_t1,Q77,1,10,1.5401548,1.54
tpcds_sf10_t1,Q77,1,20,1.54,1.54
tpcds_sf10_t1,Q77,2,1,1.04,1.03
tpcds_sf10_t1,Q77,2,2,1.03052632,1.03
tpcds_sf10_t1,Q77,2,3,1.03,1.03
tpcds_sf10_t1,Q77,2,5,1.03,1.03
tpcds_sf10_t1,Q77,2,10,1.03,1.03
tpcds_sf10_t1,Q77,2,20,1.03,1.03
tpcds_sf10_t1,Q77,3,1,1.04,1.03
tpcds_sf10_t1,Q77,3,2,1.03052632,1.03
tpcds_sf10_t1,Q77,3,3,1.03,1.03
tpcds_sf10_t1,Q77,3,5,1.03,1.03
tpcds_sf10_t1,Q77,3,10,1.03,1.03
tpcds_sf10_t1,Q77,3,20,1.03,1.03
tpcds_sf10_t1,Q77,4,1,1.03,1.03
tpcds_sf10_t1,Q77,4,2,1.03,1.03
tpcds_sf10_t1,Q77,4,3,1.03,1.03
tpcds_sf10_t1,Q77,4,5,1.03,1.03
tpcds_sf10_t1,Q77,4,10,1.03,1.03
tpcds_sf10_t1,Q77,4,20,1.03,1.03
tpcds_sf10_t1,Q78,1,1,7.7835,7.68
tpcds_sf10_t1,Q78,1,2,7.74415789,7.68
tpcds_sf10_t1,Q78,1,3,7.72635965,7.68
tpcds_sf10_t1,Q78,1,5,7.70424987,7.68
tpcds_sf10_t1,Q78,1,10,7.68388545,7.68
tpcds_sf10_t1,Q78,1,20,7.68,7.68
tpcds_sf10_t1,Q78,2,1,7.8355,7.69
tpcds_sf10_t1,Q78,2,2,7.799,7.69
tpcds_sf10_t1,Q78,2,3,7.78236842,7.69
tpcds_sf10_t1,Q78,2,5,7.76581269,7.69
tpcds_sf10_t1,Q78,2,10,7.74,7.69
tpcds_sf10_t1,Q78,2,20,7.69,7.69
tpcds_sf10_t1,Q78,3,1,8.17,8
tpcds_sf10_t1,Q78,3,2,8.12631579,8
tpcds_sf10_t1,Q78,3,3,8.10438596,8
tpcds_sf10_t1,Q78,3,5,8.08010836,8
tpcds_sf10_t1,Q78,3,10,8.05003572,8
tpcds_sf10_t1,Q78,3,20,8,8
tpcds_sf10_t1,Q78,4,1,6.45,5.95
tpcds_sf10_t1,Q78,4,2,6.20015789,5.95
tpcds_sf10_t1,Q78,4,3,6.12067544,5.95
tpcds_sf10_t1,Q78,4,5,6.03791731,5.95
tpcds_sf10_t1,Q78,4,10,5.96394737,5.95
tpcds_sf10_t1,Q78,4,20,5.95,5.95
tpcds_sf10_t1,Q79,1,1,2.5115,2.36
tpcds_sf10_t1,Q79,1,2,2.43278947,2.36
tpcds_sf10_t1,Q79,1,3,2.39386842,2.36
tpcds_sf10_t1,Q79,1,5,2.36632095,2.36
tpcds_sf10_t1,Q79,1,10,2.36001191,2.36
tpcds_sf10_t1,Q79,1,20,2.36,2.36
tpcds_sf10_t1,Q79,2,1,1.6,1.54
tpcds_sf10_t1,Q79,2,2,1.57473684,1.54
tpcds_sf10_t1,Q79,2,3,1.55929825,1.54
tpcds_sf10_t1,Q79,2,5,1.54510836,1.54
tpcds_sf10_t1,Q79,2,10,1.54003572,1.54
tpcds_sf10_t1,Q79,2,20,1.54,1.54
tpcds_sf10_t1,Q79,3,1,1.61,1.54
tpcds_sf10_t1,Q79,3,2,1.58789474,1.54
tpcds_sf10_t1,Q79,3,3,1.57192982,1.54
tpcds_sf10_t1,Q79,3,5,1.5529128,1.54
tpcds_sf10_t1,Q79,3,10,1.5405418,1.54
tpcds_sf10_t1,Q79,3,20,1.54,1.54
tpcds_sf10_t1,Q79,4,1,1.6965,1.64
tpcds_sf10_t1,Q79,4,2,1.66910526,1.64
tpcds_sf10_t1,Q79,4,3,1.65448246,1.64
tpcds_sf10_t1,Q79,4,5,1.64297988,1.64
tpcds_sf10_t1,Q79,4,10,1.64000595,1.64
tpcds_sf10_t1,Q79,4,20,1.64,1.64
tpcds_sf10_t1,Q80,1,1,3.215,3.08
tpcds_sf10_t1,Q80,1,2,3.17210526,3.08
tpcds_sf10_t1,Q80,1,3,3.15464912,3.08
tpcds_sf10_t1,Q80,1,5,3.13539861,3.08
tpcds_sf10_t1,Q80,1,10,3.10368421,3.08
tpcds_sf10_t1,Q80,1,20,3.08,3.08
tpcds_sf10_t1,Q80,2,1,1.746,1.64
tpcds_sf10_t1,Q80,2,2,1.73347368,1.64
tpcds_sf10_t1,Q80,2,3,1.72692982,1.64
tpcds_sf10_t1,Q80,2,5,1.71551084,1.64
tpcds_sf10_t1,Q80,2,10,1.69000357,1.64
tpcds_sf10_t1,Q80,2,20,1.64,1.64
tpcds_sf10_t1,Q80,3,1,1.76,1.75
tpcds_sf10_t1,Q80,3,2,1.75052632,1.75
tpcds_sf10_t1,Q80,3,3,1.75,1.75
tpcds_sf10_t1,Q80,3,5,1.75,1.75
tpcds_sf10_t1,Q80,3,10,1.75,1.75
tpcds_sf10_t1,Q80,3,20,1.75,1.75
tpcds_sf10_t1,Q80,4,1,1.395,1.34
tpcds_sf10_t1,Q80,4,2,1.36894737,1.34
tpcds_sf10_t1,Q80,4,3,1.35447368,1.34
tpcds_sf10_t1,Q80,4,5,1.34297988,1.34
tpcds_sf10_t1,Q80,4,10,1.34000595,1.34
tpcds_sf10_t1,Q80,4,20,1.34,1.34
tpcds_sf10_t1,Q81,1,1,0.41,0.41
tpcds_sf10_t1,Q81,1,2,0.41,0.41
tpcds_sf10_t1,Q81,1,3,0.41,0.41
tpcds_sf10_t1,Q81,1,5,0.41,0.41
tpcds_sf10_t1,Q81,1,10,0.41,0.41
tpcds_sf10_t1,Q81,1,20,0.41,0.41
tpcds_sf10_t1,Q81,2,1,0.41,0.41
tpcds_sf10_t1,Q81,2,2,0.41,0.41
tpcds_sf10_t1,Q81,2,3,0.41,0.41
tpcds_sf10_t1,Q81,2,5,0.41,0.41
tpcds_sf10_t1,Q81,2,10,0.41,0.41
tpcds_sf10_t1,Q81,2,20,0.41,0.41
tpcds_sf10_t1,Q81,3,1,0.41,0.41
tpcds_sf10_t1,Q81,3,2,0.41,0.41
tpcds_sf10_t1,Q81,3,3,0.41,0.41
tpcds_sf10_t1,Q81,3,5,0.41,0.41
tpcds_sf10_t1,Q81,3,10,0.41,0.41
tpcds_sf10_t1,Q81,3,20,0.41,0.41
tpcds_sf10_t1,Q81,4,1,0.41,0.41
tpcds_sf10_t1,Q81,4,2,0.41,0.41
tpcds_sf10_t1,Q81,4,3,0.41,0.41
tpcds_sf10_t1,Q81,4,5,0.41,0.41
tpcds_sf10_t1,Q81,4,10,0.41,0.41
tpcds_sf10_t1,Q81,4,20,0.41,0.41
tpcds_sf10_t1,Q82,1,1,22.3165,0.82
tpcds_sf10_t1,Q82,1,2,10.7570526,0.82
tpcds_sf10_t1,Q82,1,3,5.46521053,0.82
tpcds_sf10_t1,Q82,1,5,1.85220975,0.82
tpcds_sf10_t1,Q82,1,10,0.888485029,0.82
tpcds_sf10_t1,Q82,1,20,0.82,0.82
tpcds_sf10_t1,Q82,2,1,1.282,0.82
tpcds_sf10_t1,Q82,2,2,0.941578947,0.82
tpcds_sf10_t1,Q82,2,3,0.847017544,0.82
tpcds_sf10_t1,Q82,2,5,0.820595975,0.82
tpcds_sf10_t1,Q82,2,10,0.82,0.82
tpcds_sf10_t1,Q82,2,20,0.82,0.82
tpcds_sf10_t1,Q82,3,1,1.282,0.82
tpcds_sf10_t1,Q82,3,2,0.941578947,0.82
tpcds_sf10_t1,Q82,3,3,0.847017544,0.82
tpcds_sf10_t1,Q82,3,5,0.820595975,0.82
tpcds_sf10_t1,Q82,3,10,0.82,0.82
tpcds_sf10_t1,Q82,3,20,0.82,0.82
tpcds_sf10_t1,Q82,4,1,0.517,0.51
tpcds_sf10_t1,Q82,4,2,0.514789474,0.51
tpcds_sf10_t1,Q82,4,3,0.513192982,0.51
tpcds_sf10_t1,Q82,4,5,0.51129128,0.51
tpcds_sf10_t1,Q82,4,10,0.51005418,0.51
tpcds_sf10_t1,Q82,4,20,0.51,0.51
tpcds_sf10_t1,Q83,1,1,0.511,0.51
tpcds_sf10_t1,Q83,1,2,0.510052632,0.51
tpcds_sf10_t1,Q83,1,3,0.51,0.51
tpcds_sf10_t1,Q83,1,5,0.51,0.51
tpcds_sf10_t1,Q83,1,10,0.51,0.51
tpcds_sf10_t1,Q83,1,20,0.51,0.51
tpcds_sf10_t1,Q83,2,1,0.21,0.21
tpcds_sf10_t1,Q83,2,2,0.21,0.21
tpcds_sf10_t1,Q83,2,3,0.21,0.21
tpcds_sf10_t1,Q83,2,5,0.21,0.21
tpcds_sf10_t1,Q83,2,10,0.21,0.21
tpcds_sf10_t1,Q83,2,20,0.21,0.21
tpcds_sf10_t1,Q83,3,1,0.21,0.21
tpcds_sf10_t1,Q83,3,2,0.21,0.21
tpcds_sf10_t1,Q83,3,3,0.21,0.21
tpcds_sf10_t1,Q83,3,5,0.21,0.21
tpcds_sf10_t1,Q83,3,10,0.21,0.21
tpcds_sf10_t1,Q83,3,20,0.21,0.21
tpcds_sf10_t1,Q83,4,1,0.21,0.21
tpcds_sf10_t1,Q83,4,2,0.21,0.21
tpcds_sf10_t1,Q83,4,3,0.21,0.21
tpcds_sf10_t1,Q83,4,5,0.21,0.21
tpcds_sf10_t1,Q83,4,10,0.21,0.21
tpcds_sf10_t1,Q83,4,20,0.21,0.21
tpcds_sf10_t1,Q84,1,1,0.5195,0.31
tpcds_sf10_t1,Q84,1,2,0.421368421,0.31
tpcds_sf10_t1,Q84,1,3,0.37722807,0.31
tpcds_sf10_t1,Q84,1,5,0.335952012,0.31
tpcds_sf10_t1,Q84,1,10,0.311083591,0.31
tpcds_sf10_t1,Q84,1,20,0.31,0.31
tpcds_sf10_t1,Q84,2,1,0.315,0.31
tpcds_sf10_t1,Q84,2,2,0.31,0.31
tpcds_sf10_t1,Q84,2,3,0.31,0.31
tpcds_sf10_t1,Q84,2,5,0.31,0.31
tpcds_sf10_t1,Q84,2,10,0.31,0.31
tpcds_sf10_t1,Q84,2,20,0.31,0.31
tpcds_sf10_t1,Q84,3,1,0.315,0.31
tpcds_sf10_t1,Q84,3,2,0.31,0.31
tpcds_sf10_t1,Q84,3,3,0.31,0.31
tpcds_sf10_t1,Q84,3,5,0.31,0.31
tpcds_sf10_t1,Q84,3,10,0.31,0.31
tpcds_sf10_t1,Q84,3,20,0.31,0.31
tpcds_sf10_t1,Q84,4,1,0.21,0.21
tpcds_sf10_t1,Q84,4,2,0.21,0.21
tpcds_sf10_t1,Q84,4,3,0.21,0.21
tpcds_sf10_t1,Q84,4,5,0.21,0.21
tpcds_sf10_t1,Q84,4,10,0.21,0.21
tpcds_sf10_t1,Q84,4,20,0.21,0.21
tpcds_sf10_t1,Q85,1,1,1.0525,0.92
tpcds_sf10_t1,Q85,1,2,0.984473684,0.92
tpcds_sf10_t1,Q85,1,3,0.958026316,0.92
tpcds_sf10_t1,Q85,1,5,0.934888416,0.92
tpcds_sf10_t1,Q85,1,10,0.920704334,0.92
tpcds_sf10_t1,Q85,1,20,0.92,0.92
tpcds_sf10_t1,Q85,2,1,1.0645,0.92
tpcds_sf10_t1,Q85,2,2,1.00321053,0.92
tpcds_sf10_t1,Q85,2,3,0.97972807,0.92
tpcds_sf10_t1,Q85,2,5,0.955712074,0.92
tpcds_sf10_t1,Q85,2,10,0.929334365,0.92
tpcds_sf10_t1,Q85,2,20,0.92,0.92
tpcds_sf10_t1,Q85,3,1,1.0755,0.92
tpcds_sf10_t1,Q85,3,2,1.00115789,0.92
tpcds_sf10_t1,Q85,3,3,0.972359649,0.92
tpcds_sf10_t1,Q85,3,5,0.947011094,0.92
tpcds_sf10_t1,Q85,3,10,0.926625387,0.92
tpcds_sf10_t1,Q85,3,20,0.92,0.92
tpcds_sf10_t1,Q85,4,1,1.0745,0.92
tpcds_sf10_t1,Q85,4,2,1.00910526,0.92
tpcds_sf10_t1,Q85,4,3,0.98154386,0.92
tpcds_sf10_t1,Q85,4,5,0.954060888,0.92
tpcds_sf10_t1,Q85,4,10,0.926702786,0.92
tpcds_sf10_t1,Q85,4,20,0.92,0.92
tpcds_sf10_t1,Q86,1,1,0.549,0.51
tpcds_sf10_t1,Q86,1,2,0.522526316,0.51
tpcds_sf10_t1,Q86,1,3,0.513561404,0.51
tpcds_sf10_t1,Q86,1,5,0.510171569,0.51
tpcds_sf10_t1,Q86,1,10,0.51,0.51
tpcds_sf10_t1,Q86,1,20,0.51,0.51
tpcds_sf10_t1,Q86,2,1,0.62,0.62
tpcds_sf10_t1,Q86,2,2,0.62,0.62
tpcds_sf10_t1,Q86,2,3,0.62,0.62
tpcds_sf10_t1,Q86,2,5,0.62,0.62
tpcds_sf10_t1,Q86,2,10,0.62,0.62
tpcds_sf10_t1,Q86,2,20,0.62,0.62
tpcds_sf10_t1,Q86,3,1,0.62,0.62
tpcds_sf10_t1,Q86,3,2,0.62,0.62
tpcds_sf10_t1,Q86,3,3,0.62,0.62
tpcds_sf10_t1,Q86,3,5,0.62,0.62
tpcds_sf10_t1,Q86,3,10,0.62,0.62
tpcds_sf10_t1,Q86,3,20,0.62,0.62
tpcds_sf10_t1,Q86,4,1,0.62,0.62
tpcds_sf10_t1,Q86,4,2,0.62,0.62
tpcds_sf10_t1,Q86,4,3,0.62,0.62
tpcds_sf10_t1,Q86,4,5,0.62,0.62
tpcds_sf10_t1,Q86,4,10,0.62,0.62
tpcds_sf10_t1,Q86,4,20,0.62,0.62
tpcds_sf10_t1,Q87,1,1,3.05,2.97
tpcds_sf10_t1,Q87,1,2,3.03315789,2.97
tpcds_sf10_t1,Q87,1,3,3.01912281,2.97
tpcds_sf10_t1,Q87,1,5,2.99817337,2.97
tpcds_sf10_t1,Q87,1,10,2.97433437,2.97
tpcds_sf10_t1,Q87,1,20,2.97,2.97
tpcds_sf10_t1,Q87,2,1,3.1205,3.07
tpcds_sf10_t1,Q87,2,2,3.09184211,3.07
tpcds_sf10_t1,Q87,2,3,3.07881579,3.07
tpcds_sf10_t1,Q87,2,5,3.07111068,3.07
tpcds_sf10_t1,Q87,2,10,3.0700006,3.07
tpcds_sf10_t1,Q87,2,20,3.07,3.07
tpcds_sf10_t1,Q87,3,1,3.099,3.07
tpcds_sf10_t1,Q87,3,2,3.07673684,3.07
tpcds_sf10_t1,Q87,3,3,3.07136842,3.07
tpcds_sf10_t1,Q87,3,5,3.07004257,3.07
tpcds_sf10_t1,Q87,3,10,3.07,3.07
tpcds_sf10_t1,Q87,3,20,3.07,3.07
tpcds_sf10_t1,Q87,4,1,2.775,2.77
tpcds_sf10_t1,Q87,4,2,2.77,2.77
tpcds_sf10_t1,Q87,4,3,2.77,2.77
tpcds_sf10_t1,Q87,4,5,2.77,2.77
tpcds_sf10_t1,Q87,4,10,2.77,2.77
tpcds_sf10_t1,Q87,4,20,2.77,2.77
tpcds_sf10_t1,Q88,1,1,5.4775,5.01
tpcds_sf10_t1,Q88,1,2,5.292,5.01
tpcds_sf10_t1,Q88,1,3,5.20886842,5.01
tpcds_sf10_t1,Q88,1,5,5.12685307,5.01
tpcds_sf10_t1,Q88,1,10,5.04581145,5.01
tpcds_sf10_t1,Q88,1,20,5.01,5.01
tpcds_sf10_t1,Q88,2,1,2.713,2.66
tpcds_sf10_t1,Q88,2,2,2.68447368,2.66
tpcds_sf10_t1,Q88,2,3,2.67070175,2.66
tpcds_sf10_t1,Q88,2,5,2.66162926,2.66
tpcds_sf10_t1,Q88,2,10,2.66000054,2.66
tpcds_sf10_t1,Q88,2,20,2.66,2.66
tpcds_sf10_t1,Q88,3,1,2.726,2.66
tpcds_sf10_t1,Q88,3,2,2.69821053,2.66
tpcds_sf10_t1,Q88,3,3,2.68122807,2.66
tpcds_sf10_t1,Q88,3,5,2.6656192,2.66
tpcds_sf10_t1,Q88,3,10,2.6600393,2.66
tpcds_sf10_t1,Q88,3,20,2.66,2.66
tpcds_sf10_t1,Q88,4,1,2.666,2.56
tpcds_sf10_t1,Q88,4,2,2.65057895,2.56
tpcds_sf10_t1,Q88,4,3,2.645,2.56
tpcds_sf10_t1,Q88,4,5,2.635,2.56
tpcds_sf10_t1,Q88,4,10,2.61,2.56
tpcds_sf10_t1,Q88,4,20,2.56,2.56
tpcds_sf10_t1,Q89,1,1,1.616,1.23
tpcds_sf10_t1,Q89,1,2,1.43494737,1.23
tpcds_sf10_t1,Q89,1,3,1.33798246,1.23
tpcds_sf10_t1,Q89,1,5,1.2590654,1.23
tpcds_sf10_t1,Q89,1,10,1.23047988,1.23
tpcds_sf10_t1,Q89,1,20,1.23,1.23
tpcds_sf10_t1,Q89,2,1,0.9275,0.92
tpcds_sf10_t1,Q89,2,2,0.925526316,0.92
tpcds_sf10_t1,Q89,2,3,0.923991228,0.92
tpcds_sf10_t1,Q89,2,5,0.92193692,0.92
tpcds_sf10_t1,Q89,2,10,0.920162539,0.92
tpcds_sf10_t1,Q89,2,20,0.92,0.92
tpcds_sf10_t1,Q89,3,1,0.9295,0.92
tpcds_sf10_t1,Q89,3,2,0.929,0.92
tpcds_sf10_t1,Q89,3,3,0.9285,0.92
tpcds_sf10_t1,Q89,3,5,0.9275,0.92
tpcds_sf10_t1,Q89,3,10,0.925,0.92
tpcds_sf10_t1,Q89,3,20,0.92,0.92
tpcds_sf10_t1,Q89,4,1,0.929,0.92
tpcds_sf10_t1,Q89,4,2,0.928052632,0.92
tpcds_sf10_t1,Q89,4,3,0.927157895,0.92
tpcds_sf10_t1,Q89,4,5,0.925526316,0.92
tpcds_sf10_t1,Q89,4,10,0.922368421,0.92
tpcds_sf10_t1,Q89,4,20,0.92,0.92
tpcds_sf10_t1,Q90,1,1,0.488,0.41
tpcds_sf10_t1,Q90,1,2,0.452368421,0.41
tpcds_sf10_t1,Q90,1,3,0.435263158,0.41
tpcds_sf10_t1,Q90,1,5,0.418304954,0.41
tpcds_sf10_t1,Q90,1,10,0.410154799,0.41
tpcds_sf10_t1,Q90,1,20,0.41,0.41
tpcds_sf10_t1,Q90,2,1,0.31,0.31
tpcds_sf10_t1,Q90,2,2,0.31,0.31
tpcds_sf10_t1,Q90,2,3,0.31,0.31
tpcds_sf10_t1,Q90,2,5,0.31,0.31
tpcds_sf10_t1,Q90,2,10,0.31,0.31
tpcds_sf10_t1,Q90,2,20,0.31,0.31
tpcds_sf10_t1,Q90,3,1,0.31,0.31
tpcds_sf10_t1,Q90,3,2,0.31,0.31
tpcds_sf10_t1,Q90,3,3,0.31,0.31
tpcds_sf10_t1,Q90,3,5,0.31,0.31
tpcds_sf10_t1,Q90,3,10,0.31,0.31
tpcds_sf10_t1,Q90,3,20,0.31,0.31
tpcds_sf10_t1,Q90,4,1,0.31,0.31
tpcds_sf10_t1,Q90,4,2,0.31,0.31
tpcds_sf10_t1,Q90,4,3,0.31,0.31
tpcds_sf10_t1,Q90,4,5,0.31,0.31
tpcds_sf10_t1,Q90,4,10,0.31,0.31
tpcds_sf10_t1,Q90,4,20,0.31,0.31
tpcds_sf10_t1,Q91,1,1,0.215,0.21
tpcds_sf10_t1,Q91,1,2,0.21,0.21
tpcds_sf10_t1,Q91,1,3,0.21,0.21
tpcds_sf10_t1,Q91,1,5,0.21,0.21
tpcds_sf10_t1,Q91,1,10,0.21,0.21
tpcds_sf10_t1,Q91,1,20,0.21,0.21
tpcds_sf10_t1,Q91,2,1,0.21,0.21
tpcds_sf10_t1,Q91,2,2,0.21,0.21
tpcds_sf10_t1,Q91,2,3,0.21,0.21
tpcds_sf10_t1,Q91,2,5,0.21,0.21
tpcds_sf10_t1,Q91,2,10,0.21,0.21
tpcds_sf10_t1,Q91,2,20,0.21,0.21
tpcds_sf10_t1,Q91,3,1,0.21,0.21
tpcds_sf10_t1,Q91,3,2,0.21,0.21
tpcds_sf10_t1,Q91,3,3,0.21,0.21
tpcds_sf10_t1,Q91,3,5,0.21,0.21
tpcds_sf10_t1,Q91,3,10,0.21,0.21
tpcds_sf10_t1,Q91,3,20,0.21,0.21
tpcds_sf10_t1,Q91,4,1,0.21,0.21
