dataset_id,query,case,k,expected_best_capped_runtime,sampled_oracle_capped_runtime
tpcds_sf100_t8,Q59,1,1,6.1905,6.15
tpcds_sf100_t8,Q59,1,2,6.16515789,6.15
tpcds_sf100_t8,Q59,1,3,6.15515789,6.15
tpcds_sf100_t8,Q59,1,5,6.15040635,6.15
tpcds_sf100_t8,Q59,1,10,6.15,6.15
tpcds_sf100_t8,Q59,1,20,6.15,6.15
tpcds_sf100_t8,Q59,2,1,6.1895,6.15
tpcds_sf100_t8,Q59,2,2,6.16421053,6.15
tpcds_sf100_t8,Q59,2,3,6.1552807,6.15
tpcds_sf100_t8,Q59,2,5,6.15095201,6.15
tpcds_sf100_t8,Q59,2,10,6.15001548,6.15
tpcds_sf100_t8,Q59,2,20,6.15,6.15
tpcds_sf100_t8,Q59,3,1,6.196,6.15
tpcds_sf100_t8,Q59,3,2,6.16847368,6.15
tpcds_sf100_t8,Q59,3,3,6.15723684,6.15
tpcds_sf100_t8,Q59,3,5,6.15116873,6.15
tpcds_sf100_t8,Q59,3,10,6.15001548,6.15
tpcds_sf100_t8,Q59,3,20,6.15,6.15
tpcds_sf100_t8,Q59,4,1,6.1875,6.15
tpcds_sf100_t8,Q59,4,2,6.16342105,6.15
tpcds_sf100_t8,Q59,4,3,6.15574561,6.15
tpcds_sf100_t8,Q59,4,5,6.15197562,6.15
tpcds_sf100_t8,Q59,4,10,6.15016254,6.15
tpcds_sf100_t8,Q59,4,20,6.15,6.15
tpcds_sf100_t8,Q60,1,1,2.4985,2.36
tpcds_sf100_t8,Q60,1,2,2.44057895,2.36
tpcds_sf100_t8,Q60,1,3,2.41074561,2.36
tpcds_sf100_t8,Q60,1,5,2.38100813,2.36
tpcds_sf100_t8,Q60,1,10,2.36162593,2.36
tpcds_sf100_t8,Q60,1,20,2.36,2.36
tpcds_sf100_t8,Q60,2,1,1.845,1.75
tpcds_sf100_t8,Q60,2,2,1.84,1.75
tpcds_sf100_t8,Q60,2,3,1.835,1.75
tpcds_sf100_t8,Q60,2,5,1.825,1.75
tpcds_sf100_t8,Q60,2,10,1.8,1.75
tpcds_sf100_t8,Q60,2,20,1.75,1.75
tpcds_sf100_t8,Q60,3,1,1.85,1.85
tpcds_sf100_t8,Q60,3,2,1.85,1.85
tpcds_sf100_t8,Q60,3,3,1.85,1.85
tpcds_sf100_t8,Q60,3,5,1.85,1.85
tpcds_sf100_t8,Q60,3,10,1.85,1.85
tpcds_sf100_t8,Q60,3,20,1.85,1.85
tpcds_sf100_t8,Q60,4,1,1.89,1.85
tpcds_sf100_t8,Q60,4,2,1.86473684,1.85
tpcds_sf100_t8,Q60,4,3,1.85491228,1.85
tpcds_sf100_t8,Q60,4,5,1.8503612,1.85
tpcds_sf100_t8,Q60,4,10,1.85,1.85
tpcds_sf100_t8,Q60,4,20,1.85,1.85
tpcds_sf100_t8,Q61,1,1,3.565,2.97
tpcds_sf100_t8,Q61,1,2,3.29657895,2.97
tpcds_sf100_t8,Q61,1,3,3.18175439,2.97
tpcds_sf100_t8,Q61,1,5,3.07806631,2.97
tpcds_sf100_t8,Q61,1,10,3.00101085,2.97
tpcds_sf100_t8,Q61,1,20,2.97,2.97
tpcds_sf100_t8,Q61,2,1,2.215,2.16
tpcds_sf100_t8,Q61,2,2,2.18894737,2.16
tpcds_sf100_t8,Q61,2,3,2.17447368,2.16
tpcds_sf100_t8,Q61,2,5,2.16297988,2.16
tpcds_sf100_t8,Q61,2,10,2.16000595,2.16
tpcds_sf100_t8,Q61,2,20,2.16,2.16
tpcds_sf100_t8,Q61,3,1,2.225,2.16
tpcds_sf100_t8,Q61,3,2,2.20105263,2.16
tpcds_sf100_t8,Q61,3,3,2.18508772,2.16
tpcds_sf100_t8,Q61,3,5,2.16830108,2.16
tpcds_sf100_t8,Q61,3,10,2.1601548,2.16
tpcds_sf100_t8,Q61,3,20,2.16,2.16
tpcds_sf100_t8,Q61,4,1,2.23,2.16
tpcds_sf100_t8,Q61,4,2,2.20789474,2.16
tpcds_sf100_t8,Q61,4,3,2.19192982,2.16
tpcds_sf100_t8,Q61,4,5,2.1729128,2.16
tpcds_sf100_t8,Q61,4,10,2.1605418,2.16
tpcds_sf100_t8,Q61,4,20,2.16,2.16
tpcds_sf100_t8,Q62,1,1,1.13,1.13
tpcds_sf100_t8,Q62,1,2,1.13,1.13
tpcds_sf100_t8,Q62,1,3,1.13,1.13
tpcds_sf100_t8,Q62,1,5,1.13,1.13
tpcds_sf100_t8,Q62,1,10,1.13,1.13
tpcds_sf100_t8,Q62,1,20,1.13,1.13
tpcds_sf100_t8,Q62,2,1,1.13,1.13
tpcds_sf100_t8,Q62,2,2,1.13,1.13
tpcds_sf100_t8,Q62,2,3,1.13,1.13
tpcds_sf100_t8,Q62,2,5,1.13,1.13
tpcds_sf100_t8,Q62,2,10,1.13,1.13
tpcds_sf100_t8,Q62,2,20,1.13,1.13
tpcds_sf100_t8,Q62,3,1,1.13,1.13
tpcds_sf100_t8,Q62,3,2,1.13,1.13
tpcds_sf100_t8,Q62,3,3,1.13,1.13
tpcds_sf100_t8,Q62,3,5,1.13,1.13
tpcds_sf100_t8,Q62,3,10,1.13,1.13
tpcds_sf100_t8,Q62,3,20,1.13,1.13
tpcds_sf100_t8,Q62,4,1,1.21,1.13
tpcds_sf100_t8,Q62,4,2,1.19315789,1.13
tpcds_sf100_t8,Q62,4,3,1.17912281,1.13
tpcds_sf100_t8,Q62,4,5,1.15817337,1.13
tpcds_sf100_t8,Q62,4,10,1.13433437,1.13
tpcds_sf100_t8,Q62,4,20,1.13,1.13
tpcds_sf100_t8,Q63,1,1,2.081,1.54
tpcds_sf100_t8,Q63,1,2,1.86968421,1.54
tpcds_sf100_t8,Q63,1,3,1.7522807,1.54
tpcds_sf100_t8,Q63,1,5,1.64917376,1.54
tpcds_sf100_t8,Q63,1,10,1.5905156,1.54
tpcds_sf100_t8,Q63,1,20,1.54,1.54
tpcds_sf100_t8,Q63,2,1,1.274,1.23
tpcds_sf100_t8,Q63,2,2,1.24621053,1.23
tpcds_sf100_t8,Q63,2,3,1.23540351,1.23
tpcds_sf100_t8,Q63,2,5,1.23039732,1.23
tpcds_sf100_t8,Q63,2,10,1.23,1.23
tpcds_sf100_t8,Q63,2,20,1.23,1.23
tpcds_sf100_t8,Q63,3,1,1.2795,1.23
tpcds_sf100_t8,Q63,3,2,1.25084211,1.23
tpcds_sf100_t8,Q63,3,3,1.23810526,1.23
tpcds_sf100_t8,Q63,3,5,1.23089396,1.23
tpcds_sf100_t8,Q63,3,10,1.23,1.23
tpcds_sf100_t8,Q63,3,20,1.23,1.23
tpcds_sf100_t8,Q63,4,1,1.365,1.34
tpcds_sf100_t8,Q63,4,2,1.34526316,1.34
tpcds_sf100_t8,Q63,4,3,1.34087719,1.34
tpcds_sf100_t8,Q63,4,5,1.34000645,1.34
tpcds_sf100_t8,Q63,4,10,1.34,1.34
tpcds_sf100_t8,Q63,4,20,1.34,1.34
tpcds_sf100_t8,Q64,1,1,15.565,5.95
tpcds_sf100_t8,Q64,1,2,11.9787895,5.95
tpcds_sf100_t8,Q64,1,3,10.2860088,5.95
tpcds_sf100_t8,Q64,1,5,8.47139448,5.95
tpcds_sf100_t8,Q64,1,10,6.71840536,5.95
tpcds_sf100_t8,Q64,1,20,5.95,5.95
tpcds_sf100_t8,Q64,2,1,5.3155,4.21
tpcds_sf100_t8,Q64,2,2,4.88589474,4.21
tpcds_sf100_t8,Q64,2,3,4.64166667,4.21
tpcds_sf100_t8,Q64,2,5,4.40589074,4.21
tpcds_sf100_t8,Q64,2,10,4.25968207,4.21
tpcds_sf100_t8,Q64,2,20,4.21,4.21
tpcds_sf100_t8,Q64,3,1,6.0815,4.31
tpcds_sf100_t8,Q64,3,2,5.35,4.31
tpcds_sf100_t8,Q64,3,3,4.92429825,4.31
tpcds_sf100_t8,Q64,3,5,4.52825013,4.31
tpcds_sf100_t8,Q64,3,10,4.34135741,4.31
tpcds_sf100_t8,Q64,3,20,4.31,4.31
tpcds_sf100_t8,Q64,4,1,3.932,3.49
tpcds_sf100_t8,Q64,4,2,3.67868421,3.49
tpcds_sf100_t8,Q64,4,3,3.61649123,3.49
tpcds_sf100_t8,Q64,4,5,3.57920472,3.49
tpcds_sf100_t8,Q64,4,10,3.54065373,3.49
tpcds_sf100_t8,Q64,4,20,3.49,3.49
tpcds_sf100_t8,Q65,1,1,13.2755,12.82
tpcds_sf100_t8,Q65,1,2,13.1577368,12.82
tpcds_sf100_t8,Q65,1,3,13.0961579,12.82
tpcds_sf100_t8,Q65,1,5,13.0257643,12.82
tpcds_sf100_t8,Q65,1,10,12.9323845,12.82
tpcds_sf100_t8,Q65,1,20,12.82,12.82
tpcds_sf100_t8,Q65,2,1,13.1405,12.51
tpcds_sf100_t8,Q65,2,2,12.9191579,12.51
tpcds_sf100_t8,Q65,2,3,12.8037193,12.51
tpcds_sf100_t8,Q65,2,5,12.6755889,12.51
tpcds_sf100_t8,Q65,2,10,12.5511931,12.51
tpcds_sf100_t8,Q65,2,20,12.51,12.51
tpcds_sf100_t8,Q65,3,1,13.164,12.61
tpcds_sf100_t8,Q65,3,2,12.9665263,12.61
tpcds_sf100_t8,Q65,3,3,12.8691579,12.61
tpcds_sf100_t8,Q65,3,5,12.757531,12.61
tpcds_sf100_t8,Q65,3,10,12.6456078,12.61
tpcds_sf100_t8,Q65,3,20,12.61,12.61
tpcds_sf100_t8,Q65,4,1,10.6105,10.35
tpcds_sf100_t8,Q65,4,2,10.5211053,10.35
tpcds_sf100_t8,Q65,4,3,10.4727105,10.35
tpcds_sf100_t8,Q65,4,5,10.419624,10.35
tpcds_sf100_t8,Q65,4,10,10.3674237,10.35
tpcds_sf100_t8,Q65,4,20,10.35,10.35
tpcds_sf100_t8,Q66,1,1,1.331,1.13
tpcds_sf100_t8,Q66,1,2,1.26978947,1.13
tpcds_sf100_t8,Q66,1,3,1.23719298,1.13
tpcds_sf100_t8,Q66,1,5,1.19872549,1.13
tpcds_sf100_t8,Q66,1,10,1.15422958,1.13
tpcds_sf100_t8,Q66,1,20,1.13,1.13
tpcds_sf100_t8,Q66,2,1,0.9025,0.82
tpcds_sf100_t8,Q66,2,2,0.880789474,0.82
tpcds_sf100_t8,Q66,2,3,0.863903509,0.82
tpcds_sf100_t8,Q66,2,5,0.841306115,0.82
tpcds_sf100_t8,Q66,2,10,0.821787926,0.82
tpcds_sf100_t8,Q66,2,20,0.82,0.82
tpcds_sf100_t8,Q66,3,1,0.9025,0.82
tpcds_sf100_t8,Q66,3,2,0.880789474,0.82
tpcds_sf100_t8,Q66,3,3,0.863903509,0.82
tpcds_sf100_t8,Q66,3,5,0.841306115,0.82
tpcds_sf100_t8,Q66,3,10,0.821787926,0.82
tpcds_sf100_t8,Q66,3,20,0.82,0.82
tpcds_sf100_t8,Q66,4,1,0.93,0.93
tpcds_sf100_t8,Q66,4,2,0.93,0.93
tpcds_sf100_t8,Q66,4,3,0.93,0.93
tpcds_sf100_t8,Q66,4,5,0.93,0.93
tpcds_sf100_t8,Q66,4,10,0.93,0.93
tpcds_sf100_t8,Q66,4,20,0.93,0.93
tpcds_sf100_t8,Q67,1,1,38.8405,37.83
tpcds_sf100_t8,Q67,1,2,38.4536316,37.83
tpcds_sf100_t8,Q67,1,3,38.2625263,37.83
tpcds_sf100_t8,Q67,1,5,38.0773117,37.83
tpcds_sf100_t8,Q67,1,10,37.9065179,37.83
tpcds_sf100_t8,Q67,1,20,37.83,37.83
tpcds_sf100_t8,Q67,2,1,38.904,38.26
tpcds_sf100_t8,Q67,2,2,38.6128947,38.26
tpcds_sf100_t8,Q67,2,3,38.4898333,38.26
tpcds_sf100_t8,Q67,2,5,38.380507,38.26
tpcds_sf100_t8,Q67,2,10,38.2928727,38.26
tpcds_sf100_t8,Q67,2,20,38.26,38.26
tpcds_sf100_t8,Q67,3,1,38.8245,37.75
tpcds_sf100_t8,Q67,3,2,38.5133684,37.75
tpcds_sf100_t8,Q67,3,3,38.3571228,37.75
tpcds_sf100_t8,Q67,3,5,38.1798936,37.75
tpcds_sf100_t8,Q67,3,10,37.9670825,37.75
tpcds_sf100_t8,Q67,3,20,37.75,37.75
tpcds_sf100_t8,Q67,4,1,39.4315,38.07
tpcds_sf100_t8,Q67,4,2,39.0714737,38.07
tpcds_sf100_t8,Q67,4,3,38.858886,38.07
tpcds_sf100_t8,Q67,4,5,38.616281,38.07
tpcds_sf100_t8,Q67,4,10,38.3349921,38.07
tpcds_sf100_t8,Q67,4,20,38.07,38.07
tpcds_sf100_t8,Q68,1,1,3.602,3.18
tpcds_sf100_t8,Q68,1,2,3.42989474,3.18
tpcds_sf100_t8,Q68,1,3,3.34645614,3.18
tpcds_sf100_t8,Q68,1,5,3.27017286,3.18
tpcds_sf100_t8,Q68,1,10,3.20152233,3.18
tpcds_sf100_t8,Q68,1,20,3.18,3.18
tpcds_sf100_t8,Q68,2,1,2.5845,2.46
tpcds_sf100_t8,Q68,2,2,2.56215789,2.46
tpcds_sf100_t8,Q68,2,3,2.55385088,2.46
tpcds_sf100_t8,Q68,2,5,2.5425,2.46
tpcds_sf100_t8,Q68,2,10,2.515,2.46
tpcds_sf100_t8,Q68,2,20,2.46,2.46
tpcds_sf100_t8,Q68,3,1,2.5945,2.46
tpcds_sf100_t8,Q68,3,2,2.56689474,2.46
tpcds_sf100_t8,Q68,3,3,2.55525439,2.46
tpcds_sf100_t8,Q68,3,5,2.5425387,2.46
tpcds_sf100_t8,Q68,3,10,2.515,2.46
tpcds_sf100_t8,Q68,3,20,2.46,2.46
tpcds_sf100_t8,Q68,4,1,2.4325,2.36
tpcds_sf100_t8,Q68,4,2,2.40842105,2.36
tpcds_sf100_t8,Q68,4,3,2.39201754,2.36
tpcds_sf100_t8,Q68,4,5,2.37291344,2.36
tpcds_sf100_t8,Q68,4,10,2.3605418,2.36
tpcds_sf100_t8,Q68,4,20,2.36,2.36
tpcds_sf100_t8,Q69,1,1,1.855,1.85
tpcds_sf100_t8,Q69,1,2,1.85,1.85
tpcds_sf100_t8,Q69,1,3,1.85,1.85
tpcds_sf100_t8,Q69,1,5,1.85,1.85
tpcds_sf100_t8,Q69,1,10,1.85,1.85
tpcds_sf100_t8,Q69,1,20,1.85,1.85
tpcds_sf100_t8,Q69,2,1,1.85,1.85
tpcds_sf100_t8,Q69,2,2,1.85,1.85
tpcds_sf100_t8,Q69,2,3,1.85,1.85
tpcds_sf100_t8,Q69,2,5,1.85,1.85
tpcds_sf100_t8,Q69,2,10,1.85,1.85
tpcds_sf100_t8,Q69,2,20,1.85,1.85
tpcds_sf100_t8,Q69,3,1,1.85,1.85
tpcds_sf100_t8,Q69,3,2,1.85,1.85
tpcds_sf100_t8,Q69,3,3,1.85,1.85
tpcds_sf100_t8,Q69,3,5,1.85,1.85
tpcds_sf100_t8,Q69,3,10,1.85,1.85
tpcds_sf100_t8,Q69,3,20,1.85,1.85
tpcds_sf100_t8,Q69,4,1,1.13,1.13
tpcds_sf100_t8,Q69,4,2,1.13,1.13
tpcds_sf100_t8,Q69,4,3,1.13,1.13
tpcds_sf100_t8,Q69,4,5,1.13,1.13
tpcds_sf100_t8,Q69,4,10,1.13,1.13
tpcds_sf100_t8,Q69,4,20,1.13,1.13
tpcds_sf100_t8,Q70,1,1,4.879,4.72
tpcds_sf100_t8,Q70,1,2,4.83763158,4.72
tpcds_sf100_t8,Q70,1,3,4.8169386,4.72
tpcds_sf100_t8,Q70,1,5,4.7944711,4.72
tpcds_sf100_t8,Q70,1,10,4.76605859,4.72
tpcds_sf100_t8,Q70,1,20,4.72,4.72
tpcds_sf100_t8,Q70,2,1,4.8195,4.72
tpcds_sf100_t8,Q70,2,2,4.80905263,4.72
tpcds_sf100_t8,Q70,2,3,4.80365789,4.72
tpcds_sf100_t8,Q70,2,5,4.79302632,4.72
tpcds_sf100_t8,Q70,2,10,4.76736842,4.72
tpcds_sf100_t8,Q70,2,20,4.72,4.72
tpcds_sf100_t8,Q70,3,1,4.8455,4.72
tpcds_sf100_t8,Q70,3,2,4.80578947,4.72
tpcds_sf100_t8,Q70,3,3,4.79245614,4.72
tpcds_sf100_t8,Q70,3,5,4.77526961,4.72
tpcds_sf100_t8,Q70,3,10,4.74368421,4.72
tpcds_sf100_t8,Q70,3,20,4.72,4.72
tpcds_sf100_t8,Q70,4,1,4.5205,4.51
tpcds_sf100_t8,Q70,4,2,4.51052632,4.51
tpcds_sf100_t8,Q70,4,3,4.51,4.51
tpcds_sf100_t8,Q70,4,5,4.51,4.51
tpcds_sf100_t8,Q70,4,10,4.51,4.51
tpcds_sf100_t8,Q70,4,20,4.51,4.51
tpcds_sf100_t8,Q71,1,1,2.255,2.16
tpcds_sf100_t8,Q71,1,2,2.25,2.16
tpcds_sf100_t8,Q71,1,3,2.245,2.16
tpcds_sf100_t8,Q71,1,5,2.235,2.16
tpcds_sf100_t8,Q71,1,10,2.21,2.16
tpcds_sf100_t8,Q71,1,20,2.16,2.16
tpcds_sf100_t8,Q71,2,1,2.05,2.05
tpcds_sf100_t8,Q71,2,2,2.05,2.05
tpcds_sf100_t8,Q71,2,3,2.05,2.05
tpcds_sf100_t8,Q71,2,5,2.05,2.05
tpcds_sf100_t8,Q71,2,10,2.05,2.05
tpcds_sf100_t8,Q71,2,20,2.05,2.05
tpcds_sf100_t8,Q71,3,1,2.052,2.05
tpcds_sf100_t8,Q71,3,2,2.05031579,2.05
tpcds_sf100_t8,Q71,3,3,2.05003509,2.05
tpcds_sf100_t8,Q71,3,5,2.05,2.05
tpcds_sf100_t8,Q71,3,10,2.05,2.05
tpcds_sf100_t8,Q71,3,20,2.05,2.05
tpcds_sf100_t8,Q71,4,1,1.53,1.44
tpcds_sf100_t8,Q71,4,2,1.52052632,1.44
tpcds_sf100_t8,Q71,4,3,1.51157895,1.44
tpcds_sf100_t8,Q71,4,5,1.49526316,1.44
tpcds_sf100_t8,Q71,4,10,1.46368421,1.44
tpcds_sf100_t8,Q71,4,20,1.44,1.44
tpcds_sf100_t8,Q72,1,1,227.179,6.15
tpcds_sf100_t8,Q72,1,2,169.645053,6.15
tpcds_sf100_t8,Q72,1,3,124.851921,6.15
tpcds_sf100_t8,Q72,1,5,64.7817595,6.15
tpcds_sf100_t8,Q72,1,10,12.330031,6.15
tpcds_sf100_t8,Q72,1,20,6.15,6.15
tpcds_sf100_t8,Q72,2,1,11.458,3.9
tpcds_sf100_t8,Q72,2,2,7.16110526,3.9
tpcds_sf100_t8,Q72,2,3,5.71630702,3.9
tpcds_sf100_t8,Q72,2,5,4.93865454,3.9
tpcds_sf100_t8,Q72,2,10,4.48514013,3.9
tpcds_sf100_t8,Q72,2,20,3.9,3.9
tpcds_sf100_t8,Q72,3,1,9.6325,3.9
tpcds_sf100_t8,Q72,3,2,6.26994737,3.9
tpcds_sf100_t8,Q72,3,3,5.37557018,3.9
tpcds_sf100_t8,Q72,3,5,4.90301535,3.9
tpcds_sf100_t8,Q72,3,10,4.4823629,3.9
tpcds_sf100_t8,Q72,3,20,3.9,3.9
tpcds_sf100_t8,Q72,4,1,12.0085,4.21
tpcds_sf100_t8,Q72,4,2,7.397,4.21
tpcds_sf100_t8,Q72,4,3,5.88052632,4.21
tpcds_sf100_t8,Q72,4,5,5.1053283,4.21
tpcds_sf100_t8,Q72,4,10,4.7043335,4.21
tpcds_sf100_t8,Q72,4,20,4.21,4.21
tpcds_sf100_t8,Q73,1,1,2.1515,1.95
tpcds_sf100_t8,Q73,1,2,2.07726316,1.95
tpcds_sf100_t8,Q73,1,3,2.02777193,1.95
tpcds_sf100_t8,Q73,1,5,1.97573336,1.95
tpcds_sf100_t8,Q73,1,10,1.95047988,1.95
tpcds_sf100_t8,Q73,1,20,1.95,1.95
tpcds_sf100_t8,Q73,2,1,1.415,1.34
tpcds_sf100_t8,Q73,2,2,1.39526316,1.34
tpcds_sf100_t8,Q73,2,3,1.37991228,1.34
tpcds_sf100_t8,Q73,2,5,1.3593692,1.34
tpcds_sf100_t8,Q73,2,10,1.34162539,1.34
tpcds_sf100_t8,Q73,2,20,1.34,1.34
tpcds_sf100_t8,Q73,3,1,1.415,1.34
tpcds_sf100_t8,Q73,3,2,1.39526316,1.34
tpcds_sf100_t8,Q73,3,3,1.37991228,1.34
tpcds_sf100_t8,Q73,3,5,1.3593692,1.34
tpcds_sf100_t8,Q73,3,10,1.34162539,1.34
tpcds_sf100_t8,Q73,3,20,1.34,1.34
tpcds_sf100_t8,Q73,4,1,1.44,1.44
tpcds_sf100_t8,Q73,4,2,1.44,1.44
tpcds_sf100_t8,Q73,4,3,1.44,1.44
tpcds_sf100_t8,Q73,4,5,1.44,1.44
tpcds_sf100_t8,Q73,4,10,1.44,1.44
tpcds_sf100_t8,Q73,4,20,1.44,1.44
tpcds_sf100_t8,Q74,1,1,8.9355,8.72
tpcds_sf100_t8,Q74,1,2,8.87231579,8.72
tpcds_sf100_t8,Q74,1,3,8.84050877,8.72
tpcds_sf100_t8,Q74,1,5,8.80630031,8.72
tpcds_sf100_t8,Q74,1,10,8.76791022,8.72
tpcds_sf100_t8,Q74,1,20,8.72,8.72
tpcds_sf100_t8,Q74,2,1,8.103,7.9
tpcds_sf100_t8,Q74,2,2,8.02657895,7.9
tpcds_sf100_t8,Q74,2,3,7.99122807,7.9
tpcds_sf100_t8,Q74,2,5,7.9586081,7.9
tpcds_sf100_t8,Q74,2,10,7.92369016,7.9
tpcds_sf100_t8,Q74,2,20,7.9,7.9
tpcds_sf100_t8,Q74,3,1,9.3925,8.92
tpcds_sf100_t8,Q74,3,2,9.19389474,8.92
tpcds_sf100_t8,Q74,3,3,9.097,8.92
tpcds_sf100_t8,Q74,3,5,9.01101909,8.92
tpcds_sf100_t8,Q74,3,10,8.94901226,8.92
tpcds_sf100_t8,Q74,3,20,8.92,8.92
tpcds_sf100_t8,Q74,4,1,8.2935,7.9
tpcds_sf100_t8,Q74,4,2,8.144,7.9
tpcds_sf100_t8,Q74,4,3,8.06337719,7.9
tpcds_sf100_t8,Q74,4,5,7.98553793,7.9
tpcds_sf100_t8,Q74,4,10,7.9253673,7.9
tpcds_sf100_t8,Q74,4,20,7.9,7.9
tpcds_sf100_t8,Q75,1,1,6.512,6.36
tpcds_sf100_t8,Q75,1,2,6.474,6.36
tpcds_sf100_t8,Q75,1,3,6.4555614,6.36
tpcds_sf100_t8,Q75,1,5,6.43662539,6.36
tpcds_sf100_t8,Q75,1,10,6.41000054,6.36
tpcds_sf100_t8,Q75,1,20,6.36,6.36
tpcds_sf100_t8,Q75,2,1,4.895,4.82
tpcds_sf100_t8,Q75,2,2,4.85778947,4.82
tpcds_sf100_t8,Q75,2,3,4.84061404,4.82
tpcds_sf100_t8,Q75,2,5,4.8255089,4.82
tpcds_sf100_t8,Q75,2,10,4.82004763,4.82
tpcds_sf100_t8,Q75,2,20,4.82,4.82
tpcds_sf100_t8,Q75,3,1,4.8815,4.72
tpcds_sf100_t8,Q75,3,2,4.84947368,4.72
tpcds_sf100_t8,Q75,3,3,4.82801754,4.72
tpcds_sf100_t8,Q75,3,5,4.80249613,4.72
tpcds_sf100_t8,Q75,3,10,4.77046559,4.72
tpcds_sf100_t8,Q75,3,20,4.72,4.72
tpcds_sf100_t8,Q75,4,1,4.9795,4.82
tpcds_sf100_t8,Q75,4,2,4.94794737,4.82
tpcds_sf100_t8,Q75,4,3,4.92797368,4.82
tpcds_sf100_t8,Q75,4,5,4.90547988,4.82
tpcds_sf100_t8,Q75,4,10,4.87500595,4.82
tpcds_sf100_t8,Q75,4,20,4.82,4.82
tpcds_sf100_t8,Q76,1,1,2.8105,2.77
tpcds_sf100_t8,Q76,1,2,2.78105263,2.77
tpcds_sf100_t8,Q76,1,3,2.77307018,2.77
tpcds_sf100_t8,Q76,1,5,2.77013545,2.77
tpcds_sf100_t8,Q76,1,10,2.77,2.77
tpcds_sf100_t8,Q76,1,20,2.77,2.77
tpcds_sf100_t8,Q76,2,1,2.816,2.67
tpcds_sf100_t8,Q76,2,2,2.78373684,2.67
tpcds_sf100_t8,Q76,2,3,2.76552632,2.67
tpcds_sf100_t8,Q76,2,5,2.74662539,2.67
tpcds_sf100_t8,Q76,2,10,2.72000054,2.67
tpcds_sf100_t8,Q76,2,20,2.67,2.67
tpcds_sf100_t8,Q76,3,1,2.8065,2.77
tpcds_sf100_t8,Q76,3,2,2.78147368,2.77
tpcds_sf100_t8,Q76,3,3,2.77325439,2.77
tpcds_sf100_t8,Q76,3,5,2.77015802,2.77
tpcds_sf100_t8,Q76,3,10,2.77,2.77
tpcds_sf100_t8,Q76,3,20,2.77,2.77
tpcds_sf100_t8,Q76,4,1,2.4625,2.46
tpcds_sf100_t8,Q76,4,2,2.46052632,2.46
tpcds_sf100_t8,Q76,4,3,2.46008772,2.46
tpcds_sf100_t8,Q76,4,5,2.46000064,2.46
tpcds_sf100_t8,Q76,4,10,2.46,2.46
tpcds_sf100_t8,Q76,4,20,2.46,2.46
tpcds_sf100_t8,Q77,1,1,2.5745,2.56
tpcds_sf100_t8,Q77,1,2,2.569,2.56
tpcds_sf100_t8,Q77,1,3,2.5685,2.56
tpcds_sf100_t8,Q77,1,5,2.5675,2.56
tpcds_sf100_t8,Q77,1,10,2.565,2.56
tpcds_sf100_t8,Q77,1,20,2.56,2.56
tpcds_sf100_t8,Q77,2,1,1.86,1.85
tpcds_sf100_t8,Q77,2,2,1.85052632,1.85
tpcds_sf100_t8,Q77,2,3,1.85,1.85
tpcds_sf100_t8,Q77,2,5,1.85,1.85
tpcds_sf100_t8,Q77,2,10,1.85,1.85
tpcds_sf100_t8,Q77,2,20,1.85,1.85
tpcds_sf100_t8,Q77,3,1,1.86,1.85
tpcds_sf100_t8,Q77,3,2,1.85052632,1.85
tpcds_sf100_t8,Q77,3,3,1.85,1.85
tpcds_sf100_t8,Q77,3,5,1.85,1.85
tpcds_sf100_t8,Q77,3,10,1.85,1.85
tpcds_sf100_t8,Q77,3,20,1.85,1.85
tpcds_sf100_t8,Q77,4,1,1.95,1.95
tpcds_sf100_t8,Q77,4,2,1.95,1.95
tpcds_sf100_t8,Q77,4,3,1.95,1.95
tpcds_sf100_t8,Q77,4,5,1.95,1.95
tpcds_sf100_t8,Q77,4,10,1.95,1.95
tpcds_sf100_t8,Q77,4,20,1.95,1.95
tpcds_sf100_t8,Q78,1,1,13.4755,13.24
tpcds_sf100_t8,Q78,1,2,13.4015789,13.24
tpcds_sf100_t8,Q78,1,3,13.3667281,13.24
tpcds_sf100_t8,Q78,1,5,13.329831,13.24
tpcds_sf100_t8,Q78,1,10,13.2875155,13.24
tpcds_sf100_t8,Q78,1,20,13.24,13.24
tpcds_sf100_t8,Q78,2,1,13.5775,13.24
tpcds_sf100_t8,Q78,2,2,13.4883158,13.24
tpcds_sf100_t8,Q78,2,3,13.443193,13.24
tpcds_sf100_t8,Q78,2,5,13.3889138,13.24
tpcds_sf100_t8,Q78,2,10,13.3139938,13.24
tpcds_sf100_t8,Q78,2,20,13.24,13.24
tpcds_sf100_t8,Q78,3,1,14.5965,14.46
tpcds_sf100_t8,Q78,3,2,14.5392105,14.46
tpcds_sf100_t8,Q78,3,3,14.5118333,14.46
tpcds_sf100_t8,Q78,3,5,14.4847381,14.46
tpcds_sf100_t8,Q78,3,10,14.4638855,14.46
tpcds_sf100_t8,Q78,3,20,14.46,14.46
tpcds_sf100_t8,Q78,4,1,12.2055,11.59
tpcds_sf100_t8,Q78,4,2,11.9695789,11.59
tpcds_sf100_t8,Q78,4,3,11.8793246,11.59
tpcds_sf100_t8,Q78,4,5,11.7829244,11.59
tpcds_sf100_t8,Q78,4,10,11.6746957,11.59
tpcds_sf100_t8,Q78,4,20,11.59,11.59
