query,case,seed,runtime_seconds
rs,2,,1.010000
rs,2,,0.990000
rs,2,,1.010000
rs,3,,0.982000
rs,3,,0.965000
rs,3,,0.973000
rs,4,,0.572000
rs,4,,0.576000
rs,4,,0.576000
